Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
662.50,0.30,0.30,365.02,727.96,34.11,14.47,6.65,183.41,213.27,7.96,102.23,2241.55,46.45,284.85,325.25,114.76,168.89,1442.99,178.29,0.00
692.50,0.30,0.30,363.56,736.16,33.71,21.57,6.65,183.41,213.27,7.96,102.23,2244.45,50.27,59.95,352.54,118.63,168.89,1436.38,184.49,0.00
723.00,0.30,0.30,375.12,698.68,33.46,17.32,14.95,183.41,213.27,7.96,102.23,2295.57,43.52,14.55,335.13,127.65,168.89,1418.94,182.37,0.00
753.50,0.30,0.30,357.93,733.91,33.56,20.14,7.39,183.41,213.27,7.96,102.23,2349.15,46.08,14.55,355.60,126.39,128.06,1441.37,192.80,0.00
783.00,0.30,0.30,380.23,743.11,35.89,32.81,10.07,183.41,213.27,7.96,102.23,2320.98,51.33,14.55,354.01,139.60,141.50,1442.51,195.06,0.00
813.00,0.30,0.30,346.27,706.54,36.34,0.30,10.07,183.41,213.27,7.96,102.23,2345.88,51.21,14.55,379.51,138.99,221.52,1472.90,184.13,0.00
843.50,0.30,0.30,350.31,710.44,36.93,40.13,10.07,183.41,213.27,7.96,102.23,2323.89,57.92,21.36,342.41,133.30,193.50,1472.95,186.75,0.00
873.50,0.30,0.30,353.50,749.41,35.74,16.94,17.88,140.38,213.27,7.96,102.23,2368.60,52.19,21.36,348.03,143.00,165.43,1469.44,191.47,0.00
903.00,0.30,0.30,369.85,736.71,36.10,10.99,9.95,140.38,213.27,7.96,102.23,2361.03,46.33,21.36,362.15,140.37,213.56,1482.87,189.45,0.00
932.50,0.30,0.30,358.15,735.37,35.34,25.68,9.95,140.38,213.27,7.96,102.23,2344.03,51.27,21.36,351.77,148.29,116.03,1783.60,207.95,0.00
963.00,0.30,0.30,378.05,708.87,33.18,23.50,13.98,140.38,213.27,7.96,102.23,2378.51,51.09,20.45,365.72,150.58,509.82,1491.72,213.62,0.00
993.50,0.30,0.30,356.83,724.31,31.12,24.46,10.07,140.38,213.27,7.96,102.23,2412.01,54.14,44.13,344.41,149.23,1078.54,1501.69,196.83,0.00
1023.00,0.30,0.30,349.60,757.30,32.87,18.77,10.07,140.38,213.27,7.96,102.23,2424.42,48.28,40.05,341.21,155.38,1149.54,1500.69,203.40,0.00
1053.00,0.30,0.30,353.36,749.83,34.73,50.35,12.55,140.38,213.27,7.96,102.23,2401.19,42.42,61.43,381.61,146.13,1176.81,1481.35,203.55,0.00
1083.00,0.30,0.30,360.62,733.77,33.27,22.89,10.41,182.19,213.27,7.96,102.23,2321.05,51.03,58.80,344.17,145.66,1420.89,1505.21,212.49,0.00
1113.00,0.30,0.30,350.91,756.47,35.74,16.07,13.98,182.19,213.27,7.96,102.23,2331.51,62.93,92.57,325.45,134.99,1378.11,1495.81,205.87,0.00
1143.50,0.30,0.30,376.83,755.93,35.59,23.50,8.69,182.19,213.27,7.96,102.23,2226.04,58.05,120.04,341.84,129.93,1541.05,1506.68,200.56,0.00
1173.00,0.30,0.30,371.95,734.26,34.75,19.23,10.01,182.19,213.27,7.96,102.23,2247.84,60.91,135.14,340.76,126.32,1646.70,1497.03,187.01,0.00
1202.50,0.30,0.30,333.26,753.14,33.71,41.72,9.95,173.34,213.27,7.96,102.23,2260.17,60.91,93.75,288.40,115.38,1259.75,1480.43,177.24,0.00
1233.00,0.30,0.30,362.63,764.55,35.39,33.72,9.95,193.79,213.27,7.96,102.23,2201.99,52.31,29.17,280.81,112.76,987.49,1443.50,169.40,0.00
1263.00,0.30,0.30,351.87,755.32,35.53,24.01,9.95,155.18,213.27,7.96,102.23,2208.45,52.31,29.17,308.28,107.73,852.45,1436.69,171.91,0.00
1292.50,0.30,0.30,356.87,769.88,34.57,24.01,10.14,155.18,213.27,7.96,102.23,2193.53,52.31,29.17,249.33,115.35,696.31,1398.03,170.63,0.00
1322.50,0.30,0.30,368.91,758.69,35.39,31.19,11.90,155.18,213.27,7.96,102.23,2219.94,52.31,29.17,284.56,116.33,551.66,1409.78,167.38,0.00
1353.00,0.30,0.30,365.73,790.68,33.31,20.64,13.86,155.18,213.27,7.96,102.23,2256.94,55.27,29.17,309.15,117.25,368.39,1412.37,169.16,0.00
1383.50,0.30,0.30,359.62,764.17,34.96,43.34,13.86,157.17,213.27,7.96,102.23,2207.84,60.00,29.17,251.65,113.26,325.76,1387.81,173.50,0.00
1413.00,0.30,0.30,343.94,782.50,34.91,43.03,13.86,157.17,213.27,7.96,102.23,2186.48,54.26,29.17,284.99,120.36,188.11,1401.90,180.75,0.00
1443.00,0.30,0.30,356.63,776.22,36.04,0.30,13.86,157.17,213.27,7.96,102.23,2215.99,59.14,29.17,267.29,122.01,124.43,1407.54,177.33,0.00
1473.00,0.30,0.30,345.94,795.96,37.51,23.50,7.02,157.17,213.27,7.96,102.23,2237.18,59.14,29.17,300.88,122.62,309.15,1406.09,179.63,0.00
1503.00,0.30,0.30,350.26,769.69,39.83,24.82,12.05,157.17,213.27,7.96,102.23,2235.60,56.15,29.17,294.57,123.01,331.00,1401.59,171.08,0.00
1533.50,0.30,0.30,335.39,791.71,37.11,29.37,10.53,157.17,213.27,7.96,102.23,2186.31,62.07,29.17,299.86,118.90,186.92,1427.94,166.06,0.00
1563.00,0.30,0.30,339.24,785.71,36.49,31.68,11.45,157.17,213.27,7.96,102.23,2202.64,57.01,29.17,293.75,117.43,117.95,1438.93,172.70,0.00
1593.00,0.30,0.30,337.45,784.71,36.18,31.74,9.03,157.17,213.27,7.96,102.23,2260.61,57.01,29.17,345.59,113.98,267.21,1391.11,171.94,0.00
1623.50,0.30,0.30,344.17,773.90,38.17,37.74,9.03,157.17,213.27,7.96,102.23,2234.75,57.13,29.17,260.70,111.73,331.78,1370.56,165.51,0.00
1653.50,0.30,0.30,347.14,758.33,36.91,38.62,9.34,157.17,213.27,7.96,102.23,2177.41,58.29,29.17,263.26,116.30,266.84,1367.86,164.40,0.00
1683.00,0.30,0.30,340.32,777.65,37.13,34.55,10.03,157.17,213.27,7.96,102.23,2177.46,58.29,29.17,295.87,110.85,549.38,1405.09,163.96,0.00
1712.50,0.30,0.30,343.68,816.97,36.50,30.42,9.34,157.17,213.27,7.96,102.23,2149.04,65.90,29.17,266.65,112.76,485.35,1378.62,163.58,0.00
1743.00,0.30,0.30,333.23,799.56,34.66,21.80,10.76,157.17,213.27,7.96,102.23,2154.83,55.18,29.17,290.96,112.10,335.72,1358.05,161.41,0.00
1773.50,0.30,0.30,334.48,783.22,35.76,31.84,9.98,157.17,213.27,7.96,102.23,2148.61,58.17,29.17,313.73,108.64,324.71,1351.24,164.82,0.00
1803.00,0.30,0.30,341.62,804.15,37.11,31.43,10.93,157.17,213.27,7.96,102.23,2146.13,58.17,29.17,292.40,113.53,400.01,1336.14,161.24,0.00
1833.00,0.30,0.30,326.70,783.40,36.82,49.44,9.03,157.17,213.27,7.96,102.23,2201.45,57.07,29.17,280.87,115.50,119.63,1359.46,164.24,0.00
1863.00,0.30,0.30,336.56,789.67,37.30,33.14,9.03,157.17,213.27,7.96,102.23,2175.56,57.07,29.17,288.24,111.20,129.66,1350.12,168.74,0.00
1893.00,0.30,0.30,342.23,824.04,37.13,23.86,10.56,157.17,213.27,7.96,102.23,2193.06,65.86,29.17,303.54,108.46,401.36,1359.17,157.87,0.00
1923.50,0.30,0.30,350.96,808.88,35.26,9.05,13.20,198.67,213.27,7.96,102.23,2198.74,61.26,29.17,270.90,112.55,231.40,1376.58,147.54,0.00
1953.00,0.30,0.30,356.49,805.68,35.91,41.50,10.50,226.75,213.27,7.96,102.23,2210.09,61.26,29.17,282.77,65.27,204.42,1370.97,72.17,0.00
1982.00,0.30,0.30,333.90,831.82,35.14,52.49,6.04,171.61,213.27,7.96,102.23,1860.16,61.26,29.17,132.82,16.54,275.39,1386.03,25.75,0.00
2011.00,0.30,0.30,344.55,811.84,33.53,29.30,9.95,201.72,213.27,7.96,102.23,1305.26,30.07,29.17,132.82,11.93,214.24,1382.47,0.79,0.00
2042.00,0.30,0.30,334.12,788.75,35.28,45.93,9.98,201.72,213.27,7.96,102.23,1076.59,1.28,29.17,132.82,8.97,156.94,1379.28,0.79,0.00
2073.50,0.30,0.30,315.51,803.21,33.68,34.85,9.14,169.99,213.27,7.96,102.23,834.01,1.28,29.17,132.82,5.07,126.04,1218.13,0.79,0.00
2103.00,0.30,0.30,348.96,831.86,35.59,18.79,11.17,169.99,213.27,7.96,102.23,816.36,1.28,29.17,132.82,3.60,146.57,946.50,0.79,0.00
2133.00,0.30,0.30,340.00,838.77,34.47,28.69,10.99,169.99,213.27,7.96,102.23,609.24,1.28,29.17,132.82,3.60,175.95,743.72,0.79,0.00
2163.50,0.30,0.30,318.40,816.80,37.11,33.06,12.68,169.99,213.27,7.96,102.23,400.95,1.28,29.17,132.82,3.60,333.06,583.09,0.79,0.00
2193.00,0.30,0.30,359.59,811.99,37.23,27.72,12.68,169.99,213.27,7.96,102.23,328.91,1.28,29.17,132.82,3.60,154.81,527.32,0.79,0.00
2223.00,0.30,0.30,331.06,830.70,38.20,48.01,11.93,169.99,213.27,7.96,102.23,362.11,1.28,29.17,132.82,3.60,144.39,447.33,0.79,0.00
2253.00,0.30,0.30,342.05,826.36,36.58,33.71,11.78,169.99,213.27,7.96,102.23,167.09,1.28,29.17,132.82,3.60,280.54,339.32,0.79,0.00
