Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,339.46,670.53,31.87,28.58,10.07,179.75,0.00,0.06,0.30,49.67,0.00,0.30,0.30,0.00,56.36,25.02,0.00,0.00
9.00,0.30,0.30,348.49,637.56,31.96,14.50,11.86,149.54,0.00,0.06,0.30,63.89,0.00,0.30,0.30,0.00,330.51,34.48,0.00,0.00
32.00,0.30,0.30,346.14,658.76,32.81,12.21,12.39,149.54,0.00,0.06,0.30,75.38,0.00,0.30,0.30,0.00,82.55,34.48,0.00,0.00
62.50,0.30,0.30,346.73,670.89,33.02,15.46,9.30,149.54,0.00,0.06,0.30,49.54,0.00,0.30,0.30,0.00,82.55,31.28,0.00,0.00
93.00,0.30,0.30,337.96,687.10,32.92,30.11,10.93,149.54,0.00,0.06,0.30,47.96,0.00,0.30,0.30,0.00,82.55,28.08,0.00,0.00
123.00,0.30,0.30,357.77,673.89,32.98,32.96,10.47,149.54,0.00,0.06,0.30,75.20,0.00,0.30,0.30,0.00,82.55,28.08,0.00,0.00
153.00,0.30,0.30,362.81,690.08,31.82,32.50,11.33,149.54,763.35,0.06,0.30,189.03,0.00,0.30,0.30,0.00,82.55,27.77,0.00,0.00
183.00,0.30,0.30,368.24,660.97,31.46,24.01,10.74,149.54,1344.12,0.06,0.30,447.53,0.00,0.30,0.30,0.00,82.55,23.35,0.00,0.00
213.50,0.30,0.30,350.96,683.95,32.20,1047.72,11.44,264.59,1338.64,0.06,0.30,726.81,0.00,0.30,0.30,0.00,82.55,26.47,0.00,0.00
243.50,0.30,0.30,371.51,673.68,32.19,1657.72,29.52,347.60,1383.80,6.04,0.30,1699.67,0.00,0.30,80.11,0.00,82.55,40.83,0.00,0.00
273.50,0.30,0.30,362.19,712.19,33.04,1864.67,59.41,425.12,1394.26,23.68,0.30,2644.86,0.00,0.30,631.08,9.36,82.55,108.03,0.00,0.00
303.50,0.30,0.30,361.89,699.61,33.54,1835.88,45.08,477.00,1024.90,38.88,121.00,2229.34,0.00,0.30,265.55,84.27,82.55,967.07,83.34,0.00
333.50,0.30,0.30,345.10,684.24,33.74,1725.58,30.21,520.33,735.79,34.49,207.22,2262.40,9.09,108.64,359.88,183.78,82.55,1422.45,222.67,0.00
363.50,0.30,0.30,357.77,694.10,33.55,1217.18,11.17,477.61,727.20,7.96,257.63,2426.12,47.29,399.70,495.61,211.94,125.12,1397.01,266.79,0.00
393.50,0.30,0.30,358.63,706.14,33.83,449.45,10.99,504.46,213.27,7.96,265.66,2503.45,82.17,480.55,523.69,185.06,31.43,1443.54,252.82,0.00
423.50,0.30,0.30,369.36,704.91,34.86,65.84,9.38,402.53,213.27,7.96,265.58,2388.81,87.42,772.97,414.59,144.03,31.43,1535.24,220.75,0.00
453.50,0.30,0.30,372.01,708.32,34.30,31.03,17.11,284.73,213.27,7.96,316.47,2352.58,68.85,858.62,411.01,119.81,31.43,1571.37,206.89,0.00
483.50,0.30,0.30,351.49,684.69,33.37,37.84,10.54,244.45,213.27,7.96,316.68,2287.00,60.85,873.78,395.21,126.22,35.40,1538.07,183.40,0.00
513.50,0.30,0.30,358.68,724.29,35.19,22.84,10.54,202.33,213.27,7.96,314.95,2269.29,50.35,927.38,355.15,116.27,35.40,1502.40,178.91,0.00
543.00,0.30,0.30,361.43,724.01,35.93,30.21,12.63,202.33,213.27,7.96,246.28,2197.69,52.77,971.12,343.94,116.40,35.40,1500.57,178.82,0.00
573.00,0.30,0.30,368.07,721.22,34.21,30.21,12.63,160.22,213.27,7.96,102.23,2234.29,52.77,1066.05,328.92,113.16,154.73,1501.49,182.85,0.00
603.50,0.30,0.30,356.67,742.63,31.79,30.21,12.63,160.22,213.27,7.96,102.23,2254.20,52.77,1035.63,330.92,119.37,26.96,1450.66,183.22,0.00
633.00,0.30,0.30,331.64,724.92,32.33,32.81,12.88,183.41,213.27,7.96,102.23,2235.26,52.70,677.60,335.12,116.07,26.96,1435.87,173.02,0.00
