Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,224.04,341.65
1.00,-2424.65,-2487.04
16.50,7.13,17.49
46.50,2757.72,2844.59
76.00,7832.38,8077.38
105.50,11575.05,11937.77
135.50,12090.87,12518.54
166.00,15433.40,15923.37
196.50,12326.87,12563.88
226.50,8306.89,8613.95
256.50,6550.38,6394.93
286.50,5177.27,7679.24
316.50,4884.48,9718.59
346.50,9206.32,15537.60
376.50,13814.38,21370.03
406.50,16089.65,23964.57
436.50,16585.42,21315.42
466.50,14484.11,17879.76
496.50,12814.94,16335.01
526.50,11634.79,15193.30
555.50,10611.57,15097.30
585.50,11928.88,18468.73
616.50,14164.46,22844.92
646.50,14757.02,22825.13
676.50,13044.38,18336.28
706.50,9715.08,13153.23
736.50,9760.86,13151.99
766.50,11751.97,15950.32
795.50,17479.64,23007.62
824.50,20935.59,28069.21
855.50,19660.25,26677.72
886.50,22337.03,29844.00
916.50,22584.72,30560.88
946.50,21470.42,29217.62
976.50,19378.38,25373.24
1006.50,17876.55,24155.29
1036.50,10136.95,13998.10
1066.50,10646.05,14668.12
1096.50,14290.40,18493.20
1126.50,15212.65,19119.02
1156.50,14828.27,20337.29
1186.50,12707.30,19180.81
1216.00,15643.95,20774.60
1246.00,15839.60,22663.84
1276.50,18472.11,27431.45
1306.50,19769.73,26328.32
1336.50,17993.41,24533.57
1366.50,16953.63,24480.35
1396.50,17051.32,24627.45
1426.50,16363.73,24890.54
1456.50,17164.33,24230.61
1485.50,16102.46,22421.79
1515.50,13743.87,18985.53
1546.50,9690.65,12649.60
1576.50,4363.16,5681.28
1606.50,6007.43,8106.48
1636.50,5395.86,7640.06
1666.50,5114.84,6218.88
1696.50,4830.42,6385.43
1726.50,3753.53,4586.51
1756.50,2050.58,2633.50
1786.50,663.06,695.36
1816.50,663.06,695.36
1846.50,663.06,695.36
1876.50,663.06,695.36
1906.00,663.06,695.36
1936.00,663.06,695.36
1966.50,663.06,695.36
1996.50,663.06,695.36
2026.50,663.06,695.36
2056.50,663.06,695.36
2086.50,663.06,695.36
2116.50,663.06,695.36
2146.50,663.06,695.36
2176.50,663.06,695.36
2206.50,663.06,695.36
2236.50,663.06,695.36
2266.50,663.06,695.36
2295.50,663.06,695.36
2325.50,663.06,695.36
2356.50,663.06,695.36
2386.50,663.06,695.36
2415.00,663.06,695.36
2445.00,663.06,695.36
2476.50,663.06,695.36
2506.50,663.06,695.36
2536.50,663.06,695.36
2566.50,663.06,695.36
