Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-2492.96,-2952.54
14.50,4002.25,4422.95
43.50,8793.42,10151.81
73.50,10317.55,13655.64
103.50,9991.00,12592.19
133.50,14824.03,22464.16
163.00,12060.91,19848.70
193.00,12273.84,17254.77
223.50,15116.22,21780.84
253.50,12917.31,18619.67
283.00,10796.98,16561.69
313.00,12731.31,18814.93
343.00,14484.03,21513.84
372.50,14484.86,24670.49
402.50,16445.69,27016.16
432.50,16372.79,26412.97
462.50,15345.08,24814.64
491.50,15082.28,24814.64
521.50,14811.13,26056.02
551.50,10917.68,23960.74
581.50,9938.65,20730.38
611.50,8345.27,16566.19
641.50,9419.29,15917.68
672.00,9516.62,17936.08
701.00,9887.61,18518.99
731.50,10051.48,20710.39
762.00,12971.02,23185.18
791.50,13129.53,26635.63
822.00,14645.55,27328.95
852.50,16819.70,30634.39
882.50,16875.84,29735.53
912.50,14666.99,28081.18
942.50,16581.45,27721.27
972.50,16496.93,28388.81
1001.50,17106.74,27694.35
1031.50,17360.09,27267.24
1062.50,18948.63,28115.95
1092.50,17548.29,27672.50
1122.50,6468.35,9001.19
1152.50,369.83,946.92
1182.50,369.83,946.92
1212.00,369.83,946.92
1241.00,369.83,946.92
1271.50,369.83,946.92
1302.00,369.83,946.92
1332.00,369.83,946.92
1362.50,369.83,946.92
1392.50,369.83,946.92
1422.00,369.83,946.92
1452.00,369.83,946.92
1482.50,369.83,946.92
1512.50,369.83,946.92
1542.50,369.83,946.92
1572.50,369.83,946.92
1602.50,369.83,946.92
1632.50,369.83,946.92
1662.50,369.83,946.92
