Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,18.97,15.22,15.21,16.14,18.81,25.46,8.16,12.39,8.02,6.18
9.50,19.26,15.97,16.64,9.20,22.83,32.26,7.40,12.79,8.28,5.40
33.50,22.21,18.62,22.51,14.70,28.17,40.36,10.11,16.09,11.97,11.15
63.50,27.75,24.33,26.02,20.09,37.32,51.44,14.50,21.19,18.78,20.76
93.50,27.75,33.53,32.29,27.81,46.10,61.04,19.38,26.67,24.84,27.51
123.50,36.13,39.97,39.84,34.62,54.75,69.94,24.84,30.25,28.71,31.68
153.50,24.59,47.01,49.84,47.07,65.40,86.16,25.64,30.25,28.71,29.01
183.50,25.82,46.36,49.35,46.84,65.97,91.15,31.98,34.28,23.31,24.48
213.50,28.88,44.20,46.92,45.53,65.69,87.71,30.55,33.10,19.95,20.72
243.50,30.65,43.17,44.61,45.54,59.57,80.90,29.12,31.68,19.95,19.46
273.50,31.91,39.65,40.94,39.35,62.96,83.80,29.04,31.95,19.40,20.79
303.50,32.40,44.14,44.55,44.69,64.97,87.13,30.09,32.36,20.02,22.08
333.50,32.40,46.76,48.50,48.54,66.36,88.69,31.29,33.69,20.96,22.02
363.50,34.36,46.94,48.21,48.09,66.43,89.73,32.70,33.98,21.15,24.52
393.50,33.70,45.19,47.35,45.25,65.69,87.51,32.70,33.98,21.15,24.26
423.50,32.47,44.02,46.48,46.16,64.54,87.51,28.26,32.06,24.99,22.64
453.50,34.97,47.50,48.91,47.22,65.20,87.89,29.83,33.79,27.26,27.12
483.50,35.84,48.50,49.65,49.71,67.46,89.87,31.70,34.53,28.98,28.84
513.50,35.06,42.94,44.11,42.85,66.80,90.29,29.42,32.90,26.49,22.33
543.50,33.99,45.99,47.94,45.35,66.89,88.83,29.84,32.26,25.70,17.86
573.50,33.99,47.60,48.70,46.88,66.47,90.47,28.86,31.85,24.70,20.17
603.50,34.91,47.47,49.00,48.53,67.94,91.37,29.57,32.31,26.43,24.42
633.50,35.22,46.59,48.74,48.30,67.59,90.85,29.51,32.31,26.43,24.63
663.50,34.03,45.80,49.44,46.69,67.14,90.50,28.25,30.93,24.16,22.75
693.50,32.43,44.87,47.41,46.19,67.18,90.45,27.54,31.39,25.61,24.30
723.50,31.70,45.16,48.51,46.17,65.88,89.20,28.67,32.16,26.84,24.54
752.00,31.41,39.98,43.33,41.37,67.14,91.59,27.67,32.31,25.61,25.24
782.00,33.20,45.87,47.63,46.15,67.77,93.11,28.39,32.45,26.96,24.89
812.50,33.15,47.64,51.08,51.04,69.94,93.98,30.62,34.04,27.80,24.40
842.50,36.20,51.90,52.89,53.39,71.47,97.72,32.79,36.19,29.40,21.52
872.50,38.41,53.74,55.31,54.64,72.94,100.49,32.87,36.19,29.40,24.20
902.50,37.67,55.00,56.96,55.08,74.24,100.79,35.82,37.23,27.48,28.69
932.50,37.75,54.38,57.58,56.10,73.87,100.64,36.77,37.73,28.68,29.83
962.50,36.29,53.58,57.23,53.82,73.17,99.70,35.84,38.63,29.16,28.46
993.50,34.47,49.57,52.61,50.93,71.70,100.87,35.20,37.18,28.11,27.27
1023.50,34.31,53.14,55.49,53.96,74.67,101.37,35.84,38.19,29.18,30.98
1053.50,34.31,54.66,57.44,54.27,74.66,101.39,37.27,38.72,30.14,30.51
1083.50,34.82,55.67,58.34,56.29,75.76,101.16,36.35,39.25,29.48,27.45
1113.50,34.69,55.12,58.07,55.90,74.02,101.16,36.44,39.25,29.48,26.18
1143.50,35.47,55.47,56.94,56.61,75.44,101.78,35.33,36.70,26.99,26.62
