Time,South Central Fans,North Central Fans
s,C,C
0.00,10.76,11.45
2.50,10.76,11.45
19.50,10.76,11.45
49.50,10.76,11.45
79.50,10.76,11.45
109.00,10.76,11.45
138.00,10.76,11.45
168.00,13.70,11.45
199.00,20.23,11.45
229.50,21.28,11.45
259.50,23.10,11.45
289.50,25.02,11.45
319.50,26.54,11.48
349.50,27.52,11.48
379.50,28.26,11.48
409.50,29.10,11.48
439.50,29.38,11.48
469.50,29.91,11.48
499.50,30.07,11.48
529.50,30.24,11.48
559.50,30.86,11.48
589.50,31.39,11.48
619.50,31.51,11.48
649.50,32.14,11.48
679.50,32.90,11.48
709.50,32.84,11.48
739.50,33.65,11.48
768.50,34.01,11.48
798.50,33.90,11.48
829.50,33.70,11.48
859.50,33.94,11.48
889.50,34.62,11.48
919.50,34.68,11.48
949.50,34.62,11.48
979.50,35.06,11.52
1009.50,34.90,11.52
1039.50,35.64,12.07
1068.50,35.76,12.07
1098.39,35.99,12.07
1129.50,36.17,12.14
1159.50,36.44,12.25
1189.50,36.63,12.30
1219.50,36.38,12.30
1249.50,36.73,12.40
1279.50,36.86,12.40
1309.50,37.08,12.40
1339.50,37.32,12.40
1369.50,37.78,12.40
1398.00,38.00,12.40
1428.00,38.05,12.40
1459.00,38.08,12.47
1488.00,38.47,12.47
1518.00,38.82,12.47
1548.50,39.24,12.55
1579.00,40.48,12.55
1609.50,40.91,12.55
1639.50,40.69,12.55
1669.50,40.54,12.55
1698.50,40.77,12.55
1727.50,40.74,12.55
1758.50,40.79,12.55
1789.50,40.98,12.55
1819.50,41.25,12.55
1849.50,41.46,12.55
1879.50,41.58,12.55
1908.00,41.47,12.55
1938.00,41.56,12.55
1969.50,41.77,12.55
1999.50,41.96,12.55
2029.50,42.69,12.55
2059.50,42.83,12.55
2089.50,42.87,12.55
2119.50,42.73,12.55
2149.50,42.64,12.55
2179.50,42.34,12.55
2209.50,41.43,12.55
2237.50,40.42,12.55
2267.50,38.68,12.55
2299.50,37.39,12.55
2329.50,35.15,12.55
2359.50,33.14,12.55
2389.50,31.59,12.55
2419.50,30.45,12.55
2449.50,29.73,12.55
2479.50,29.09,12.55
