Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-2.77,-0.35
2.00,-2.77,0.02
18.50,-2.29,0.02
48.50,-2.80,-0.46
78.50,-2.30,-0.27
108.50,-2.78,-0.09
138.50,-32.17,-20.35
168.50,-125.27,-109.35
198.50,-148.57,-144.38
228.50,-148.33,-146.64
258.50,-149.61,-147.05
288.50,-149.81,-146.20
318.50,-149.95,-145.90
348.50,-149.16,-145.69
378.50,-149.00,-144.75
408.50,-150.17,-144.24
438.50,-150.63,-144.59
466.50,-150.47,-144.27
496.00,-150.61,-145.24
528.00,-150.31,-144.22
558.50,-149.79,-145.03
588.50,-150.80,-143.08
618.50,-150.88,-146.51
648.50,-151.18,-147.23
678.50,-151.31,-145.14
708.50,-151.11,-146.83
738.50,-150.88,-144.52
766.50,-151.94,-145.56
796.50,-151.28,-146.18
828.50,-151.28,-146.08
858.50,-150.97,-146.63
887.50,-151.32,-147.86
916.50,-152.03,-147.19
946.50,-151.68,-146.35
977.50,-151.57,-145.31
1008.50,-150.21,-145.73
1038.50,-148.31,-145.70
1068.50,-147.10,-146.71
1097.00,-147.17,-145.78
1127.00,-146.54,-145.65
1158.50,-146.38,-146.81
1187.50,-146.57,-147.82
1217.00,-145.98,-147.99
1248.00,-145.14,-145.61
1278.00,-145.09,-147.61
1308.00,-144.17,-146.42
1338.50,-145.12,-146.44
1368.50,-145.20,-146.97
1398.00,-146.85,-146.55
1427.50,-145.92,-147.94
1458.00,-145.77,-146.47
1488.50,-145.27,-147.32
1518.50,-146.00,-147.74
1548.00,-145.68,-148.22
