Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,209.79,205.78
11.00,-42.03,-1101.18
36.50,8443.51,8694.14
66.50,18531.12,19110.90
96.50,18474.40,19038.18
126.50,13261.49,14098.50
156.50,8031.67,8223.68
186.50,11516.58,11877.00
216.50,12784.25,13514.38
246.50,11278.47,15935.08
276.50,15495.52,22004.69
306.50,22598.44,31637.41
336.50,21798.87,28902.53
366.50,22128.03,28904.05
396.50,19518.03,26110.83
426.50,16580.24,23430.68
456.50,17387.67,24207.42
486.50,15969.78,22206.42
516.50,14844.60,20658.88
546.50,15475.64,21434.63
575.50,12388.47,17249.43
605.50,3748.44,5309.63
636.00,5506.61,7983.67
666.00,7974.09,11505.36
696.50,9894.59,14676.21
726.50,14317.20,21315.57
756.50,16380.55,24086.52
786.50,16135.15,23673.36
816.50,14371.28,21613.91
846.50,9654.60,14401.82
876.50,6666.44,9661.99
905.00,7182.50,10381.55
935.00,9782.56,13768.20
966.50,12947.40,19185.87
996.50,14795.16,21854.40
1026.50,15148.82,22545.38
1056.50,11934.95,17966.34
1086.50,9362.55,14087.55
1116.50,9435.40,13557.65
1146.50,9899.75,14274.32
1175.00,11605.97,16880.59
1205.00,12745.47,18598.31
1236.50,14279.83,20499.14
1266.50,12806.95,18854.37
1296.50,11275.19,16572.10
1326.50,10063.45,14892.23
1356.50,9828.28,14264.92
1386.50,10301.10,15243.84
1416.50,12303.97,18152.62
1445.00,12958.08,18682.27
1475.00,12980.18,18722.37
1506.50,9958.82,14400.64
1536.50,7711.53,11089.40
1566.50,8733.52,12709.93
1596.50,9921.39,14250.70
1626.50,11564.95,16754.27
1656.50,13136.65,18895.36
1686.50,13607.74,19241.25
1716.50,12926.41,18672.41
1746.50,13260.84,19018.92
1776.50,13194.75,18965.60
1806.50,13674.54,19927.85
1834.50,13803.60,20081.85
1864.00,13623.75,19536.07
1894.00,12556.03,17844.28
1922.50,13936.92,19604.21
1951.50,14860.58,21500.84
1982.00,13870.20,20108.41
2013.50,12371.76,17690.38
2044.00,13175.61,18610.66
2074.50,13091.27,18888.61
2105.50,13551.80,18964.63
2135.00,14506.88,19430.94
2164.00,15087.68,19784.61
2195.00,13020.54,16909.04
2225.50,2289.23,2743.48
2255.00,373.05,412.53
2284.00,373.05,412.53
2313.00,373.05,412.53
2344.50,373.05,412.53
2376.50,373.05,412.53
2406.50,373.05,412.53
2436.50,373.05,412.53
2465.00,373.05,412.53
2494.50,373.05,412.53
2524.50,373.05,412.53
2555.00,373.05,412.53
