Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,2e-06,7.1e-05,0.0,2.3e-05,0.0,1.8e-05,0.0,0.0,0.000494,0.000107,0.0,0.000112,0.000229,0.0,0.0,0.0,0.0,6.1e-05,0.00063,3e-06
6.5,2e-06,5.7e-05,0.0,2.3e-05,0.0,1.8e-05,0.0,0.0,0.000494,9.5e-05,0.0,0.000112,0.00023,0.0,0.0,0.0,0.0,0.000165,0.000264,3e-06
27.5,2e-06,4e-05,0.0,2.3e-05,0.0,1.8e-05,0.0,0.0,0.000494,8.9e-05,0.0,0.000111,0.000248,0.0,0.0,0.0,0.0,0.000298,0.000359,3e-06
57.5,2e-06,5.3e-05,0.0,2.3e-05,0.0,1.8e-05,0.0,0.0,0.000494,7.9e-05,0.0,0.000119,0.000235,0.0,0.0,0.0,0.0,8.2e-05,0.000213,3e-06
87.5,2e-06,4.4e-05,0.0,2.3e-05,0.0,1.8e-05,0.0,0.0,0.000453,7.2e-05,0.0,9e-05,0.000303,0.0,0.0,0.0,0.0,8.2e-05,0.001418,3e-06
117.5,2e-06,7.5e-05,0.0,2.3e-05,0.0,1.8e-05,0.0,0.0,0.000496,8.8e-05,0.0,0.000247,0.000766,0.0,0.0,0.0,0.0,0.000347,0.000559,3e-06
146.5,2e-06,6.4e-05,0.0,2.3e-05,0.0,1.8e-05,0.0,0.0,0.000449,0.000389,0.0,0.000585,0.001536,0.0,0.0,0.0,0.0,0.000248,0.000241,6e-06
176.5,2e-06,5.3e-05,0.0,2.3e-05,0.0,1.8e-05,0.0,0.0,0.000623,0.000647,0.0,0.000797,0.001775,0.0,0.000316,0.0,0.0,0.000248,0.000541,2e-06
205.5,2e-06,4.6e-05,0.0,2.3e-05,0.0,0.000457,0.000351,0.0,0.000799,0.000672,0.0,0.00083,0.002082,0.0,0.000469,0.0,0.0,0.000248,0.000756,2e-06
235.0,2e-06,7.6e-05,0.000302,2.3e-05,0.0,0.001439,0.000909,0.0,0.000868,0.000715,0.0,0.000893,0.002212,0.0,0.0005,0.0,0.0,0.000248,0.000756,2e-06
266.0,2e-06,3.6e-05,0.000898,0.000511,0.0,0.001786,0.001064,0.0,0.000868,0.000718,0.0,0.000928,0.002148,0.0,0.000524,0.0,0.0,0.000365,0.000876,2e-06
295.5,2e-06,4.7e-05,0.000965,0.000632,0.0,0.001846,0.001155,0.0,0.000868,0.000666,0.0,0.000936,0.002183,0.0,0.000533,0.0,0.0,2.5e-05,0.000416,4e-06
325.0,0.000112,0.000265,0.000986,0.000592,0.0,0.001918,0.001179,0.0,0.000868,0.000625,0.0,0.000908,0.002131,0.0,0.000474,0.0,0.0,6.3e-05,0.00203,4e-06
354.5,0.000868,0.001168,0.000997,0.000583,0.0,0.001946,0.001146,0.0,0.000868,0.000709,0.0,0.000971,0.002184,0.0,0.000408,0.0,0.0,0.000183,0.0,4e-06
385.5,0.001157,0.001348,0.001038,0.000543,0.0,0.002002,0.001005,0.0,0.000913,0.000771,0.0,0.001027,0.002281,0.0,0.000361,0.0,0.0,0.000382,0.000805,4e-06
416.0,0.001537,0.001406,0.001077,0.000587,0.0,0.002048,0.001193,0.0,0.000869,0.000752,0.0,0.001061,0.002283,0.0,0.00072,0.0,0.0,5.4e-05,0.000388,4e-06
446.5,0.001735,0.001482,0.001047,0.000591,2e-06,0.002029,0.001199,0.0,0.000869,0.000733,0.0,0.001065,0.002449,0.0,0.001011,0.0,0.0,0.000177,0.000388,4e-06
477.5,0.001771,0.001488,0.00102,0.00064,2e-06,0.002006,0.001225,0.0,0.000869,0.000729,0.0,0.001016,0.0026,0.0,0.001029,0.0,0.0,0.000197,0.000601,4e-06
507.0,0.001802,0.001498,0.000997,0.000582,3e-06,0.00198,0.001187,0.0,0.000846,0.000751,0.0,0.001045,0.002689,0.0,0.001057,0.0,0.0,0.000104,0.000601,4e-06
537.0,0.001781,0.001506,0.001031,0.000602,1.8e-05,0.00201,0.001236,0.0,0.000838,0.000791,0.0,0.001045,0.002733,0.0,0.001052,0.0,0.0,0.000235,0.000496,4e-06
567.5,0.001775,0.001493,0.001056,0.00059,4.7e-05,0.002018,0.001213,0.0,0.000872,0.00083,0.0,0.001051,0.002737,0.0,0.001048,0.0,0.0,0.000448,0.000305,4e-06
597.5,0.001773,0.001491,0.001105,0.000632,7.2e-05,0.002058,0.001218,0.0,0.000872,0.000841,0.0,0.001061,0.002735,0.0,0.001066,0.0,0.0,0.000201,9.3e-05,4e-06
627.5,0.001775,0.001541,0.001116,0.000635,8.8e-05,0.002091,0.001253,0.0,0.00087,0.00091,0.0,0.001085,0.002727,0.0,0.001029,0.0,0.0,0.000205,0.000214,4e-06
657.5,0.001817,0.001579,0.001142,0.000684,0.000101,0.002086,0.001373,0.0,0.00087,0.000907,0.0,0.001097,0.002723,0.0,0.001058,0.0,0.0,0.000118,0.000214,4e-06
687.5,0.001841,0.00157,0.001184,0.000722,0.000107,0.002186,0.001466,0.0,0.00087,0.000945,0.0,0.001117,0.00246,0.0,0.001119,0.0,0.0,0.000227,0.002378,4e-06
717.5,0.0019,0.001631,0.001177,0.000719,0.000114,0.002227,0.001503,1e-05,0.00087,0.000947,1e-05,0.001099,0.002058,0.0,0.001086,0.0,0.0,0.000216,0.00067,4e-06
747.5,0.001967,0.00165,0.001227,0.000778,0.000122,0.002217,0.001534,2.2e-05,0.000934,0.000981,1e-05,0.001105,0.001699,0.0,0.000991,0.0,0.0,7.9e-05,0.00067,4e-06
777.5,0.002005,0.001691,0.001203,0.000789,0.000126,0.002218,0.001566,3.9e-05,0.000934,0.000978,2.1e-05,0.001092,0.001381,0.0,0.000562,0.0,0.0,7.9e-05,0.00067,4e-06
807.5,0.002029,0.001704,0.001236,0.000825,0.000132,0.002206,0.001572,4.8e-05,0.000934,0.000979,2.7e-05,0.0011,0.001288,0.0,5.9e-05,0.0,0.0,0.000102,0.00067,4e-06
837.5,0.002124,0.001745,0.001219,0.0008,0.000138,0.002157,0.001555,6.1e-05,0.000978,0.001004,3.3e-05,0.001098,0.000945,0.0,5.9e-05,0.0,0.0,5.3e-05,0.00067,4e-06
867.5,0.002184,0.001743,0.001224,0.000834,0.000144,0.0022,0.001597,7.5e-05,0.000978,0.000978,4.4e-05,0.001101,0.000885,0.0,5.9e-05,0.0,0.0,0.000102,0.00054,4e-06
897.5,0.002208,0.001772,0.001223,0.00083,0.00015,0.002147,0.00161,7.6e-05,0.000978,0.000983,5.2e-05,0.001089,0.000861,0.0,5.9e-05,0.0,0.0,5.1e-05,0.00054,4e-06
927.5,0.002276,0.001787,0.001206,0.000818,0.000155,0.002197,0.00159,8.1e-05,0.000978,0.000978,5.8e-05,0.001092,0.000732,0.0,5.9e-05,0.0,0.0,5.8e-05,6.1e-05,4e-06
957.5,0.002289,0.00178,0.001203,0.000847,0.000161,0.002154,0.001571,8.8e-05,0.001012,0.000993,5.8e-05,0.001066,0.000704,0.0,5.9e-05,0.0,0.0,0.000133,0.000964,4e-06
987.5,0.002304,0.001817,0.001199,0.000855,0.000163,0.002119,0.001536,9.2e-05,0.001012,0.000992,6.6e-05,0.001095,0.000719,0.0,5.9e-05,0.0,0.0,0.00012,5.6e-05,4e-06
1017.5,0.002311,0.001833,0.001192,0.000868,0.00017,0.002049,0.001531,9.9e-05,0.001012,0.000981,6.6e-05,0.001071,0.000528,0.0,5.9e-05,0.0,0.0,6.2e-05,5.6e-05,4e-06
1047.5,0.002352,0.001801,0.001193,0.000848,0.000173,0.002043,0.001601,0.000106,0.001012,0.000952,7.6e-05,0.001058,0.000449,0.0,5.9e-05,0.0,0.0,9.7e-05,0.00015,4e-06
1077.5,0.002342,0.001846,0.001189,0.000879,0.000175,0.002072,0.001553,0.000106,0.001012,0.000954,7.4e-05,0.001054,0.000361,0.0,5.9e-05,0.0,0.0,6.8e-05,0.002207,4e-06
1107.5,0.002366,0.001825,0.001178,0.000841,0.000176,0.002097,0.001556,0.000113,0.001012,0.000963,8e-05,0.001043,0.000352,0.0,5.9e-05,0.0,0.0,4.4e-05,0.002207,4e-06
1137.5,0.002335,0.001843,0.001173,0.000847,0.000177,0.002066,0.001536,0.000119,0.001012,0.00096,8.2e-05,0.001022,0.000318,0.0,5.9e-05,0.0,0.0,0.000236,0.001524,4e-06
1167.5,0.002323,0.001816,0.001153,0.000802,0.000178,0.002053,0.001539,0.000119,0.001012,0.001003,8.1e-05,0.001001,0.000303,0.0,5.9e-05,0.0,0.0,7e-05,0.001702,4e-06
1197.5,0.002328,0.001835,0.001134,0.000848,0.00018,0.002033,0.001518,0.000128,0.001012,0.000979,8.2e-05,0.000962,0.000287,0.0,5.9e-05,0.0,0.0,0.000102,0.000753,4e-06
1227.5,0.002295,0.001839,0.001135,0.000808,0.00018,0.002002,0.001574,0.000127,0.001012,0.000941,8.3e-05,0.000965,0.000301,0.0,5.9e-05,0.0,0.0,0.000125,0.000334,4e-06
1257.5,0.002303,0.001851,0.001126,0.00081,0.000181,0.002015,0.001538,0.000129,0.001012,0.000928,8.6e-05,0.000963,0.000306,0.0,5.9e-05,0.0,0.0,0.000136,0.000906,4e-06
1287.5,0.002278,0.00181,0.001115,0.000819,0.000179,0.001975,0.001565,0.000127,0.001012,0.000917,9.2e-05,0.000995,0.000318,0.0,5.9e-05,0.0,0.0,0.00014,0.000906,4e-06
1317.5,0.002241,0.001798,0.001102,0.000798,0.000179,0.001973,0.001536,0.000128,0.000995,0.000942,9.1e-05,0.001007,0.000274,0.0,5.9e-05,0.0,0.0,0.000116,0.000906,3e-06
1347.5,0.00224,0.001816,0.001099,0.000806,0.000176,0.001974,0.001507,0.000133,0.000995,0.000945,9.1e-05,0.001006,0.000292,0.0,5.9e-05,0.0,0.0,3e-05,0.000906,3e-06
1377.5,0.00222,0.00182,0.001112,0.000822,0.000177,0.001994,0.001574,0.000129,0.001004,0.000929,8.8e-05,0.000971,0.000316,0.0,5.9e-05,0.0,0.0,9.6e-05,0.00084,3e-06
1407.5,0.002225,0.001817,0.001121,0.000818,0.000177,0.001981,0.001547,0.000131,0.001004,0.000938,9.1e-05,0.000834,0.000287,0.0,5.9e-05,0.0,0.0,4.9e-05,0.001339,3e-06
1437.5,0.002223,0.001813,0.001094,0.000799,0.000175,0.002006,0.001548,0.00013,0.001004,0.000913,9.1e-05,0.000749,0.000289,0.0,5.9e-05,0.0,0.0,0.000113,0.000476,3e-06
1467.5,0.002202,0.001837,0.001089,0.000791,0.000174,0.001986,0.001578,0.000131,0.000938,0.000919,8.9e-05,0.000644,0.000273,0.0,5.9e-05,0.0,0.0,0.000217,3.6e-05,3e-06
1497.5,0.002182,0.001808,0.001094,0.000805,0.000174,0.001996,0.001516,0.000131,0.000938,0.000931,9.4e-05,0.000639,0.000296,0.0,5.9e-05,0.0,0.0,0.000198,3.6e-05,3e-06
1527.5,0.00218,0.001828,0.001083,0.000801,0.000174,0.001998,0.00155,0.000131,0.000896,0.000924,9e-05,0.00059,0.000281,0.0,5.9e-05,0.0,0.0,0.000268,0.000494,3e-06
1556.0,0.002202,0.001819,0.001088,0.000782,0.000169,0.001974,0.001526,0.000132,0.000896,0.000908,8.4e-05,0.000632,0.000283,0.0,5.9e-05,0.0,0.0,0.000268,0.0,3e-06
1586.0,0.002149,0.001802,0.001062,0.000762,0.000169,0.001946,0.001543,0.000131,0.000896,0.00089,7.4e-05,0.000518,0.000268,0.0,5.9e-05,0.0,0.0,8.4e-05,0.0,3e-06
1617.5,0.002139,0.001787,0.001088,0.000787,0.000168,0.001952,0.001531,0.000131,0.000856,0.000871,7.7e-05,0.000148,0.000284,0.0,5.9e-05,0.0,0.0,0.000148,0.000414,3e-06
1647.5,0.002156,0.001777,0.001054,0.000779,0.000169,0.001944,0.001554,0.000129,0.000856,0.000868,7.9e-05,8.6e-05,0.000283,0.0,5.9e-05,0.0,0.0,0.000632,0.000601,3e-06
1677.5,0.002109,0.001777,0.001052,0.000751,0.000169,0.001921,0.001546,0.000127,0.00081,0.000835,8.4e-05,8.7e-05,0.000298,0.0,5.9e-05,0.0,0.0,0.000235,0.0005,3e-06
1707.5,0.002097,0.001773,0.001052,0.000759,0.000166,0.001918,0.001521,0.000128,0.00081,0.000847,8.5e-05,7.2e-05,0.000284,0.0,5.9e-05,0.0,0.0,0.000252,0.000404,3e-06
