Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,1.33,0.25
1.00,-0.36,-0.29
16.50,-0.02,0.15
46.50,-0.02,-0.23
76.00,-0.05,-0.02
105.50,-0.03,0.01
135.50,-19.59,-10.10
166.00,-108.02,-95.34
196.50,-132.12,-128.95
226.50,-130.79,-131.83
256.50,-130.65,-131.09
286.50,-130.73,-131.79
316.50,-131.36,-132.19
346.50,-131.03,-131.67
376.50,-130.97,-133.23
406.50,-131.71,-131.30
436.50,-131.46,-133.73
466.50,-131.24,-134.41
496.50,-130.62,-132.87
526.50,-130.67,-132.11
555.50,-131.61,-132.02
585.50,-131.20,-130.39
616.50,-131.98,-130.89
646.50,-130.50,-132.78
676.50,-131.84,-134.74
706.50,-131.00,-133.92
736.50,-142.71,-141.26
766.50,-162.31,-154.00
795.50,-167.89,-158.25
824.50,-171.74,-163.54
855.50,-173.27,-170.49
886.50,-174.44,-172.48
916.50,-173.77,-174.14
946.50,-174.38,-174.06
976.50,-173.21,-174.00
1006.50,-174.24,-174.33
1036.50,-174.05,-174.38
1066.50,-172.98,-174.11
1096.50,-172.38,-173.10
1126.50,-173.53,-171.81
1156.50,-173.52,-171.24
1186.50,-173.29,-171.75
1216.00,-173.95,-171.93
1246.00,-172.97,-173.56
1276.50,-173.71,-174.22
1306.50,-173.98,-173.62
1336.50,-173.34,-173.19
1366.50,-174.11,-172.43
1396.50,-173.69,-172.79
1426.50,-173.84,-173.31
1456.50,-173.81,-173.19
1485.50,-174.21,-172.68
1515.50,-173.56,-173.73
1546.50,-172.90,-173.92
1576.50,-171.99,-173.00
1606.50,-172.37,-170.15
1636.50,-173.84,-171.34
1666.50,-173.12,-170.21
1696.50,-173.12,-169.83
1726.50,-173.52,-170.19
1756.50,-173.71,-170.88
1786.50,-174.24,-172.00
1816.50,-174.19,-171.33
1846.50,-174.20,-172.26
1876.50,-174.72,-172.71
1906.00,-175.15,-172.45
1936.00,-173.54,-172.82
1966.50,-174.16,-173.75
1996.50,-174.73,-172.68
2026.50,-174.57,-173.34
2056.50,-175.23,-173.79
2086.50,-174.88,-173.23
2116.50,-174.88,-173.53
2146.50,-174.15,-173.91
2176.50,-173.43,-174.57
2206.50,-174.10,-174.64
2236.50,-175.44,-174.45
2266.50,-173.76,-173.86
2295.50,-175.16,-173.81
2325.50,-174.34,-173.81
2356.50,-173.42,-174.28
2386.50,-173.07,-174.46
2415.00,-173.77,-173.02
2445.00,-175.24,-167.18
2476.50,-174.80,-166.86
2506.50,-174.56,-168.51
2536.50,-174.36,-171.94
2566.50,-173.26,-168.51
