Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.46,0.39
9.50,-1.81,0.27
33.50,-1.71,0.71
63.50,-1.44,0.61
93.50,-1.67,0.61
123.50,0.04,2.01
153.50,56.63,52.57
183.50,119.87,102.54
213.50,121.21,110.62
243.50,120.61,111.85
273.50,121.14,112.28
303.50,122.38,112.08
333.50,123.12,112.08
363.50,121.95,110.20
393.50,125.49,112.13
423.50,120.05,112.19
453.50,125.19,112.67
483.50,120.44,112.24
513.50,122.24,112.31
543.50,123.20,112.39
573.50,120.33,112.39
603.50,124.48,109.57
633.50,125.91,111.73
663.50,123.74,111.59
693.50,123.71,111.67
723.50,120.95,111.93
752.00,119.78,112.12
782.00,120.18,112.51
812.50,120.74,112.51
842.50,125.80,110.25
872.50,123.75,111.94
902.50,125.13,111.84
932.50,123.89,111.67
962.50,121.93,112.08
993.50,121.42,111.84
1023.50,123.57,111.47
1053.50,121.91,111.32
1083.50,123.34,108.58
1113.50,125.62,112.13
1143.50,122.12,111.90
1173.50,125.71,111.63
1203.50,124.68,111.49
1233.50,125.10,111.54
1263.50,122.86,111.93
1293.50,122.05,111.93
1323.50,124.05,109.62
1353.50,122.67,111.92
1382.50,123.44,111.66
1412.00,123.97,112.01
1443.00,127.07,111.85
1473.50,123.86,111.63
1503.50,121.37,111.72
1533.50,121.22,111.72
1563.50,123.99,109.53
1593.50,118.16,110.87
1623.50,120.55,111.57
1653.50,122.75,111.24
1683.50,123.35,112.08
1713.50,124.31,111.40
1743.00,126.66,111.66
1773.00,124.25,111.66
1803.50,125.42,109.27
1820.50,123.97,111.38
