Time,South Central Fans,North Central Fans
s,C,C
0.00,14.47,18.70
5.00,14.47,18.70
24.50,14.47,18.70
54.50,14.47,18.70
84.50,14.47,18.70
114.50,14.47,18.70
144.50,16.56,18.70
174.50,17.64,18.70
204.50,17.64,21.34
234.50,17.64,25.30
264.50,17.69,25.78
294.50,17.69,25.83
324.50,17.69,25.83
354.50,17.69,25.94
384.50,17.69,25.94
414.50,17.69,25.94
444.50,17.69,26.17
474.50,17.69,26.41
504.50,17.69,26.41
534.50,17.69,27.10
564.50,17.69,27.71
594.50,17.69,27.71
624.50,17.69,27.84
654.50,17.92,28.06
684.50,18.08,28.17
714.50,18.08,28.61
743.50,18.08,28.83
773.50,18.08,29.29
805.00,18.08,29.29
835.00,18.08,29.62
865.00,18.08,30.06
895.00,18.08,30.39
925.00,18.14,30.86
955.00,18.14,31.08
985.00,18.14,30.96
1015.00,18.14,31.08
1045.00,18.20,30.96
1075.00,18.20,30.96
1104.50,18.48,30.96
1134.50,18.69,31.07
1164.50,18.69,31.07
1194.50,18.69,31.19
1224.50,18.69,31.41
1254.50,18.69,31.64
1284.50,18.91,31.64
1313.50,18.91,31.66
1343.00,19.12,31.60
1374.00,19.12,31.70
1404.50,19.12,31.67
1434.50,19.12,31.97
1464.50,19.12,32.23
1494.50,19.12,32.35
1524.50,19.12,32.68
1554.50,19.12,32.68
1584.50,19.12,32.59
1614.50,19.12,32.59
1644.50,19.12,32.72
1674.00,19.12,32.94
1704.00,19.12,33.05
1733.50,19.12,33.16
1763.00,19.12,33.16
1793.50,19.12,33.16
1823.00,19.12,33.16
1853.50,19.12,33.16
1884.50,19.34,33.45
1914.50,19.34,33.96
1944.50,19.34,33.92
1974.50,19.34,34.15
2004.50,19.34,34.31
2034.50,19.34,34.31
2064.50,19.34,35.23
2094.50,19.34,35.75
2124.50,19.34,35.86
2154.50,19.34,34.85
2184.50,19.34,33.37
2214.50,19.34,31.86
2244.50,19.34,30.64
2274.50,19.34,29.52
2304.50,19.34,28.94
2334.50,19.34,28.15
2364.50,19.34,27.71
2394.00,19.34,27.27
2424.00,19.34,26.94
2454.50,19.34,26.83
