Time,South Central Fans,North Central Fans
s,C,C
0.00,18.56,20.16
4.00,18.56,20.16
22.50,18.56,20.16
52.50,18.56,20.16
82.50,18.56,20.16
112.50,18.56,20.16
142.50,18.52,19.92
172.50,27.00,19.76
202.00,39.94,19.76
230.50,44.83,19.76
260.50,45.39,19.76
292.00,46.91,19.85
322.50,47.96,19.90
352.50,48.33,19.90
382.00,49.17,19.90
411.50,49.89,19.90
442.00,50.62,20.00
472.50,51.18,20.00
502.50,51.74,20.00
530.50,52.12,20.00
560.50,52.98,20.00
592.00,53.43,20.00
622.00,53.40,20.00
652.50,53.85,20.00
682.50,54.03,20.00
712.00,54.46,20.00
741.00,54.70,20.00
771.00,54.97,20.00
801.50,55.49,20.00
832.00,55.99,20.00
862.50,57.28,20.00
891.00,59.14,20.00
921.00,58.64,20.00
952.50,58.65,20.00
982.00,58.72,20.12
1011.50,58.94,20.12
1042.00,59.01,20.12
1072.50,59.30,20.33
1102.00,59.27,20.33
1130.50,59.66,20.33
1160.50,60.18,20.33
1191.50,60.06,20.33
1222.00,60.71,20.33
1252.50,60.58,20.33
1282.50,60.66,20.33
1312.50,60.94,20.33
1342.50,61.43,20.33
1372.00,61.09,20.33
1402.00,60.99,20.33
1432.00,60.88,20.33
1462.00,60.70,20.33
1492.00,61.07,20.33
1520.50,61.14,20.33
1550.50,61.54,20.33
1581.50,61.70,20.33
1611.50,61.80,20.44
1640.00,62.02,20.55
1667.50,62.29,20.55
1698.50,62.98,20.55
1728.50,63.18,20.55
1759.00,63.27,20.55
1791.50,63.25,20.55
1820.50,63.67,20.55
1851.00,63.59,20.65
1882.50,64.33,20.65
1912.00,64.43,20.65
1941.50,64.46,20.65
1971.50,65.60,20.65
2001.50,63.72,20.65
2031.50,60.65,20.65
2061.50,56.82,20.65
2092.00,53.39,20.65
2122.50,50.54,20.65
2152.00,47.84,20.65
2181.50,45.67,20.65
2212.00,43.70,20.65
2242.50,41.99,20.65
2272.50,40.73,20.65
2301.50,39.77,20.65
2331.00,39.06,20.65
2361.50,38.72,20.65
2391.50,37.92,20.65
2421.50,37.70,20.65
2451.50,37.48,20.65
2481.50,37.15,20.65
