Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,870.14,1036.53
1.00,10612.95,11969.05
16.50,18238.57,20734.43
46.50,28993.30,32284.53
76.50,39913.42,45297.53
106.50,53518.50,60285.43
136.50,49868.69,56007.79
166.50,40298.51,44818.92
196.50,37062.79,41538.14
226.50,29694.32,34336.47
256.50,24069.93,27322.12
286.50,24858.67,28019.34
316.50,33824.21,37528.82
346.50,42197.27,46220.01
376.50,41586.67,45993.73
406.50,42177.73,45689.93
435.50,39876.18,42099.10
465.50,38867.23,42244.41
496.50,40738.79,44717.27
526.50,41993.16,46337.72
555.50,47390.17,52795.08
585.50,40278.36,45366.67
616.00,77032.71,87845.29
645.50,61027.60,69050.27
675.50,51408.29,58425.80
705.50,50271.03,57556.66
735.00,47236.31,54106.45
765.50,49659.09,56880.63
796.50,45221.37,51960.71
826.50,44489.57,51200.29
856.50,45555.05,51950.08
886.50,45659.15,51429.35
916.50,45965.67,51905.37
946.50,46151.04,52058.45
976.50,46128.53,52048.57
1006.50,44465.14,50181.50
1036.50,43855.20,49222.34
1066.50,41135.97,45888.86
1096.50,40733.98,45820.21
1126.50,40234.44,44489.19
1156.50,47577.51,53166.19
1186.50,51458.90,57488.14
1216.50,51979.61,58097.18
1246.50,51518.22,57338.12
1276.50,50401.60,55687.39
1306.50,31289.30,34544.14
1336.50,28434.14,31322.76
1366.50,30127.45,33206.84
1396.50,32826.79,36216.81
1426.50,36160.17,40024.96
1456.50,38436.79,42840.30
1486.50,44220.53,49197.86
1516.50,45908.87,50841.59
1545.50,50697.87,55980.22
1575.50,61813.76,68309.01
1606.50,67204.74,74612.12
1636.50,57180.06,63358.65
1666.50,39551.77,43817.91
1696.50,21777.18,24079.02
1726.50,10895.46,12035.83
1756.50,11259.13,12159.48
1786.50,9593.22,10356.84
1816.50,6707.31,7481.41
1846.50,7393.70,8121.66
1875.50,4027.95,4313.67
1905.00,4027.95,4313.67
1936.00,-180.94,-199.89
1966.50,-180.94,308.52
1996.50,-180.94,308.52
2026.50,-180.94,308.52
2056.50,-180.94,308.52
2086.50,-180.94,308.52
2116.50,-180.94,-212.68
2146.50,-180.94,288.58
