Time,202-T-A2,202-T-B2,202-T-C2,202-T-D2,202-T-E2,202-T-F2,202-T-G2,301-T-A2,301-T-B2,301-T-C2,301-T-D2,301-T-E2,301-T-F2,301-T-G2,301-T-H2,302-T-A2,302-T-B2,302-T-C2,302-T-D2,302-T-E2,302-T-F2,302-T-G2,302-T-H2,303-T-A2,303-T-B2,303-T-C2,303-T-D2,303-T-E2,303-T-F2,303-T-G2,303-T-H2,304-T-A2,304-T-B2,304-T-C2,304-T-D2,304-T-E2,304-T-F2,304-T-G2,304-T-H2,205-T-A2,205-T-B2,205-T-C2,205-T-D2,205-T-E2,205-T-F2,205-T-G2,205-T-H2,305-T-A2,305-T-B2,305-T-C2,305-T-D2,305-T-E2,305-T-F2,305-T-G2,305-T-H2,306-T-A2,306-T-B2,306-T-C2,306-T-D2,306-T-E2,306-T-F2,306-T-G2,306-T-H2,307-T-A2,307-T-B2,307-T-C2,307-T-D2,307-T-E2,307-T-F2,307-T-G2,307-T-H2,207-T-A2,207-T-B2,207-T-C2,207-T-D2,207-T-E2,207-T-F2,207-T-G2,207-T-H2,208-T-A2,208-T-B2,208-T-C2,208-T-D2,208-T-E2,208-T-F2,208-T-G2,208-T-H2,209-T-A2,209-T-B2,209-T-C2,209-T-D2,209-T-E2,209-T-F2,209-T-G2,209-T-H2,211-T-A2,211-T-B2,211-T-C2,211-T-D2,211-T-E2,211-T-F2,211-T-G2,211-T-H2,213-T-A2,213-T-B2,213-T-C2,213-T-D2,213-T-E2,213-T-F2,213-T-G2,213-T-H2,214-T-A2,214-T-B2,214-T-C2,214-T-D2,214-T-E2,214-T-F2,214-T-G2
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.0,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,5,5,7,7,6,6,6,6,6,6,5,7,8,6,8,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
7.0,6,6,7,6,6,6,6,7,7,8,9,10,10,10,11,8,9,10,10,11,11,11,11,12,12,12,11,11,9,8,8,9,17,22,9,8,7,7,7,6,7,9,9,9,8,8,8,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
27.0,9,9,11,10,11,11,9,10,10,12,14,15,15,16,17,12,14,15,17,18,19,19,18,18,18,19,20,17,13,11,9,12,30,36,15,10,8,9,10,6,8,12,13,13,12,12,11,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
57.0,12,12,15,15,16,16,13,13,14,15,18,18,18,19,19,12,14,18,19,21,19,20,19,20,19,21,21,17,15,11,8,13,35,40,17,10,8,11,10,6,10,12,16,16,14,15,13,6,5,5,5,5,7,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
88.5,14,14,15,16,16,17,16,14,14,15,18,19,20,19,21,15,17,18,19,21,22,21,21,20,20,23,23,19,16,12,10,15,39,43,16,10,10,11,11,6,10,12,17,18,14,16,15,6,5,5,5,5,7,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
117.5,14,14,17,16,16,17,16,14,14,17,19,19,20,20,20,15,17,20,21,23,23,23,21,20,20,23,23,20,16,13,11,17,40,42,21,10,10,12,11,6,10,14,17,18,16,18,15,6,5,5,5,5,7,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
147.5,15,16,17,17,18,19,17,14,16,17,19,19,20,22,20,16,18,20,20,22,23,22,22,21,21,23,23,20,17,14,12,17,41,43,20,7,10,12,11,6,10,14,17,20,16,18,15,6,5,5,5,5,7,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
178.5,15,16,17,17,18,19,17,14,16,17,19,19,21,22,23,16,18,20,20,23,24,24,24,21,21,23,23,21,17,13,11,18,40,47,21,8,10,12,11,6,10,14,18,20,16,19,16,6,5,5,5,5,7,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
208.5,15,16,18,17,20,19,18,16,16,17,19,21,21,24,24,16,18,21,23,23,25,26,26,20,22,24,25,24,19,15,12,18,41,51,22,10,11,12,11,6,11,14,18,20,16,19,16,6,5,5,5,5,7,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0
