Time,South Central Fans,North Central Fans
s,C,C
0.00,21.62,20.49
3.50,21.62,20.49
21.50,21.62,20.49
51.50,21.62,20.49
81.50,21.62,20.49
111.50,21.62,20.49
141.50,23.76,20.49
171.50,24.12,20.26
201.50,24.45,19.96
231.50,24.56,23.82
261.50,24.56,24.42
291.50,24.56,24.53
321.50,24.56,24.53
351.50,24.56,25.26
381.50,24.56,25.88
411.50,24.56,25.88
441.50,24.56,26.39
471.50,24.56,26.50
501.50,24.56,26.79
531.50,24.56,27.24
561.50,24.56,27.76
591.50,24.56,27.87
621.50,24.56,27.87
651.50,24.56,27.98
681.50,24.71,28.09
711.50,24.82,28.09
741.50,24.82,28.09
771.50,24.82,28.09
801.50,24.98,28.09
831.50,24.98,28.20
861.50,24.98,28.31
891.50,24.98,28.64
921.50,24.98,28.75
951.50,24.98,28.97
981.50,24.98,28.97
1011.50,24.98,28.97
1041.50,24.98,29.30
1071.50,25.09,29.53
1100.50,25.09,29.53
1130.00,24.98,29.53
1161.00,24.87,29.75
1191.50,24.87,30.19
1221.50,24.87,30.30
1251.50,24.87,30.40
1281.50,24.87,30.62
1311.50,24.87,30.62
1341.50,24.87,30.73
1371.50,24.87,30.85
1401.50,24.87,30.85
1431.50,24.87,30.85
1461.50,24.87,30.41
1491.50,24.87,29.97
1521.50,24.87,29.21
1551.50,24.87,28.88
1581.50,24.87,28.66
1611.50,24.87,28.33
1641.50,24.87,27.56
1671.50,24.87,27.45
1701.50,24.87,27.23
1731.50,24.87,26.89
1761.50,24.87,26.56
1791.50,24.87,26.33
1820.50,24.87,26.33
1849.50,24.87,26.01
1879.50,24.87,26.01
1910.50,24.87,26.01
1941.50,24.87,25.90
1971.50,24.87,25.79
2001.50,24.87,25.79
2031.50,24.87,25.79
2061.50,24.87,25.57
2091.50,24.87,25.46
2121.00,24.87,25.35
2150.50,24.87,25.24
2180.50,24.87,25.24
2211.00,24.87,25.13
2241.50,24.87,25.13
2271.50,24.87,25.13
2301.50,24.87,25.13
2331.50,24.87,25.13
2361.50,24.87,25.13
2391.50,24.87,25.13
