Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
230.00,40.42,61.37,47.62,17.77,9.07,7.06,7.24,171.13,156.78,131.69,90.83,78.66,29.53,13.43,11.61,212.69,200.89,182.48,148.29,96.58,59.50,35.76,19.25,264.03,242.48,216.09,185.66,144.38,94.45,63.92,49.80,375.31,331.19,281.82,237.13,189.23,98.27,60.49,49.13,315.97,296.78,196.57,129.66,131.53,120.88,159.78,118.46,252.89,156.38,110.72,58.82,45.90,39.89,32.35,26.72,165.54,122.22,73.14,51.19,43.29,38.37,34.05,27.92,111.97,60.89,55.13,44.67,37.72,37.04,32.60,30.65,32.42,38.03,32.72,33.56,32.48,33.78,32.86,32.36,26.58,29.28,26.42,25.78,27.47,27.75,27.65,25.60,16.52,15.85,16.61,17.38,18.73,18.10,18.83,18.35,27.49,26.09,22.46,19.05,14.02,11.28,9.05,8.83,11.23,10.24,10.16,9.59,9.03,7.55,7.69,8.21,8.26,8.21,7.72,7.53,31.28,7.72,6.03
260.50,65.09,91.63,87.96,59.87,24.04,10.86,10.34,176.72,168.69,149.46,119.19,109.38,58.63,34.32,23.05,207.26,197.78,184.31,161.78,116.33,74.81,56.44,39.03,254.26,234.39,213.45,186.98,144.88,93.85,63.99,55.82,353.10,318.88,271.59,229.06,190.70,97.13,60.75,47.54,304.92,273.26,156.64,101.31,96.57,85.05,124.83,92.69,234.00,132.20,93.57,46.89,36.90,34.20,31.01,30.22,146.01,97.88,56.71,40.77,34.36,32.72,30.51,27.22,88.77,43.30,39.64,33.55,29.00,28.97,28.86,27.67,26.24,29.49,25.45,26.53,26.39,27.55,26.81,26.79,20.09,21.36,19.43,19.48,20.33,21.43,21.64,20.32,15.11,13.69,14.38,17.38,16.48,15.88,15.90,15.42,24.56,22.37,18.00,14.60,10.45,9.14,7.64,7.41,9.08,8.01,8.76,7.49,6.90,7.55,7.69,8.21,8.26,8.21,7.72,7.53,34.95,7.72,6.03
290.00,80.84,104.19,102.57,83.44,46.72,27.60,18.01,173.81,166.50,154.06,130.45,119.74,71.54,53.67,38.98,198.35,191.55,183.04,164.97,122.57,76.55,56.77,49.97,234.89,222.65,200.18,175.68,137.85,89.52,58.40,50.70,321.71,300.24,264.04,226.85,183.30,92.49,57.74,44.80,289.76,241.48,124.04,79.08,71.65,62.54,102.21,74.26,187.22,111.38,78.72,36.12,29.54,27.92,25.71,26.00,106.15,72.96,43.33,32.31,26.90,26.82,25.87,24.22,50.13,32.53,29.11,26.52,23.86,23.71,24.47,23.22,20.77,23.49,20.14,20.80,21.23,21.71,21.64,22.32,17.19,17.58,16.52,15.90,16.69,17.58,17.77,16.58,12.94,11.60,12.21,13.78,14.36,13.62,14.40,13.93,20.90,17.91,13.61,9.95,7.62,7.00,6.20,7.41,9.08,8.01,7.33,7.49,6.90,7.55,7.69,8.21,8.26,8.21,7.72,7.53,37.14,7.72,6.03
319.50,89.32,109.93,108.00,91.71,60.78,46.24,32.85,169.20,163.26,153.10,130.92,120.91,73.18,53.67,45.79,191.16,186.21,178.68,159.76,118.61,69.92,53.70,46.92,226.52,209.27,189.88,167.33,130.50,80.53,54.15,46.42,314.72,289.41,251.68,217.53,174.09,85.07,53.68,42.94,271.20,204.38,97.51,63.82,56.11,50.23,90.60,61.35,136.25,95.08,65.88,27.75,23.33,22.90,22.03,22.05,63.06,47.60,31.39,24.60,21.31,21.68,21.27,20.29,22.13,23.80,20.97,20.41,19.48,19.11,20.13,19.61,17.07,18.81,17.30,17.09,17.44,17.39,18.58,18.61,15.00,15.34,14.40,13.74,15.22,15.39,15.65,14.47,10.77,9.48,10.09,11.51,12.22,11.43,12.28,11.82,17.17,14.12,10.01,9.95,7.62,7.00,6.20,5.99,6.95,8.01,7.33,7.49,6.90,7.55,7.69,8.21,8.26,8.21,7.72,7.53,40.04,7.72,6.03
350.00,94.01,113.07,111.13,95.81,66.80,51.96,42.90,163.65,159.26,148.88,126.61,115.09,68.26,54.81,43.83,182.86,178.64,171.43,153.61,110.38,65.38,49.67,43.70,210.48,199.74,180.63,156.84,124.39,79.50,51.54,42.97,296.22,274.66,241.65,204.45,161.13,75.83,51.04,42.94,251.34,173.57,77.77,52.63,49.29,50.23,86.50,52.99,89.45,76.99,53.28,22.06,18.78,19.70,19.06,18.97,32.46,25.29,21.60,18.93,17.59,17.99,18.34,17.32,16.66,21.69,17.96,16.81,16.66,16.94,17.22,17.44,14.92,15.82,15.16,14.94,15.27,15.19,16.34,15.70,13.55,13.15,12.85,12.25,13.07,13.84,13.51,12.98,9.36,9.48,10.09,10.11,10.82,11.43,12.28,11.82,14.05,11.17,7.82,7.02,7.62,7.00,6.20,5.99,6.95,8.01,7.33,7.49,6.90,7.55,7.69,8.21,8.26,8.21,7.72,7.53,42.29,7.72,6.03
379.00,94.01,110.79,109.56,93.73,66.85,51.96,42.90,157.58,153.10,143.15,121.12,111.92,65.25,52.39,43.83,174.46,171.90,164.26,148.31,105.91,61.28,47.25,43.70,208.69,190.37,170.67,150.26,116.33,76.00,49.70,41.49,293.08,268.09,238.46,197.82,158.17,74.43,51.04,42.94,228.42,152.06,64.79,47.90,49.29,48.88,88.88,47.26,50.85,59.93,44.31,19.03,16.56,18.30,16.84,18.97,18.04,17.11,17.20,16.05,15.39,15.85,16.92,15.91,14.47,21.69,16.49,14.68,15.27,15.47,15.75,15.99,13.48,14.43,13.03,13.51,13.87,13.79,14.25,13.55,12.11,13.15,11.46,10.85,13.07,12.40,13.51,11.57,9.36,8.06,8.69,10.11,10.82,9.99,10.14,9.67,10.89,8.20,7.82,7.02,7.62,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,7.53,42.96,7.72,6.03
408.50,93.31,107.51,105.47,90.85,65.44,51.24,42.90,154.05,151.59,140.26,117.43,105.09,63.56,52.39,43.83,178.30,175.66,166.21,147.72,104.40,61.51,47.25,41.49,217.56,199.47,173.36,150.89,116.70,74.97,48.95,41.75,307.11,274.86,242.04,205.25,164.78,76.09,49.60,42.94,225.67,141.25,59.77,47.90,52.28,51.63,92.40,42.99,63.17,61.12,38.81,16.81,15.16,16.81,15.44,16.75,15.19,14.83,15.01,13.90,13.97,14.45,15.42,14.47,13.02,20.27,14.35,13.24,13.84,14.05,14.30,14.58,12.03,13.01,13.03,12.09,12.45,12.35,12.83,13.55,12.11,11.03,11.46,10.85,10.93,10.95,11.41,11.57,7.91,8.06,8.69,8.70,9.41,9.99,10.14,9.67,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,7.53,41.10,7.72,6.03
439.50,91.71,104.11,101.05,88.32,63.78,51.24,42.34,157.35,154.18,143.31,118.21,105.54,61.71,50.97,43.83,184.13,179.64,169.97,150.29,104.26,59.42,45.84,40.05,220.08,203.13,176.85,153.27,114.23,74.49,48.58,41.75,305.31,285.92,247.88,207.66,158.10,75.38,49.60,42.94,230.25,143.18,59.77,50.14,56.78,55.55,96.49,42.99,94.77,67.29,35.90,16.81,15.16,15.39,15.44,15.34,13.78,13.44,13.62,13.90,12.58,13.03,14.00,13.02,11.61,20.27,14.35,13.24,13.84,12.65,12.88,13.17,12.03,11.59,11.56,12.09,12.45,12.35,12.83,12.07,10.66,11.03,9.99,10.85,10.93,10.95,11.41,10.16,7.91,8.06,8.69,8.70,9.41,9.99,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,7.53,41.16,7.72,6.03
469.50,91.71,105.35,101.98,88.32,62.85,51.24,42.34,159.64,154.18,143.31,119.86,105.54,61.71,49.25,41.75,183.90,182.33,173.92,151.66,102.27,58.20,45.84,38.58,224.67,204.23,178.19,152.10,113.12,72.57,46.91,38.72,312.46,284.48,250.67,208.07,161.60,75.03,49.60,42.94,231.56,141.15,61.96,53.08,61.38,59.94,101.71,40.72,108.04,67.99,33.74,16.81,15.16,15.39,15.44,15.34,12.30,12.04,12.22,12.50,12.58,13.03,12.58,13.02,11.61,20.27,12.25,11.84,12.45,12.65,12.88,13.17,12.03,11.59,11.56,10.67,10.98,12.35,11.43,12.07,10.66,11.03,9.99,9.45,10.93,10.95,11.41,10.16,7.91,8.06,8.69,8.70,9.41,8.55,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,6.25,44.84,7.72,6.03
499.50,91.71,105.35,101.09,88.32,62.85,49.82,42.34,157.39,156.73,145.96,119.86,105.54,59.34,49.25,41.75,183.76,180.67,171.12,151.40,101.50,58.00,44.11,38.58,221.03,204.31,179.48,153.47,110.53,69.68,46.36,36.47,312.09,286.55,249.39,206.95,163.84,73.97,48.12,44.42,234.25,141.64,65.03,56.74,65.89,63.80,105.82,40.72,110.16,67.99,31.61,15.32,13.77,15.39,14.05,15.34,12.30,12.04,12.22,12.50,12.58,11.61,12.58,13.02,10.16,20.27,12.25,11.84,12.45,11.26,12.88,11.76,10.62,11.59,11.56,10.67,10.98,10.93,11.43,12.07,10.66,9.63,9.99,9.45,10.93,10.95,9.99,10.16,7.91,8.06,7.26,8.70,9.41,8.55,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,6.25,47.08,7.72,6.03
530.00,93.58,103.96,100.23,85.68,60.90,49.82,40.90,159.33,155.97,145.96,119.86,105.54,57.87,47.75,40.31,186.73,182.12,172.12,152.68,100.17,58.00,44.11,37.04,230.23,211.22,179.71,151.82,112.20,71.93,46.49,35.24,319.43,293.75,252.06,208.27,160.71,71.43,46.72,42.90,236.45,145.47,68.74,60.67,71.79,68.02,108.95,40.72,119.96,70.18,31.61,15.32,13.77,15.39,14.05,15.34,12.30,12.04,12.22,12.50,11.18,11.61,12.58,13.02,10.16,18.81,12.25,11.84,12.45,11.26,11.48,11.76,10.62,11.59,10.16,10.67,10.98,10.93,11.43,10.66,10.66,9.63,9.99,9.45,9.53,9.55,9.99,10.16,7.91,8.06,7.26,8.70,9.41,8.55,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,6.25,49.31,7.72,6.03
560.00,93.58,103.96,100.23,85.68,60.90,49.82,40.90,162.73,158.55,148.29,122.05,107.73,57.87,46.09,38.82,188.60,185.35,173.33,154.48,102.63,55.59,42.65,37.04,232.64,211.49,181.75,154.45,112.73,70.75,44.95,35.24,321.78,295.70,256.93,207.12,161.00,72.48,46.72,44.31,240.28,150.86,72.91,65.30,78.02,73.06,112.03,40.72,136.67,71.75,30.20,15.32,13.77,15.39,14.05,15.34,12.30,12.04,12.22,12.50,11.18,11.61,12.58,11.57,10.16,18.81,12.25,11.84,11.03,11.26,11.48,11.76,10.62,11.59,10.16,10.67,10.98,10.93,11.43,10.66,10.66,9.63,9.99,9.45,9.53,9.55,9.99,10.16,7.91,8.06,7.26,8.70,9.41,8.55,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,6.25,49.31,7.72,6.03
589.50,93.58,105.37,101.63,85.68,60.90,49.82,40.90,162.00,160.51,150.72,121.45,109.92,57.87,46.09,38.82,189.85,186.27,175.44,155.31,102.91,57.42,42.65,37.04,232.13,209.99,181.16,155.14,111.22,69.73,45.96,37.11,324.47,298.63,261.64,216.57,162.09,72.69,46.72,44.94,242.39,157.04,75.52,69.93,82.66,76.06,115.34,40.72,143.11,74.11,30.20,15.32,13.77,15.39,14.05,15.34,13.74,12.04,12.22,11.08,11.18,11.61,12.58,11.57,10.16,18.81,10.85,11.84,11.03,11.26,11.48,11.76,10.62,10.19,10.16,10.67,10.98,10.93,11.43,10.66,10.66,9.63,9.99,9.45,9.53,9.55,9.99,10.16,7.91,8.06,7.26,8.70,9.41,8.55,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,6.25,48.14,7.72,6.03
620.00,93.58,105.37,100.70,85.68,60.90,48.39,40.90,163.65,160.51,150.72,120.74,108.02,57.87,46.09,38.82,193.78,188.00,178.12,155.53,101.33,55.71,42.65,37.04,238.69,219.95,188.75,160.32,116.06,70.93,45.68,35.65,331.41,303.31,260.01,212.41,164.45,73.41,46.72,45.24,250.41,170.31,78.86,73.89,85.68,78.44,118.23,40.72,173.16,79.36,30.20,16.75,13.77,15.39,14.05,15.34,35.20,19.03,12.22,11.08,11.18,11.61,12.58,11.57,10.16,18.81,10.85,11.84,11.03,11.26,11.48,11.76,10.62,10.19,10.16,10.67,10.98,10.93,11.43,10.66,10.66,9.63,9.99,9.45,9.53,9.55,9.99,10.16,7.91,6.66,7.26,8.70,9.41,8.55,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,6.25,41.03,4.85,6.03
650.00,94.08,102.94,97.58,83.25,59.45,48.39,40.90,165.52,160.51,152.79,122.40,112.04,57.87,46.09,38.82,197.63,189.64,178.12,155.53,107.65,58.75,44.09,37.04,243.38,229.43,197.84,168.40,127.03,75.42,47.31,37.08,351.65,316.36,266.36,215.51,171.81,73.32,46.72,46.20,266.82,209.17,95.32,78.63,88.76,81.64,121.13,42.16,229.30,113.96,33.38,18.19,13.77,15.39,14.05,15.34,110.99,45.10,15.11,12.60,11.18,11.61,12.58,11.57,10.16,18.81,10.85,11.84,11.03,11.26,11.48,11.76,10.62,10.19,10.16,10.67,10.98,10.93,11.43,10.66,10.66,9.63,9.99,9.45,9.53,9.55,9.99,10.16,7.91,6.66,7.26,8.70,7.98,8.55,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,6.25,40.65,4.85,6.03
679.50,91.76,99.77,94.68,83.25,59.45,48.39,40.90,163.34,160.51,151.19,123.68,113.87,59.43,46.09,38.82,203.06,196.26,181.71,159.72,113.34,62.87,45.74,37.04,262.61,240.73,209.65,179.70,137.07,81.79,51.60,39.64,377.37,337.36,278.20,218.45,177.13,74.68,48.14,45.52,286.18,250.57,123.20,83.15,88.76,81.64,121.13,42.16,262.19,158.52,44.27,20.67,15.22,15.39,14.05,15.34,163.53,103.42,21.73,15.09,11.18,11.61,12.58,11.57,61.49,34.55,19.17,13.24,11.03,11.26,11.48,11.76,10.62,10.19,10.16,10.67,10.98,10.93,11.43,10.66,10.66,9.63,9.99,9.45,9.53,9.55,9.99,8.76,7.91,6.66,7.26,8.70,7.98,8.55,8.75,8.26,8.72,8.20,7.82,7.02,6.23,7.00,6.20,5.99,6.95,5.85,7.33,7.49,6.90,7.55,7.69,6.79,8.26,5.08,7.72,6.25,47.52,4.85,6.03
