Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.00,24.06,11.43,0.30,115.99,1.04,0.30,50.05,25.57,74.77,137.97,20.81,0.30,133.70,9.89,47.97,108.28,0.67
8.50,0.30,0.30,0.00,45.84,11.48,0.30,144.57,4.58,68.67,28.99,26.36,101.24,123.67,20.81,0.30,134.35,9.03,45.95,115.51,0.67
31.50,0.30,0.30,0.00,0.30,12.54,0.30,146.18,7.02,54.26,28.99,26.55,117.29,103.76,20.81,0.30,131.33,9.43,71.44,110.68,0.67
61.50,0.30,0.30,0.00,48.37,10.65,0.30,127.87,7.02,40.66,28.99,25.60,106.39,136.21,20.81,0.30,132.89,7.60,43.88,93.86,0.67
91.50,0.30,0.30,0.00,21.06,10.79,0.30,121.11,7.02,28.61,28.99,24.60,67.14,143.40,20.81,0.30,115.57,9.95,78.35,128.39,4.21
121.50,0.30,0.30,0.00,21.06,10.49,0.30,137.15,6.16,31.43,28.99,24.60,68.60,120.82,20.81,0.30,130.31,6.96,81.53,128.72,4.21
151.50,0.30,0.30,0.00,21.06,11.92,0.30,187.83,9.92,31.43,30.52,24.60,85.96,136.36,20.81,0.30,160.95,6.96,99.27,103.25,4.21
181.50,0.30,0.30,0.00,21.06,11.47,0.30,2191.79,42.94,82.09,356.39,23.13,169.99,160.22,20.81,123.80,137.71,6.96,67.71,123.17,4.21
211.50,0.30,0.30,0.00,21.06,11.31,0.30,2340.12,46.03,100.91,1428.16,29.20,492.46,155.13,20.81,573.78,121.05,6.96,54.27,112.46,4.21
241.50,0.30,0.30,0.00,21.06,10.97,261.89,2260.29,34.02,66.22,1529.73,50.93,353.18,199.97,20.81,304.08,137.64,6.96,150.10,129.42,4.21
271.50,0.30,0.30,0.00,24.34,11.56,935.50,2172.88,24.00,65.17,1490.05,55.91,372.62,188.02,20.81,407.02,118.16,6.96,1416.02,119.04,4.21
301.50,22.58,0.30,0.00,24.34,10.89,1190.13,2130.33,17.21,168.27,1570.20,47.06,516.06,151.37,20.81,596.05,129.70,6.96,1996.66,120.00,4.21
331.50,65.42,0.30,0.00,24.34,11.86,1232.91,2052.69,17.86,217.57,1574.43,41.27,635.08,173.70,20.81,982.73,121.94,6.96,1996.43,95.89,4.21
361.50,189.56,0.30,93.69,24.34,12.06,1177.76,2127.21,18.68,271.24,1524.82,43.15,645.66,157.09,20.81,901.44,136.16,12.88,2217.00,115.51,4.21
391.50,323.61,0.30,150.19,24.34,11.71,1200.54,2136.36,18.35,325.87,1514.24,36.77,595.71,190.37,20.81,814.97,132.98,12.63,2372.34,107.24,4.21
421.00,251.47,0.30,58.90,25.33,11.85,1178.12,2183.75,17.76,325.87,1516.18,36.26,593.58,178.84,20.81,913.27,125.58,9.91,2434.97,119.57,4.21
451.00,206.43,0.30,0.30,25.33,11.50,1190.76,2156.40,11.98,325.87,1428.24,35.42,611.43,191.35,20.81,998.58,130.46,10.71,2459.61,115.87,4.21
481.50,159.84,34.48,0.30,25.33,10.27,1173.02,2155.49,16.63,325.87,1434.35,35.10,625.62,201.17,20.81,1002.66,128.13,9.89,2450.98,107.27,4.21
511.50,116.84,44.76,0.30,25.33,11.26,1182.27,2183.70,14.17,325.87,1370.17,35.46,625.62,173.83,20.81,1037.05,112.61,10.93,2468.36,115.89,4.21
541.50,96.44,38.30,0.30,25.33,10.88,1178.25,2231.30,12.85,315.56,1422.08,39.25,598.69,182.86,20.81,1043.34,159.07,9.95,2456.40,120.55,2.87
571.50,72.06,39.65,0.30,28.08,10.04,1218.79,2245.98,13.40,302.94,1415.40,35.34,598.32,150.76,20.81,1042.04,116.22,12.82,2460.78,87.25,2.87
601.50,66.90,38.45,0.30,28.08,10.12,1165.96,2246.62,11.90,246.25,1427.86,38.27,601.75,172.73,20.81,1080.43,120.55,12.82,2457.52,82.44,2.87
631.50,45.59,41.09,0.30,28.08,11.75,1208.82,2214.49,13.92,288.95,1476.81,38.27,629.18,151.86,20.81,1017.17,109.03,12.82,2437.28,99.01,2.87
661.50,43.89,37.94,0.30,28.08,10.91,1233.70,2241.93,13.18,297.93,1438.86,37.29,639.70,160.39,20.81,1027.58,137.30,12.82,2462.50,106.86,2.87
691.50,70.25,35.10,0.30,28.08,10.53,1226.17,2228.86,12.88,301.43,1413.79,36.38,639.61,152.95,20.81,1075.15,120.68,13.06,2422.83,98.57,3.54
721.50,43.74,44.62,0.30,28.08,11.40,1227.10,2219.78,14.26,364.03,1438.85,37.38,643.87,146.13,20.81,1082.36,146.44,13.06,2386.54,95.80,3.54
751.50,56.92,44.02,0.30,28.08,11.16,1225.38,2225.77,10.80,354.22,1431.21,36.80,659.70,129.60,20.81,1099.56,110.92,12.88,2438.76,90.94,3.54
780.50,43.79,31.98,0.30,71.72,10.32,1236.74,2269.37,10.86,372.52,1418.64,38.12,673.41,136.14,20.81,1057.91,134.08,11.51,2417.33,93.31,3.54
810.50,50.25,24.23,0.30,25.94,10.15,1248.31,2294.91,9.95,369.30,1402.35,35.46,687.67,137.82,20.81,990.59,98.90,10.60,2376.19,88.37,3.54
841.50,38.76,28.08,0.30,25.94,11.29,1223.47,2245.68,14.20,356.15,1418.96,35.46,682.57,144.35,23.99,1190.32,109.68,6.04,2362.54,89.57,3.54
871.50,54.22,16.54,0.30,25.94,12.01,1243.04,2280.67,14.20,350.54,1393.51,39.25,698.35,150.69,18.98,1184.35,111.24,10.38,2396.40,70.09,3.54
901.50,54.22,24.41,0.30,33.26,11.05,1236.29,2318.09,13.67,348.89,1466.52,37.38,684.72,110.17,18.98,1189.57,108.57,13.86,2433.87,88.72,3.54
931.50,39.37,52.80,0.30,54.02,11.91,1241.09,2266.71,12.82,338.37,1475.60,36.35,697.95,165.71,18.98,1157.13,108.06,9.91,2423.99,82.60,3.54
961.50,18.98,52.80,0.30,54.02,12.70,1268.30,2265.51,13.34,310.19,1456.59,37.29,690.01,138.25,18.98,1092.99,131.04,6.04,2426.31,75.20,3.54
