Time,South Central Fans,North Central Fans
s,C,C
0.00,11.04,10.27
7.00,11.04,10.29
28.50,11.04,10.32
58.50,11.04,10.32
87.50,11.04,10.39
116.50,11.04,10.39
147.00,6.87,6.87
178.00,5.27,4.80
208.50,4.82,4.07
238.50,4.19,3.85
268.50,3.85,3.54
298.50,3.85,3.66
328.50,3.85,3.84
358.50,3.85,3.56
388.50,3.85,4.25
417.50,3.62,5.73
447.50,3.40,5.61
478.50,3.18,4.40
507.00,3.18,4.01
536.00,3.18,6.27
566.50,3.18,4.79
597.00,3.18,5.28
627.00,3.01,6.41
656.50,3.01,7.21
687.00,3.01,4.83
717.50,3.01,5.66
748.00,3.01,4.05
778.50,3.01,5.78
808.50,3.63,8.04
838.50,5.71,10.96
868.50,11.16,13.82
898.50,17.51,15.24
928.50,21.63,16.46
958.50,24.73,16.76
988.00,26.62,16.63
1018.00,28.51,15.48
1048.50,30.20,14.50
1076.00,32.95,13.71
1106.00,36.29,12.85
1138.50,38.62,12.17
1168.50,39.24,11.50
1198.50,39.64,10.93
1228.50,40.67,10.71
1258.50,40.52,10.60
1288.50,40.70,10.26
1318.50,41.69,10.04
1348.00,42.75,10.04
1378.00,42.44,9.82
1408.50,38.83,9.82
1438.50,34.84,9.58
1467.00,30.83,9.58
1496.00,27.21,9.36
1527.00,24.94,9.25
1557.50,22.69,9.25
1588.00,21.43,9.25
1618.50,20.35,9.25
1648.50,19.98,9.25
1678.50,19.36,9.14
1708.50,18.53,9.14
1738.50,18.08,9.14
1768.50,17.42,9.14
1798.50,17.18,9.03
1828.50,17.06,9.03
1858.50,17.06,9.03
