Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-2.99,-0.23
6.50,-3.39,-0.56
28.00,-3.26,0.02
58.50,-3.36,-0.09
88.50,-3.10,0.07
118.50,-3.03,-0.17
148.50,-53.80,44.07
178.50,-131.95,136.67
207.50,-135.69,151.70
237.50,-134.73,153.90
268.50,-133.52,153.56
298.00,-132.47,153.43
328.00,-134.93,154.28
358.50,-134.03,153.55
388.00,-134.90,153.57
417.50,-135.54,154.59
445.50,-134.93,154.76
475.00,-133.83,154.74
505.50,-133.50,154.46
535.00,-134.17,154.13
565.50,-133.60,154.48
597.00,-133.62,154.67
626.50,-134.65,153.98
655.50,-135.37,154.36
686.50,-134.88,154.84
716.50,-134.62,154.63
746.50,-135.66,154.29
776.50,-135.16,154.16
806.50,-113.42,130.57
836.50,-100.45,117.55
866.50,-99.37,117.00
897.00,-109.04,118.88
927.50,-165.16,177.67
957.50,-178.37,198.44
987.00,-177.94,203.53
1016.50,-179.21,205.06
1047.00,-179.39,205.59
1077.50,-178.93,204.49
1107.50,-178.70,204.20
1136.00,-179.95,203.92
1165.50,-181.53,203.21
1197.00,-181.24,202.81
1227.50,-182.16,203.58
1257.00,-180.82,203.83
1287.00,-182.54,201.91
1317.50,-182.67,202.46
1347.50,-182.88,202.58
1377.50,-183.21,202.51
1406.50,-183.78,201.77
1436.50,-183.94,202.75
1467.50,-184.07,201.58
1497.50,-184.80,202.23
1527.50,-185.75,202.49
1557.50,-184.12,202.27
1587.00,-184.87,203.01
1617.00,-184.55,202.99
1647.50,-185.02,203.00
1677.50,-185.47,202.49
