Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,91.62,27.20,671.88,88.65,0.00,29.18,11.78,263.37,65.00,0.00,0.30,113.34,0.00,221.26,0.30,23.74,84.23,44.71,0.00,0.00
9.00,60.65,34.62,682.02,107.65,0.00,29.18,9.91,243.23,62.66,0.00,0.30,119.82,0.00,227.21,0.30,20.28,84.23,38.51,0.00,0.00
32.50,100.80,45.47,649.06,122.58,0.00,29.18,10.19,270.08,82.97,0.00,0.30,110.41,0.00,193.87,0.30,23.25,158.65,36.93,0.00,0.00
62.50,103.25,45.47,635.45,123.75,0.00,29.18,10.40,269.96,43.43,0.00,0.30,116.53,0.00,210.49,0.30,23.80,360.25,52.80,0.00,0.00
92.00,133.86,45.47,647.69,112.33,0.00,29.18,13.12,292.06,73.05,0.00,0.30,65.31,0.00,194.13,0.30,22.77,198.37,35.22,0.00,0.00
121.00,149.78,45.47,627.55,117.01,0.00,29.18,13.12,383.61,66.90,0.00,0.30,125.61,0.00,160.22,0.30,22.77,198.37,30.82,0.00,0.00
152.00,127.11,36.90,680.95,105.41,0.00,133.18,13.18,610.36,44.71,0.00,0.30,82.62,0.00,195.79,0.30,25.73,198.37,48.73,0.00,0.00
183.50,521.61,36.99,1911.25,106.87,0.00,282.90,75.33,810.25,626.96,0.00,0.30,131.33,0.00,146.10,0.30,20.94,25.02,51.40,0.00,0.00
212.50,1592.07,25.63,2795.57,140.84,0.00,349.00,116.56,876.78,1824.52,0.00,0.30,113.15,0.00,193.75,0.30,21.45,25.02,40.09,0.00,0.00
241.00,1983.18,40.34,3019.81,130.31,0.12,432.50,126.86,1015.21,2104.22,0.00,0.30,88.35,0.00,177.04,0.30,20.87,25.02,44.86,0.00,0.00
271.00,2183.96,40.40,3116.20,551.53,0.45,456.43,149.65,1019.00,2158.37,0.00,0.30,120.87,0.00,211.08,0.30,20.94,90.46,38.76,0.00,0.00
302.50,2248.71,28.30,3089.54,712.03,0.24,434.94,153.82,994.89,2005.43,0.00,0.30,142.67,0.00,204.83,0.30,26.73,117.57,33.34,0.00,0.00
333.50,2254.91,58.07,3041.33,731.02,0.27,411.51,157.57,943.92,2024.76,0.00,0.30,132.94,0.00,180.49,0.30,23.08,49.13,50.90,0.00,0.00
363.50,2258.73,43.16,2985.72,708.35,0.18,401.25,151.92,982.88,2012.61,0.00,0.30,110.29,0.00,200.50,0.30,27.61,109.94,43.79,0.00,0.00
393.50,2307.47,50.48,3153.49,763.83,0.49,449.88,180.83,1025.10,2130.62,0.00,0.30,135.03,0.00,197.58,0.30,22.52,5.80,43.79,0.00,0.00
423.50,2416.77,52.96,3256.02,856.56,1.11,470.16,204.27,1058.67,2401.39,0.00,0.30,122.48,0.00,213.93,0.30,23.80,87.43,55.54,0.00,0.00
453.50,2539.24,214.40,3320.90,953.82,11.73,509.29,241.08,1072.71,2643.12,0.00,0.30,139.04,0.00,196.23,0.30,25.13,1.53,62.07,0.00,0.00
483.50,2662.84,375.88,3284.70,1014.93,21.56,461.85,280.14,1026.93,2684.13,0.00,0.30,129.63,0.00,209.19,0.30,24.68,74.31,39.22,0.00,0.00
513.50,2624.43,476.25,3200.09,1063.29,28.87,405.69,250.50,974.03,2621.04,0.00,0.30,133.36,0.00,192.49,0.30,23.81,84.23,29.60,0.00,0.00
543.00,2618.99,561.27,3131.46,1023.56,31.30,391.97,224.57,928.05,2538.43,0.00,0.30,140.89,0.00,209.46,0.30,21.85,109.97,55.64,0.00,0.00
573.00,2617.31,589.05,3143.72,986.28,21.41,410.42,191.94,990.62,2473.18,7.42,0.30,161.00,0.00,214.02,0.30,26.61,97.11,36.62,0.00,0.00
603.50,2614.19,589.85,3146.23,944.32,19.34,433.38,183.90,979.32,2364.23,7.20,0.30,109.61,0.00,225.83,0.30,27.59,92.32,34.00,0.00,0.00
633.50,2589.46,653.26,3107.65,894.86,19.96,444.06,175.72,962.54,2277.51,11.23,0.30,127.82,0.00,228.41,0.30,27.59,146.38,61.34,0.00,0.00
663.50,2616.40,668.38,3120.80,933.80,16.80,397.83,167.91,920.27,2325.36,21.01,0.30,130.24,0.00,216.13,0.30,26.35,71.35,40.59,0.00,0.00
693.50,2576.78,709.61,3110.75,904.59,18.00,401.01,176.42,936.29,2294.85,34.49,0.30,100.40,0.00,194.60,0.30,26.25,163.68,34.94,0.00,0.00
723.50,2591.90,716.96,3142.99,928.38,13.99,414.11,182.66,914.01,2322.39,47.82,0.30,127.02,0.00,202.45,0.30,24.92,77.21,42.77,0.00,0.00
753.50,2566.18,712.51,3119.91,886.16,15.84,370.24,178.12,927.65,2317.93,44.25,0.30,156.72,0.00,227.14,0.30,23.80,314.71,29.81,0.00,0.00
783.50,2571.51,711.17,3112.71,904.10,12.70,389.92,183.90,953.69,2376.68,54.99,0.30,123.29,0.00,236.41,0.30,26.70,261.89,42.83,0.00,0.00
813.00,2551.86,729.48,3123.87,929.92,15.93,405.77,182.95,943.31,2283.80,57.89,0.30,146.33,0.00,248.84,0.30,26.67,103.21,54.73,0.00,0.00
843.00,2570.68,759.44,3115.46,970.04,15.70,337.35,195.89,857.86,2368.54,71.90,0.30,123.70,0.00,213.05,0.30,27.36,214.54,39.57,0.00,0.00
873.50,2551.57,751.69,3014.57,938.52,17.55,330.17,186.49,862.44,2429.13,64.21,0.30,126.46,0.00,180.69,0.30,26.76,139.71,40.47,0.00,0.00
903.50,2557.26,800.45,3125.91,962.10,14.23,403.79,184.02,916.58,2462.46,76.74,0.30,136.86,0.00,236.44,0.30,25.02,388.80,25.84,0.00,0.00
933.50,2608.94,761.77,3105.12,952.01,19.62,378.36,189.80,890.01,2407.76,81.24,0.30,149.37,0.00,220.64,0.30,25.02,467.05,36.24,0.00,0.00
963.50,2607.68,784.62,3111.53,1006.41,22.66,377.13,190.72,890.92,2513.73,87.51,0.30,131.37,0.00,208.44,0.30,25.02,184.51,38.15,0.00,0.00
993.50,2612.77,796.28,3103.43,992.06,24.34,396.69,185.29,898.30,2533.20,90.88,0.30,156.64,0.00,222.13,0.30,22.83,311.41,33.20,0.00,0.00
1023.50,2593.45,820.98,3133.94,982.48,25.47,389.11,180.29,880.45,2478.42,88.20,0.30,129.01,0.00,243.09,0.30,23.94,361.74,35.71,0.00,0.00
1053.50,2631.32,828.05,3038.12,1018.08,26.90,293.30,180.20,808.73,2620.42,97.31,0.30,133.41,0.00,243.89,0.30,27.65,365.96,36.32,0.00,0.00
