Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
1083.50,2523.11,813.00,2699.44,978.37,24.55,188.60,155.08,673.41,2597.35,110.37,0.30,134.77,0.00,238.68,0.30,27.65,414.41,25.33,0.00,0.00
1113.50,2339.34,798.25,2583.13,926.60,17.08,165.41,108.24,613.72,2601.70,105.47,0.30,139.97,0.00,214.95,0.30,26.70,271.76,48.35,0.00,0.00
1143.50,2211.64,765.60,2345.97,925.61,6.96,138.31,86.31,572.21,2663.24,95.19,0.30,121.77,0.00,206.20,0.30,26.98,101.71,25.63,0.00,0.00
1173.50,1956.35,712.42,1876.04,808.21,0.69,103.03,64.47,497.75,2688.26,99.26,0.30,133.47,0.00,207.83,0.30,27.65,338.60,30.82,0.00,0.00
1203.50,1577.20,658.49,1398.86,566.02,0.32,71.41,46.33,394.60,2513.16,64.34,0.30,149.59,0.00,229.23,0.30,25.76,106.14,30.82,0.00,0.00
1233.50,1204.67,614.15,1241.92,374.70,0.08,71.41,35.19,396.73,2005.80,35.90,0.30,147.68,0.00,222.07,0.30,25.76,106.14,32.38,0.00,0.00
1263.50,973.83,568.86,1108.95,292.38,0.07,48.46,33.59,396.73,1113.60,15.89,0.30,113.10,0.00,212.15,0.30,28.69,62.32,28.47,0.00,0.00
1293.50,804.53,515.52,1052.00,188.46,0.00,48.46,32.04,329.90,597.59,5.03,0.30,140.03,0.00,229.58,0.30,27.19,117.63,28.47,0.00,0.00
1323.50,673.26,440.84,973.29,174.09,0.00,48.46,24.90,308.54,552.29,5.03,0.30,127.48,0.00,190.85,0.30,27.71,117.63,38.60,0.00,0.00
1353.50,542.54,373.48,890.21,140.59,0.00,48.46,24.41,308.54,519.03,5.03,24.41,97.16,0.00,197.50,0.30,28.02,184.63,38.60,0.00,0.00
1383.50,443.77,334.38,814.08,132.01,0.00,48.46,21.94,308.54,353.97,5.03,24.41,135.33,0.00,204.62,0.30,27.62,189.11,38.60,0.00,0.00
1413.50,353.81,282.60,788.72,108.36,0.00,48.46,20.63,268.86,315.25,5.03,24.41,138.67,0.00,178.97,0.30,25.76,189.11,38.60,0.00,0.00
1443.50,298.73,223.56,746.04,108.09,0.00,48.46,15.14,268.86,165.03,5.03,24.41,131.65,0.00,185.01,0.30,30.40,301.71,38.60,0.00,0.00
1473.50,233.60,188.72,735.69,101.24,0.00,48.46,14.22,268.86,98.79,5.03,24.41,118.66,0.00,239.26,0.30,25.33,310.50,38.60,0.00,0.00
1503.50,197.72,166.14,725.82,123.60,0.00,48.46,15.32,248.72,88.59,5.03,24.41,116.00,0.00,219.88,0.30,26.52,299.02,38.60,0.00,0.00
1533.50,198.93,133.41,736.35,124.21,0.00,48.46,15.32,248.72,83.44,5.03,24.41,120.36,0.00,228.66,0.30,26.52,273.87,38.60,0.00,0.00
1563.50,185.24,112.27,735.73,98.90,0.00,48.46,15.32,278.63,99.37,5.03,24.41,115.66,0.00,201.28,0.30,26.37,155.73,45.47,0.00,0.00
1593.50,163.63,70.63,704.17,127.37,0.00,48.46,15.32,278.63,96.98,5.03,24.41,135.04,0.00,184.43,0.30,25.70,328.01,45.47,0.00,0.00
1623.50,130.92,51.82,734.35,127.17,0.00,48.46,18.98,278.63,59.20,5.03,24.41,127.94,0.00,207.55,0.30,27.31,285.20,25.63,0.00,0.00
1653.50,83.48,37.28,724.89,151.85,0.00,48.46,13.45,278.63,83.16,5.03,24.41,152.51,0.00,191.74,0.30,27.59,43.34,31.13,0.00,0.00
1683.50,132.54,34.21,707.68,150.02,0.00,48.46,13.79,276.19,89.01,5.03,24.41,148.42,0.00,219.66,0.30,27.59,43.34,31.13,0.00,0.00
1713.50,120.95,61.83,724.45,134.82,0.00,48.46,16.09,276.19,52.35,5.03,32.29,173.61,0.00,190.66,0.30,25.74,46.69,31.13,0.00,0.00
1743.50,94.84,55.37,714.15,164.25,0.00,48.46,14.12,278.63,69.86,5.03,23.19,235.13,0.00,188.25,0.30,25.74,46.69,24.87,0.00,0.00
1773.50,102.54,31.91,712.76,141.21,0.00,48.46,14.86,278.63,60.97,5.03,43.57,226.00,0.00,185.89,0.30,25.74,124.99,24.87,0.00,0.00
1803.50,78.54,44.98,727.31,135.38,0.00,48.46,14.86,278.63,69.32,5.03,52.11,251.62,0.00,196.64,0.30,25.74,27.01,25.02,0.00,0.00
1833.50,88.33,50.35,733.28,147.44,0.00,48.46,13.00,278.63,65.57,5.03,85.76,281.72,0.00,181.58,0.30,25.74,125.45,25.02,0.00,0.00
1863.50,63.50,69.15,719.59,166.24,0.00,48.46,14.79,278.63,70.09,5.03,91.37,316.06,0.00,225.69,0.30,25.74,143.93,25.02,0.00,0.00
1893.50,77.10,57.57,712.07,151.14,0.00,48.46,15.14,278.63,79.24,5.03,115.82,365.34,0.00,201.62,0.30,23.80,144.22,25.02,0.00,0.00
1923.50,81.61,38.25,710.52,159.30,0.00,48.46,14.81,278.63,44.07,5.03,157.01,412.50,0.00,176.89,0.30,30.33,293.39,32.35,0.00,0.00
1953.50,88.60,59.25,701.88,119.83,0.00,48.46,14.53,278.63,58.48,5.03,168.15,431.18,0.00,179.59,0.30,30.33,178.68,32.35,0.00,0.00
1983.50,66.22,61.65,734.26,138.40,0.00,48.46,14.17,271.61,40.78,5.03,196.23,486.15,0.00,232.91,0.30,33.51,167.71,26.86,0.00,0.00
2013.50,70.61,65.11,718.88,127.46,0.00,48.46,13.57,256.05,77.71,5.03,194.25,538.38,0.00,198.37,0.30,29.68,247.41,26.86,0.00,0.00
2043.50,69.70,56.34,727.28,151.29,0.00,48.46,14.64,230.41,69.24,5.03,228.63,559.40,0.00,184.51,0.30,25.15,213.93,26.86,0.00,0.00
