Time,South Central Fans,North Central Fans
s,C,C
0.00,9.68,12.47
10.50,9.68,12.47
34.50,9.68,12.47
64.50,9.68,12.47
95.50,9.68,12.47
125.50,9.68,12.47
155.50,9.86,12.50
185.50,20.27,12.50
215.00,32.74,12.87
244.00,34.58,13.62
274.50,36.80,13.62
305.00,37.63,13.62
335.00,38.82,13.27
365.50,39.93,13.05
395.50,40.35,12.93
425.50,41.13,12.82
455.50,42.06,12.71
485.50,42.46,12.59
515.50,43.47,12.37
545.50,43.92,12.26
575.50,44.42,12.15
605.50,44.83,12.04
635.50,44.85,12.04
665.50,45.95,12.04
695.50,45.58,12.04
725.50,46.26,11.93
755.50,46.45,11.93
785.50,46.42,11.93
814.50,45.57,11.93
844.50,42.92,11.93
875.50,43.19,11.93
905.50,43.78,11.93
935.50,44.27,11.93
965.50,44.83,11.93
995.50,45.39,11.93
1025.50,45.63,11.93
1055.50,46.22,11.93
1085.50,46.35,11.93
1115.50,46.23,11.93
1145.50,46.50,11.93
1175.00,46.70,11.93
1205.00,47.23,11.93
1235.50,47.33,11.93
1265.50,47.86,11.93
1295.50,48.38,11.93
1325.50,48.34,11.93
1355.50,49.57,12.04
1385.50,49.71,12.04
1415.50,49.31,12.04
1444.00,48.60,12.04
1474.00,45.30,12.04
1505.50,40.26,12.04
1535.50,35.33,12.04
1565.50,33.00,12.04
1594.50,30.92,12.04
1624.50,28.89,12.04
1655.50,27.97,12.04
1685.50,26.88,12.04
1715.50,25.68,11.93
1745.50,24.55,11.93
