Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-1.00,7.17,6.16,4.81,4.19,5.68,-1.81,-0.60,-3.59,-6.76
15.50,5.27,11.03,9.34,7.93,11.09,12.53,-3.33,-1.09,-4.12,-6.03
45.50,-10.50,12.42,13.22,12.88,17.08,25.99,-3.21,0.48,-2.61,2.72
75.50,-58.32,7.13,17.26,20.81,39.03,56.26,27.96,39.18,40.82,38.35
105.50,-103.29,-0.01,20.29,30.95,56.39,78.10,42.67,51.59,55.24,65.82
135.50,-119.44,-1.63,17.04,30.41,60.75,86.28,46.93,55.24,60.88,68.84
165.50,-123.91,-2.41,14.54,29.92,61.06,88.41,44.73,54.11,59.01,67.37
195.50,-125.40,-7.20,8.72,27.24,58.84,86.91,43.11,52.12,57.27,64.88
225.50,-127.89,-10.96,9.18,27.17,56.55,84.86,39.73,49.71,54.09,64.32
255.50,-119.34,-14.12,8.02,27.63,57.91,84.81,37.89,49.84,53.88,63.96
285.50,-122.24,-16.32,8.55,28.56,58.94,85.37,38.20,49.74,54.83,63.28
315.00,-124.97,-15.84,7.69,27.55,57.78,85.66,34.34,46.40,50.59,63.59
344.00,-126.51,-16.60,6.36,27.52,58.33,86.39,35.67,47.20,52.39,65.15
374.50,-123.92,-16.92,7.00,27.22,55.32,80.46,35.41,47.66,52.63,62.96
405.50,-125.67,-16.49,6.93,27.14,56.64,83.03,33.65,46.74,50.68,62.62
435.00,-124.72,-14.64,8.34,26.58,57.93,85.16,35.54,47.66,51.91,66.94
465.00,-120.42,-11.35,11.28,30.60,60.87,91.07,37.91,48.97,54.12,69.40
495.50,-113.34,-7.98,12.91,31.95,62.54,94.62,38.84,51.05,55.32,67.48
525.50,-117.46,-9.50,12.85,33.20,62.54,93.80,40.78,51.17,56.83,63.78
555.50,-119.55,-9.34,13.43,33.25,64.23,95.23,38.46,49.05,53.51,63.45
585.50,-119.70,-7.87,13.14,32.93,65.32,95.12,40.29,51.23,55.51,65.42
615.50,-120.33,-7.90,14.38,33.70,63.36,92.65,40.65,50.93,55.95,67.26
645.50,-118.88,-8.40,15.03,34.27,65.80,95.64,40.96,51.85,56.10,65.47
675.50,-120.84,-6.73,14.55,32.78,66.01,96.11,40.45,51.52,56.66,64.31
705.50,-119.98,-6.82,15.65,35.09,67.16,97.45,43.01,52.38,57.29,65.45
735.50,-111.38,-4.18,17.44,36.09,68.46,99.69,43.80,54.04,57.78,66.52
765.50,-117.36,-3.75,17.40,37.67,69.07,101.77,43.92,53.84,57.20,66.45
795.50,-120.64,-5.48,16.95,37.43,69.18,99.93,42.32,50.67,54.70,66.23
825.50,-118.12,-3.01,18.23,38.89,70.26,100.08,44.34,54.11,58.00,69.15
855.50,-115.57,-3.71,17.56,38.62,68.26,98.64,44.35,52.71,57.80,69.41
885.00,-117.43,-3.61,17.81,39.30,69.48,99.97,43.26,53.35,57.93,67.32
914.50,-117.69,-5.55,16.02,34.14,67.82,99.87,41.75,51.50,55.94,65.00
945.00,-119.94,-3.98,17.42,38.54,68.85,100.97,42.44,52.01,57.19,66.47
975.50,-111.39,-2.78,18.76,39.24,69.87,100.89,43.55,52.98,57.03,70.30
1005.50,-115.69,-1.79,19.76,39.43,71.18,102.77,45.07,53.16,57.64,72.81
1035.50,-117.06,-1.48,20.17,41.44,73.04,104.43,43.05,52.03,56.43,69.12
1065.50,-119.31,-1.11,19.63,41.74,73.27,103.91,45.17,54.09,59.40,67.19
1095.50,-115.67,1.08,22.12,43.42,72.75,104.17,45.79,55.22,60.13,69.59
1125.50,-111.09,2.90,24.35,44.39,75.64,109.48,46.96,56.78,61.15,70.66
1155.50,-110.36,2.84,22.70,40.37,76.65,110.25,47.03,56.79,61.49,70.99
1185.50,-110.63,3.24,26.27,44.86,78.43,111.75,47.92,57.92,63.09,71.94
1215.50,-105.50,4.42,28.01,47.20,79.45,113.94,48.99,59.77,65.02,73.05
1245.50,-104.60,7.40,28.26,47.58,81.09,116.15,50.27,60.03,65.41,74.52
1275.50,-105.10,9.44,32.61,49.69,82.53,118.05,50.41,59.81,64.19,77.14
1304.00,-104.87,11.14,34.45,52.18,83.87,120.07,53.14,63.57,68.86,76.99
1332.50,-103.06,11.91,34.65,50.91,83.43,119.06,54.02,64.88,69.08,78.74
1363.50,-103.17,12.56,34.32,48.92,85.50,122.12,53.60,64.63,68.83,76.28
1395.00,-102.28,9.89,31.31,49.06,85.09,118.72,53.15,63.34,68.55,85.92
1425.50,-101.81,10.15,33.52,50.77,85.27,120.10,52.66,63.80,67.53,81.90
1455.00,-99.95,10.37,33.35,49.81,84.70,118.10,52.88,63.37,67.76,82.18
1485.00,-104.37,11.57,33.16,50.46,85.01,120.56,53.13,63.31,67.58,78.86
1515.50,-104.73,11.80,34.81,50.68,85.50,120.00,51.03,61.60,65.45,86.55
1545.50,-105.73,12.33,35.07,51.25,85.37,120.39,52.96,63.54,68.21,82.81
1575.50,-106.59,11.07,33.65,49.28,80.07,114.84,51.66,62.84,67.52,76.90
1605.50,-99.36,11.72,32.70,49.68,80.56,114.60,47.19,56.08,59.60,64.77
1635.50,-69.41,26.15,33.82,44.05,69.47,98.50,36.25,41.41,40.11,34.41
1665.50,-50.73,30.90,39.30,48.09,66.02,92.03,31.38,36.06,31.71,24.86
