Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,36.0,36.8,38.8,43.0,36.4,36.8,27.2,31.0,28.9,32.0
8.0,46.0,46.8,46.2,53.8,47.4,45.9,20.4,9.8,10.1,14.0
30.0,52.6,51.2,54.9,53.2,61.4,53.6,18.6,6.8,9.1,15.9
59.5,61.3,58.1,62.8,68.0,76.9,78.4,32.8,35.1,35.0,34.3
90.0,73.4,64.1,81.8,86.8,94.3,110.9,47.4,48.8,41.3,45.8
120.0,82.0,74.4,94.3,100.4,116.0,177.8,54.6,63.3,50.9,53.7
149.5,86.9,81.6,104.8,110.5,125.4,211.8,68.4,74.4,60.3,65.2
179.5,94.8,88.6,111.2,120.1,135.2,226.9,75.4,77.8,60.0,70.7
209.5,92.5,94.4,111.1,129.4,141.9,225.6,81.0,78.2,66.3,77.5
239.5,99.1,97.5,114.3,137.9,146.2,236.5,76.7,84.9,66.4,77.3
269.5,103.4,101.1,122.4,140.2,152.0,232.8,87.3,86.3,66.6,81.0
298.5,101.7,99.0,124.8,148.0,155.2,237.8,82.0,90.7,80.6,79.2
328.0,67.6,73.8,86.9,109.0,137.6,218.4,50.8,48.1,39.2,60.6
359.0,-28.9,-6.0,-15.6,-22.4,-34.3,-5.0,-57.3,-67.8,-56.4,-35.3
389.5,-109.8,-137.8,-127.0,-120.2,-103.9,-92.9,-174.9,-159.6,-133.6,-117.1
419.5,-129.0,-145.3,-136.4,-163.4,-143.8,-125.5,-245.2,-197.4,-176.8,-140.5
449.0,-128.4,-189.9,-150.4,-162.1,-162.0,-141.1,-271.0,-215.9,-208.0,-164.9
479.0,-141.6,-162.2,-157.7,-179.9,-160.1,-149.1,-299.3,-232.6,-233.0,-185.5
509.5,-137.9,-168.8,-180.8,-180.4,-173.6,-156.0,-318.4,-243.5,-242.8,-200.3
537.5,-141.1,-217.8,-185.5,-184.3,-177.9,-158.0,-331.7,-252.7,-262.8,-209.6
567.5,-142.2,-180.4,-174.0,-191.5,-182.8,-157.1,-321.3,-257.6,-260.8,-219.2
599.5,-141.4,-174.5,-181.3,-182.3,-175.5,-149.7,-317.0,-261.0,-268.8,-217.9
629.5,-143.0,-161.3,-167.3,-177.0,-180.4,-150.4,-319.0,-258.3,-262.6,-224.5
658.0,-140.5,-192.2,-173.1,-164.8,-179.0,-151.2,-329.2,-264.3,-272.0,-222.6
688.0,-139.2,-171.6,-150.5,-167.7,-170.7,-152.0,-325.5,-264.2,-266.6,-231.4
719.5,-135.3,-171.0,-172.9,-162.5,-171.7,-151.3,-323.1,-266.2,-269.4,-225.4
749.5,-138.5,-150.4,-161.2,-176.2,-173.6,-151.6,-317.4,-254.1,-271.0,-225.0
780.0,-141.0,-170.7,-164.7,-173.6,-174.5,-157.9,-338.1,-265.7,-272.8,-226.0
810.0,-139.0,-165.7,-175.3,-179.7,-167.4,-155.3,-317.2,-266.4,-273.8,-230.6
839.5,-140.6,-176.7,-165.1,-174.9,-184.0,-161.0,-320.3,-267.5,-273.4,-232.3
868.5,-141.0,-151.4,-183.2,-184.5,-172.2,-153.4,-340.3,-268.3,-275.9,-238.0
898.5,-139.9,-192.3,-165.9,-184.7,-169.5,-153.4,-323.3,-264.6,-275.0,-222.2
929.5,-135.5,-170.8,-160.0,-162.1,-172.9,-151.7,-333.5,-267.4,-278.0,-230.4
959.5,-145.4,-189.8,-162.6,-166.2,-169.7,-156.1,-329.5,-269.4,-271.9,-235.8
989.5,-144.3,-150.2,-173.6,-162.1,-170.1,-152.8,-326.2,-273.0,-274.9,-229.6
1019.5,-134.2,-159.5,-155.7,-144.4,-160.2,-147.5,-305.8,-246.9,-254.9,-223.8
1049.5,-117.2,-133.8,-161.2,-127.1,-143.8,-142.2,-293.0,-231.5,-239.5,-204.2
1079.5,-118.5,-152.1,-133.6,-122.3,-130.0,-129.8,-282.9,-231.2,-232.2,-192.4
1109.5,-114.6,-175.3,-149.1,-118.0,-128.2,-121.5,-278.4,-227.1,-226.1,-193.2
1139.5,-111.8,-131.5,-136.1,-117.0,-125.8,-116.6,-275.9,-223.3,-227.0,-188.1
1169.5,-111.8,-125.3,-142.7,-113.4,-126.9,-122.3,-271.3,-223.0,-222.8,-188.1
1199.5,-130.0,-158.8,-133.2,-138.9,-140.7,-132.2,-292.5,-238.0,-240.3,-196.4
1229.5,-135.1,-162.5,-183.0,-160.8,-165.8,-153.2,-329.5,-261.0,-258.2,-224.5
1259.5,-143.8,-181.0,-174.6,-161.5,-173.4,-156.5,-324.5,-264.5,-285.8,-232.7
1289.5,-145.3,-182.8,-173.3,-180.0,-179.0,-157.1,-334.3,-273.2,-274.2,-239.4
1319.5,-144.2,-157.1,-156.3,-165.6,-173.9,-150.9,-331.9,-265.3,-279.7,-237.8
1349.5,-143.1,-175.9,-134.8,-158.2,-165.5,-153.0,-332.2,-269.8,-273.6,-235.0
1378.5,-140.3,-197.1,-181.4,-186.0,-168.6,-152.1,-320.6,-264.4,-276.8,-243.6
1408.5,-147.8,-189.0,-177.8,-180.3,-174.8,-156.5,-335.0,-270.2,-282.2,-235.7
1439.5,-143.0,-179.2,-160.2,-163.1,-172.2,-156.4,-318.9,-271.1,-279.2,-242.5
1469.5,-147.4,-201.2,-189.8,-171.6,-178.9,-162.7,-350.6,-275.3,-283.1,-244.9
1499.5,-171.3,-218.5,-203.2,-201.8,-204.1,-180.4,-372.4,-308.4,-330.2,-268.8
1529.5,-195.5,-229.7,-237.8,-255.0,-230.2,-204.0,-391.0,-342.2,-351.0,-301.4
1559.5,-224.6,-320.3,-321.9,-363.6,-269.3,-236.7,-407.2,-384.3,-387.2,-339.5
1589.5,-231.8,-373.0,-336.7,-375.5,-273.2,-244.2,-405.5,-392.7,-395.9,-341.2
1619.5,-248.6,-404.4,-361.1,-394.3,-288.2,-258.7,-423.8,-420.1,-420.8,-298.6
1649.5,-252.2,-395.4,-375.2,-413.2,-296.9,-265.1,-414.8,-405.4,-415.5,-279.0
1679.5,-293.4,-454.5,-416.6,-425.0,-308.4,-278.1,-355.0,-350.7,-391.0,-245.3
1709.5,-283.1,-469.2,-410.9,-447.2,-312.4,-284.0,-333.9,-344.2,-387.2,-252.1
1739.5,-294.3,-480.4,-433.9,-440.7,-324.1,-281.2,-316.3,-314.2,-365.6,-242.5
1769.5,-295.1,-475.3,-426.9,-453.5,-320.8,-282.9,-312.2,-317.1,-352.9,-244.8
1799.5,-291.6,-480.3,-412.9,-455.6,-313.9,-279.6,-306.9,-327.4,-361.8,-239.0
1829.5,-295.0,-490.0,-429.3,-450.3,-316.7,-281.4,-310.1,-331.5,-372.3,-244.1
1859.5,-294.9,-482.2,-426.8,-456.8,-323.2,-284.9,-304.1,-321.5,-362.1,-239.4
1889.5,-296.9,-502.2,-434.1,-451.5,-321.8,-280.7,-307.1,-312.9,-355.6,-239.5
1919.5,-299.8,-494.7,-434.3,-451.9,-327.4,-282.4,-304.1,-312.3,-350.3,-239.3
1949.5,-301.7,-471.3,-431.0,-453.5,-325.2,-282.3,-296.7,-310.7,-355.6,-240.4
1979.5,-300.7,-486.2,-429.5,-455.7,-322.8,-282.7,-306.9,-308.5,-352.8,-240.3
2007.0,-299.6,-492.9,-442.4,-467.0,-322.2,-284.7,-297.3,-307.7,-346.5,-241.4
2037.0,-297.6,-486.9,-425.4,-453.9,-324.6,-278.0,-301.0,-307.0,-344.8,-241.3
2069.5,-291.8,-486.2,-425.4,-454.3,-319.7,-282.4,-299.8,-309.5,-345.5,-242.9
2099.5,-289.9,-496.9,-439.5,-455.7,-321.4,-281.5,-296.2,-305.6,-342.8,-239.6
