Time,202-T-A2,202-T-B2,202-T-C2,202-T-D2,202-T-E2,202-T-F2,202-T-G2,301-T-A2,301-T-B2,301-T-C2,301-T-D2,301-T-E2,301-T-F2,301-T-G2,301-T-H2,302-T-A2,302-T-B2,302-T-C2,302-T-D2,302-T-E2,302-T-F2,302-T-G2,302-T-H2,303-T-A2,303-T-B2,303-T-C2,303-T-D2,303-T-E2,303-T-F2,303-T-G2,303-T-H2,304-T-A2,304-T-B2,304-T-C2,304-T-D2,304-T-E2,304-T-F2,304-T-G2,304-T-H2,205-T-A2,205-T-B2,205-T-C2,205-T-D2,205-T-E2,205-T-F2,205-T-G2,205-T-H2,305-T-A2,305-T-B2,305-T-C2,305-T-D2,305-T-E2,305-T-F2,305-T-G2,305-T-H2,306-T-A2,306-T-B2,306-T-C2,306-T-D2,306-T-E2,306-T-F2,306-T-G2,306-T-H2,307-T-A2,307-T-B2,307-T-C2,307-T-D2,307-T-E2,307-T-F2,307-T-G2,307-T-H2,207-T-A2,207-T-B2,207-T-C2,207-T-D2,207-T-E2,207-T-F2,207-T-G2,207-T-H2,208-T-A2,208-T-B2,208-T-C2,208-T-D2,208-T-E2,208-T-F2,208-T-G2,208-T-H2,209-T-A2,209-T-B2,209-T-C2,209-T-D2,209-T-E2,209-T-F2,209-T-G2,209-T-H2,211-T-A2,211-T-B2,211-T-C2,211-T-D2,211-T-E2,211-T-F2,211-T-G2,211-T-H2,213-T-A2,213-T-B2,213-T-C2,213-T-D2,213-T-E2,213-T-F2,213-T-G2,213-T-H2,214-T-A2,214-T-B2,214-T-C2,214-T-D2,214-T-E2,214-T-F2,214-T-G2
242.5,30,36,47,70,85,88,75,29,36,47,89,100,125,136,141,28,35,45,87,134,151,160,166,29,40,61,99,134,158,187,205,33,38,65,139,577,221,260,284,30,109,69,73,64,62,116,166,11,11,12,10,11,13,30,44,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,8,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,91,5,4,6,7
272.5,32,36,47,69,86,90,75,31,38,47,93,104,129,140,143,29,35,47,88,136,156,165,169,29,38,59,97,141,167,192,212,34,38,62,141,579,228,268,297,30,109,69,74,64,66,123,187,11,11,12,10,11,13,42,78,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,8,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,88,5,4,6,7
302.5,32,38,50,72,88,92,78,31,38,49,93,106,133,143,147,29,35,48,89,138,157,168,173,29,41,63,97,134,162,191,210,35,38,63,139,579,226,268,292,30,108,69,74,64,66,128,202,11,11,12,10,11,13,47,77,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,103,5,4,6,7
332.5,32,38,50,74,89,92,82,31,38,49,93,106,133,143,147,30,36,48,87,139,158,167,172,29,42,64,99,136,166,190,208,35,40,66,138,577,226,265,285,32,110,69,74,65,68,126,208,11,11,12,10,11,14,48,77,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,121,5,4,6,7
362.5,33,39,51,75,90,93,82,32,38,50,95,109,133,143,147,30,36,48,91,139,158,167,172,30,40,62,99,139,164,192,209,36,41,67,142,585,229,268,289,32,110,69,76,66,68,129,214,11,11,12,10,11,14,51,78,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,128,5,4,6,7
392.5,33,39,51,76,91,94,82,32,39,50,96,109,135,145,147,30,36,47,92,141,160,169,172,30,41,64,103,144,168,196,216,38,41,68,149,585,233,277,306,32,110,70,76,67,70,135,223,11,11,12,10,11,14,54,95,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,125,5,4,6,7
421.5,33,39,51,76,91,94,82,32,39,50,98,111,138,148,151,30,38,49,94,143,163,173,179,30,40,64,106,146,172,200,223,38,41,66,145,586,242,285,310,33,110,70,76,67,71,141,228,11,11,12,10,11,16,57,114,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,131,5,4,6,7
450.5,33,41,53,76,89,95,82,32,39,50,98,112,141,148,151,32,38,49,95,144,162,173,179,32,43,64,107,148,176,203,223,38,41,67,149,587,240,284,306,33,112,70,77,70,74,159,237,11,11,12,10,13,18,63,158,10,9,9,9,10,9,15,15,9,9,9,9,9,9,9,8,9,8,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,134,5,4,6,7
481.0,34,41,52,73,87,92,84,32,39,52,101,111,139,147,150,32,40,53,99,143,162,175,182,34,44,70,114,157,188,217,235,39,43,66,158,586,251,305,337,33,113,72,77,74,89,203,254,12,11,13,10,15,22,116,223,10,9,9,9,10,12,53,95,9,9,9,9,9,9,9,8,9,8,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,139,5,4,6,7
512.0,34,41,52,73,84,88,81,32,41,54,101,111,137,147,152,32,40,55,103,143,167,182,191,35,44,81,131,180,210,237,252,39,42,65,152,581,251,311,357,33,113,74,79,78,129,247,277,12,12,13,12,20,50,174,260,10,9,9,9,14,20,119,167,9,9,9,9,11,25,30,65,9,8,8,8,9,9,9,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,144,5,4,6,7
542.5,34,41,52,71,82,85,79,32,41,57,103,113,137,147,152,32,40,56,107,148,173,188,196,35,48,88,146,194,219,246,263,39,45,65,143,575,252,314,366,35,115,74,77,83,180,284,299,12,12,13,14,25,98,201,278,10,9,9,9,16,35,161,195,9,9,9,9,15,50,61,115,9,8,8,8,9,9,11,9,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,148,5,4,6,7
572.5,34,42,54,72,82,83,77,34,43,59,106,117,140,151,155,34,42,60,111,154,179,193,198,35,52,91,150,194,220,248,260,39,45,70,148,575,255,319,362,35,115,72,75,83,209,302,311,12,12,13,14,29,114,201,283,10,9,9,11,19,45,171,198,9,10,10,10,18,60,77,134,9,9,10,11,14,19,35,59,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,147,5,4,6,7
602.5,36,45,58,76,86,86,77,37,48,68,115,124,147,157,160,36,46,67,117,160,182,196,203,39,52,86,135,182,210,237,258,40,48,76,168,593,268,326,356,35,111,68,69,77,187,299,311,12,12,14,16,26,80,163,266,11,11,12,15,21,38,138,175,11,12,12,13,18,46,73,123,11,10,10,11,15,22,41,67,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,147,5,4,6,7
632.5,39,49,64,83,94,94,82,40,48,69,122,129,153,164,167,40,50,70,122,162,182,195,200,43,55,82,129,172,203,230,250,44,53,84,180,602,269,317,348,33,105,61,60,67,148,280,303,14,12,14,16,24,60,133,239,11,11,12,14,21,34,99,146,11,12,12,13,16,28,49,100,9,10,10,11,10,13,23,30,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,147,5,4,6,7
662.5,42,53,67,88,100,102,88,44,53,70,119,132,156,164,169,40,51,67,117,162,181,191,196,43,54,79,121,164,194,221,237,44,51,82,175,603,270,304,327,33,102,57,56,59,119,254,292,14,12,13,14,22,52,112,210,11,11,11,12,17,31,76,130,10,10,10,11,13,19,26,75,9,10,10,8,10,13,13,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,145,5,4,6,7
692.5,44,54,69,91,103,105,93,43,52,66,117,128,155,163,166,41,49,63,112,160,178,188,192,40,51,75,118,161,190,213,231,42,48,79,176,603,265,298,326,33,104,60,58,55,96,230,281,12,12,13,12,19,45,98,177,10,10,9,10,14,25,58,106,10,10,10,10,10,13,16,46,9,10,10,8,8,13,10,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,147,5,4,6,7
722.5,44,54,67,89,103,105,95,41,51,63,112,125,152,160,163,38,46,58,107,156,175,186,189,36,47,73,116,160,186,211,230,40,46,73,167,595,258,299,328,33,107,64,61,54,84,211,275,12,12,13,12,17,40,91,169,10,10,9,10,12,19,43,81,10,10,9,10,9,13,13,16,9,10,8,8,8,8,10,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,148,5,4,6,7
751.5,43,52,65,87,102,104,95,39,48,60,111,125,152,160,163,35,43,58,107,156,175,184,188,34,45,71,112,156,184,209,230,40,44,70,166,600,257,294,322,33,109,66,65,55,77,198,270,12,12,13,12,15,36,85,159,10,10,9,10,12,15,27,57,10,10,9,10,9,9,11,8,9,10,8,8,8,8,10,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,152,5,4,6,7
780.5,43,50,62,86,100,104,93,39,46,57,107,122,150,158,160,35,41,55,100,155,175,183,188,34,44,69,109,153,182,210,233,40,44,71,156,593,256,297,327,35,111,68,69,58,74,187,265,12,12,13,12,15,33,81,146,10,10,9,10,10,11,20,35,10,10,9,10,9,9,11,8,9,10,8,8,8,8,9,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,160,5,4,6,7
811.0,40,48,60,84,100,103,93,37,44,55,107,122,151,159,162,35,41,53,99,153,172,182,188,34,44,66,110,154,182,210,229,42,44,72,154,593,248,290,319,35,113,69,73,62,74,173,260,12,12,13,12,15,31,77,138,10,10,9,10,10,10,14,20,10,10,9,10,9,9,11,8,9,10,8,8,8,8,9,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,165,5,4,6,7
842.0,39,48,60,84,100,103,93,37,44,55,104,119,148,156,158,35,41,53,99,152,174,182,188,33,43,66,109,152,181,209,226,42,44,70,154,594,255,296,318,35,113,71,75,64,74,167,256,12,12,13,12,13,29,74,119,10,10,9,10,10,10,10,11,10,10,9,10,9,9,11,8,9,10,8,8,8,8,9,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,169,5,4,6,7
872.5,39,47,60,84,99,103,93,37,44,55,105,120,148,157,160,35,41,52,98,153,172,182,187,33,44,66,108,148,178,209,229,42,44,71,157,589,249,290,316,35,114,73,78,66,74,161,251,12,12,13,12,13,27,72,121,10,10,9,10,10,10,10,9,10,9,9,10,9,9,11,8,9,10,8,8,8,8,9,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,8,5,5,5,5,6,6,6,6,4,4,172,5,4,6,7
902.5,39,47,58,82,99,103,93,37,44,54,103,120,148,157,158,35,41,52,99,150,170,181,186,33,43,66,110,154,181,206,227,42,44,70,149,585,247,288,319,36,116,73,80,69,76,163,248,12,12,13,12,13,27,75,134,10,10,9,10,10,10,10,12,9,9,9,8,9,9,11,8,9,8,8,8,8,8,9,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,174,5,4,6,7
932.5,39,47,58,82,96,103,93,37,44,54,105,117,148,158,159,35,41,54,101,152,173,184,190,34,45,67,111,156,184,216,236,41,44,70,153,590,254,300,326,36,116,73,80,72,78,173,255,12,12,13,12,13,27,77,166,10,10,9,10,10,10,14,28,9,9,9,8,9,9,11,8,9,8,8,8,8,8,9,10,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,8,5,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,176,5,4,6,7
962.5,39,47,58,84,98,101,91,37,44,55,107,121,150,160,162,36,43,55,101,152,174,186,189,33,45,68,111,155,182,217,237,41,46,69,155,594,255,303,338,36,116,73,80,72,78,180,260,12,12,13,12,13,27,79,170,10,10,9,10,10,10,22,38,9,9,9,8,9,9,11,8,8,8,8,8,8,8,9,8,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,7,5,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,175,5,4,6,7
992.5,40,47,59,83,98,102,91,37,44,55,107,122,152,160,164,36,43,54,101,156,177,186,190,34,45,66,109,154,184,212,230,40,44,68,149,593,253,296,326,36,116,73,80,72,78,178,260,12,12,13,12,13,27,78,161,10,10,9,8,9,10,21,31,9,9,9,8,9,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,178,5,4,6,7
1022.5,40,47,59,83,101,104,94,37,44,55,107,122,150,158,163,34,41,53,100,154,173,185,188,34,45,68,107,149,179,208,227,42,44,67,147,591,254,293,319,36,114,73,80,70,77,170,256,12,12,13,12,13,27,75,145,10,8,8,8,9,9,16,24,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,182,5,4,6,7
1052.5,40,47,59,83,100,105,94,37,44,55,106,120,148,157,160,34,41,53,97,152,172,183,187,34,45,65,107,149,178,209,227,41,44,69,158,595,256,297,322,36,115,73,80,70,75,168,256,12,12,13,12,13,25,74,149,8,8,8,8,9,9,12,20,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,187,5,4,6,7
1082.5,40,47,58,85,100,105,93,37,44,55,104,119,150,159,160,34,41,53,96,154,176,185,189,34,46,67,109,155,187,213,232,43,44,71,164,596,262,300,322,36,116,73,80,71,75,170,257,12,12,13,12,13,25,75,148,8,8,8,8,9,9,10,14,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,190,5,4,6,7
1112.5,40,47,58,85,100,105,95,37,44,55,104,122,152,161,164,34,41,53,102,157,177,185,192,34,43,66,109,152,181,211,236,43,44,72,156,593,259,294,320,36,116,73,80,71,77,166,253,12,12,13,12,13,25,73,140,8,8,8,8,9,9,11,18,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,193,5,4,6,7
1142.0,40,47,58,84,101,105,95,37,44,55,104,122,150,160,163,34,41,53,100,154,175,185,189,34,43,67,108,151,181,208,230,45,46,72,152,591,256,291,316,36,116,73,80,71,77,161,249,12,12,13,12,13,25,72,124,8,8,8,8,9,9,10,16,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,6,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,194,5,4,6,7
1172.0,40,47,59,84,102,105,97,37,44,55,104,120,149,158,162,34,41,53,98,153,175,184,188,34,45,69,107,151,180,209,229,43,46,73,157,595,256,295,322,36,116,73,82,71,75,158,250,12,12,13,12,13,24,72,122,8,8,8,8,9,9,10,16,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,8,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,195,5,4,6,7
1202.0,40,47,59,84,100,103,95,37,44,55,104,120,151,159,162,35,41,54,99,153,173,186,190,35,45,67,107,152,181,213,232,43,46,70,155,593,255,300,331,36,118,73,82,73,78,169,254,12,12,13,12,13,26,78,165,8,8,8,8,9,9,19,35,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,8,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,192,5,4,6,7
1232.0,40,47,58,84,98,103,93,37,44,55,108,120,152,159,164,35,43,55,101,155,176,188,191,35,45,67,111,155,187,219,239,44,46,72,167,594,262,305,336,36,118,74,82,75,81,186,262,12,12,13,12,13,26,83,197,8,8,8,8,9,10,32,71,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,8,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,190,5,4,6,7
1262.5,40,48,58,84,100,102,93,37,45,57,110,123,154,162,165,35,43,55,103,158,178,189,194,37,47,66,111,155,186,217,235,44,46,72,163,597,260,302,329,36,118,74,82,75,81,195,267,12,12,13,12,15,27,85,191,8,8,8,8,9,13,40,85,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,8,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,190,5,4,6,7
1292.5,40,48,61,85,101,103,96,37,45,57,110,123,154,162,165,35,43,54,102,157,178,188,192,35,47,68,110,159,189,220,240,44,47,71,161,599,265,308,332,36,116,74,82,73,80,195,270,12,12,13,12,15,27,84,190,8,8,8,8,9,13,38,88,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,8,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,192,5,4,6,7
1322.0,42,48,61,85,101,105,96,37,45,57,110,123,156,165,167,35,43,54,104,158,179,191,196,35,47,68,113,158,191,222,243,44,47,71,164,598,270,311,337,36,117,74,82,73,79,199,270,12,12,13,12,15,27,86,190,8,8,8,8,9,13,40,83,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,8,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,195,5,4,6,7
1352.0,42,48,61,85,101,105,96,39,45,57,111,125,156,165,167,35,43,56,105,158,179,189,195,35,47,69,110,157,187,221,243,45,47,74,161,595,265,307,338,38,117,73,80,72,79,199,273,12,12,13,12,15,27,84,188,8,8,8,8,9,13,34,72,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,8,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,198,5,4,6,7
1382.5,42,50,61,87,103,107,97,39,45,57,109,124,156,164,167,35,43,56,102,157,178,191,196,35,47,67,109,155,185,214,235,44,46,72,158,600,264,301,323,38,117,73,80,72,77,192,271,12,12,13,12,15,27,83,181,8,8,8,8,9,12,29,56,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,7,7,7,8,8,10,7,6,8,7,7,7,7,7,6,5,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,201,5,4,6,7
1412.0,42,50,61,85,102,107,97,39,45,57,109,125,154,163,165,35,43,54,102,159,179,188,193,36,47,68,112,157,186,215,235,44,46,74,165,599,267,305,330,38,117,73,80,72,77,185,267,12,12,13,12,15,27,80,159,8,8,8,8,9,12,24,35,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,8,7,7,8,8,10,7,8,8,7,7,7,7,7,6,6,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,201,5,4,6,7
1441.7,42,50,61,85,103,107,97,39,45,57,109,125,154,163,165,35,43,55,102,159,180,189,193,36,47,68,109,155,186,216,239,45,46,71,157,594,264,304,332,38,118,73,80,72,77,183,266,12,12,13,12,14,27,78,158,8,8,8,8,9,10,21,30,9,9,9,8,7,8,11,7,8,8,7,7,7,8,9,8,7,7,8,7,7,8,8,10,7,8,8,7,7,7,7,7,6,6,6,6,6,6,7,7,5,5,5,5,6,6,6,6,4,4,205,5,4,6,7
