Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-639.38,-906.17
9.00,-1288.09,-2534.35
32.00,119.11,-448.73
62.50,1748.85,3476.06
93.00,3523.51,6930.57
123.00,2982.44,10237.07
153.00,5013.89,17424.45
183.00,27686.61,38811.28
213.50,15260.67,33908.08
243.50,6131.17,27719.29
273.50,3692.33,25664.16
303.50,1754.29,27155.08
333.50,700.54,27896.26
363.50,10658.95,27125.14
393.50,19677.54,26506.17
423.50,23276.94,26506.17
453.50,22310.67,24446.64
483.50,22105.59,23980.94
513.50,22958.52,24810.02
543.00,23966.46,25778.70
573.00,24189.44,25924.64
603.50,22728.28,24195.44
633.00,22728.28,24195.44
662.50,23813.50,25639.63
692.50,21397.08,22721.40
723.00,22981.13,24334.15
753.50,23892.06,26175.74
783.00,23236.07,24807.12
813.00,23548.11,24972.38
843.50,23945.03,25615.07
873.50,24434.34,25734.61
903.00,23413.43,24879.44
932.50,23315.90,24617.36
963.00,24251.16,25618.37
993.50,25444.34,26955.95
1023.00,24436.28,25795.71
1053.00,24745.75,26029.16
1083.00,23136.34,24392.21
1113.00,24958.98,26414.38
1143.50,25770.96,27360.76
1173.00,24965.08,26473.58
1202.50,25964.13,27555.25
1233.00,25405.75,26838.71
1263.00,23957.93,25223.81
1292.50,26241.61,27433.94
1322.50,19967.48,21090.49
1353.00,16716.85,17640.91
1383.50,19495.55,20570.65
1413.00,19174.95,20193.03
1443.00,22408.56,23682.25
1473.00,18276.96,19390.97
1503.00,19163.43,20287.60
1533.50,21934.33,23252.32
1563.00,21594.87,22957.87
1593.00,24589.88,26199.79
1623.50,20541.73,21670.90
1653.50,26087.13,27596.17
1683.00,20967.89,22292.26
1712.50,19238.49,20519.45
1743.00,21911.77,23327.73
1773.50,25401.89,27261.79
1803.00,18641.84,19979.45
1833.00,24203.57,25813.43
1863.00,19910.40,21224.19
1893.00,5562.35,6072.92
1923.50,1422.80,1468.40
1953.00,621.03,1468.40
1982.00,621.03,358.54
2011.00,621.03,358.54
2042.00,621.03,358.54
2073.50,621.03,358.54
2103.00,621.03,358.54
2133.00,621.03,358.54
2163.50,116.42,358.54
2193.00,116.42,358.54
2223.00,116.42,358.54
2253.00,116.42,358.54
