Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,13.59,11.04,9.59,11.17,10.62,8.67,8.52,12.14,10.79,11.01
3.00,18.80,14.76,13.68,16.90,16.75,9.08,5.16,9.11,7.97,12.78
21.00,26.30,22.16,21.64,26.16,30.86,14.29,3.27,7.03,6.54,7.12
51.50,34.83,31.49,29.88,41.07,38.08,18.47,11.07,18.21,14.16,12.64
81.00,38.62,37.70,35.11,53.04,62.86,46.41,17.57,23.68,18.54,22.74
111.00,46.44,40.81,40.83,57.52,74.30,66.02,22.40,30.13,24.03,17.53
141.00,-0.31,33.44,37.62,63.01,73.21,65.09,25.02,48.03,38.79,57.01
170.50,-128.49,-87.12,-68.17,-40.07,-15.75,-30.38,16.55,79.96,38.79,94.82
199.50,-141.22,-113.53,-92.83,-58.51,-45.27,-52.94,-88.04,48.22,34.36,68.04
229.00,-138.75,-114.44,-95.32,-64.95,-45.71,-61.00,-107.79,42.96,30.08,85.05
260.00,-138.22,-113.44,-91.97,-65.26,-56.57,-56.93,-119.20,37.32,26.55,73.26
290.50,-133.89,-107.07,-86.25,-65.00,-55.02,-51.49,-122.78,33.85,25.36,63.17
321.00,-131.87,-106.64,-85.11,-64.17,-54.19,-50.37,-123.01,31.86,24.92,51.60
351.50,-143.46,-110.51,-87.25,-66.67,-57.32,-49.72,-123.63,31.86,13.68,66.55
381.00,-138.43,-109.60,-86.68,-67.83,-58.34,-52.17,-135.81,21.10,18.25,62.06
410.50,-134.52,-106.03,-84.01,-65.18,-55.54,-47.35,-133.18,22.79,19.41,69.69
440.50,-131.97,-104.99,-83.18,-65.68,-56.79,-51.21,-134.85,22.03,19.25,57.68
470.50,-138.35,-105.14,-81.15,-59.20,-56.06,-47.91,-132.59,23.25,21.20,61.24
500.50,-135.84,-100.31,-76.82,-58.85,-51.89,-46.60,-126.99,29.72,23.58,74.55
530.00,-133.65,-97.75,-75.11,-56.14,-49.62,-45.02,-118.93,30.46,19.87,83.05
560.00,-135.20,-97.33,-77.04,-58.83,-50.02,-43.33,-130.15,29.79,21.74,58.18
590.50,-133.77,-98.36,-75.02,-55.62,-50.02,-43.33,-125.17,33.67,25.77,67.38
620.50,-132.77,-96.97,-72.86,-55.33,-50.04,-41.46,-124.45,35.49,26.89,72.95
650.50,-132.77,-96.97,-72.86,-55.33,-49.30,-42.25,-124.48,34.33,25.25,77.07
680.50,-130.91,-97.86,-75.64,-55.71,-51.14,-41.80,-125.21,31.93,23.96,72.99
709.50,-130.38,-99.79,-75.94,-57.40,-50.93,-44.86,-128.04,31.51,23.96,51.56
739.50,-134.82,-101.49,-78.54,-58.96,-50.70,-45.25,-135.03,25.28,21.92,53.92
770.50,-140.48,-104.74,-81.36,-61.24,-53.71,-42.57,-141.39,20.62,18.66,59.58
800.50,-138.29,-103.37,-80.80,-60.63,-53.80,-49.76,-138.23,22.29,20.14,57.30
830.50,-133.29,-95.45,-76.85,-56.75,-51.19,-46.77,-131.36,25.05,21.86,53.95
860.50,-129.79,-97.56,-73.99,-55.88,-49.79,-44.28,-126.33,31.69,22.97,56.22
890.50,-127.69,-98.50,-74.76,-55.66,-49.64,-40.21,-130.81,30.83,26.66,64.49
920.50,-131.33,-98.11,-75.40,-56.84,-49.39,-42.87,-127.77,29.43,23.22,48.99
950.00,-130.00,-97.84,-75.14,-54.79,-49.40,-37.89,-127.41,32.68,25.19,59.76
980.00,-128.83,-96.26,-72.96,-54.91,-48.17,-39.09,-123.14,33.44,24.70,67.79
1010.50,-127.06,-96.26,-72.96,-54.91,-49.89,-42.01,-125.89,27.82,23.15,69.40
1040.50,-131.33,-100.03,-77.39,-58.20,-52.25,-42.79,-132.54,24.21,20.41,60.96
1070.50,-133.55,-99.37,-75.64,-57.34,-49.87,-41.31,-132.82,24.21,20.41,65.70
1100.50,-129.32,-96.32,-73.68,-55.40,-48.81,-46.85,-125.85,29.62,23.46,66.72
1130.50,-162.72,-114.24,-89.31,-68.46,-48.81,-51.20,-136.63,39.14,31.61,78.40
1160.50,-196.95,-150.69,-116.06,-89.86,-77.03,-62.07,-171.19,32.51,28.56,82.92
1190.50,-215.61,-150.69,-116.06,-89.86,-90.66,-72.73,-149.13,32.03,32.31,93.96
1220.50,-219.62,-180.11,-147.29,-118.07,-102.38,-74.45,-130.57,25.01,29.50,80.97
1250.50,-218.52,-180.73,-146.18,-120.26,-101.82,-73.93,-118.03,23.01,24.38,95.02
1280.50,-214.86,-186.42,-149.39,-120.54,-104.54,-73.49,-115.33,18.95,23.84,83.50
1310.50,-212.40,-188.20,-153.65,-124.18,-109.48,-74.09,-113.02,22.04,26.84,89.32
1340.50,-224.05,-188.21,-155.03,-125.15,-109.95,-79.58,-115.60,16.05,23.15,78.43
1370.00,-223.78,-188.21,-155.22,-131.74,-113.85,-80.56,-117.09,11.63,19.71,65.21
1400.00,-231.17,-196.77,-164.28,-135.54,-117.13,-82.59,-113.46,17.25,22.58,67.12
1430.50,-221.53,-190.87,-156.76,-128.75,-111.77,-76.87,-107.98,16.13,24.88,75.34
1460.50,-223.15,-186.27,-152.45,-124.39,-106.54,-73.97,-103.49,21.62,31.50,88.58
1490.50,-225.16,-194.34,-161.42,-131.71,-106.54,-73.97,-101.90,18.95,27.45,80.55
1520.50,-227.10,-190.94,-155.46,-124.75,-108.55,-74.96,-102.19,20.28,27.44,82.14
1550.50,-224.65,-190.94,-155.46,-124.75,-113.68,-76.96,-100.25,22.68,31.25,83.87
1580.50,-228.01,-195.99,-160.80,-131.65,-114.27,-78.70,-99.86,19.67,25.98,72.18
1610.50,-219.84,-194.86,-159.86,-130.37,-113.96,-77.32,-99.84,19.68,25.98,101.42
1640.50,-221.98,-196.16,-161.65,-130.35,-114.46,-77.53,-97.40,18.53,28.51,71.77
1670.50,-229.33,-196.85,-164.60,-132.87,-114.46,-78.36,-98.80,16.33,25.66,76.47
1700.50,-228.83,-200.25,-165.75,-135.44,-117.31,-81.20,-101.28,16.55,23.94,71.11
1728.50,-232.74,-200.25,-165.75,-135.44,-119.59,-80.96,-102.45,15.93,24.34,78.09
