Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,61.75,44.25,0.30,39.75,15.98,152.63,0.30,21.55,0.30,0.00,6.78,0.30,277.21,13.00,0.30,1033.48,0.00,0.30,0.30,28.99
12.50,34.08,39.12,0.30,31.86,15.34,84.91,0.30,22.19,0.30,0.00,7.23,0.30,274.36,13.00,0.30,1020.28,0.00,0.30,0.30,32.78
38.50,31.03,39.12,0.30,40.49,17.62,84.43,0.30,20.63,0.30,0.00,7.84,0.30,263.86,13.00,0.30,1032.42,0.00,0.30,0.30,34.16
68.50,23.32,39.12,0.30,35.06,16.38,97.63,0.30,20.63,0.30,0.00,3.72,0.30,272.26,13.00,0.30,1020.31,0.00,0.30,0.30,32.48
99.50,31.66,45.88,0.30,57.35,17.18,103.88,0.30,20.08,0.30,0.00,7.75,0.30,277.46,13.00,0.30,1014.60,0.00,0.30,0.30,33.23
129.50,62.10,0.30,0.30,47.65,15.70,92.34,0.30,20.51,0.30,0.00,6.45,0.30,279.30,13.00,0.30,1037.74,0.00,0.30,0.30,33.29
158.50,62.10,46.69,0.30,29.60,16.15,107.52,0.30,20.63,0.30,367.13,2.87,0.30,258.95,13.00,0.30,1019.66,0.00,0.30,0.30,33.29
188.50,62.10,24.72,0.30,34.41,16.38,830.73,706.39,55.34,0.30,1000.21,2.91,0.30,270.69,13.00,0.30,1028.07,0.00,0.30,0.30,32.56
219.00,43.18,24.72,0.30,47.07,16.96,1566.87,1061.11,28.63,0.30,1057.81,2.91,0.30,260.24,13.00,0.30,991.09,0.00,0.30,0.30,33.78
249.00,41.20,23.19,0.30,68.36,16.41,1741.14,1068.95,21.88,0.30,997.27,2.90,0.30,270.62,13.00,0.30,1037.66,0.00,0.30,0.30,30.09
279.50,48.93,23.80,0.30,136.69,15.34,1967.03,1086.41,19.59,0.30,1036.27,9.62,0.30,264.18,13.00,0.30,1006.56,0.00,0.30,0.30,30.63
309.50,314.98,28.15,113.83,142.88,17.68,1865.77,988.62,43.55,0.30,901.59,10.10,0.30,258.57,13.00,763.10,1007.67,0.00,0.30,0.30,33.69
339.50,693.63,28.15,314.26,37.01,17.66,1565.32,547.14,47.91,0.30,763.68,24.57,0.30,261.76,13.00,1138.27,1004.74,0.00,0.30,0.30,31.31
369.50,652.34,28.15,289.56,34.70,16.08,1756.97,580.61,44.98,0.30,823.78,20.57,0.30,272.89,13.00,1082.32,1024.10,0.00,0.30,0.30,29.95
399.50,412.45,35.71,60.50,36.99,16.38,1888.15,510.66,49.95,0.30,797.82,13.57,0.30,264.25,13.00,1121.77,963.62,0.00,0.30,0.30,30.07
429.50,258.24,31.43,60.50,62.68,17.87,1899.84,583.71,44.98,0.30,831.70,15.60,0.30,251.52,13.00,1180.56,1023.81,0.00,0.30,0.30,30.76
459.50,182.60,46.81,60.50,61.10,18.59,1907.52,548.93,35.68,0.30,850.04,11.54,0.30,259.26,13.00,1180.84,1000.03,0.00,0.30,0.30,25.94
489.50,139.74,37.74,60.50,53.54,17.55,1905.60,534.89,36.12,0.30,825.51,11.54,0.30,255.18,13.00,1199.39,1019.40,0.00,0.30,0.30,31.53
519.50,80.69,43.64,60.50,47.64,19.48,1929.25,474.76,32.58,0.30,767.83,8.97,240.18,269.78,13.00,1203.22,1014.55,0.00,0.30,0.30,32.65
549.50,69.11,42.27,60.50,34.29,17.59,1862.11,419.10,27.47,0.30,807.10,8.97,498.97,269.02,13.00,1217.79,969.37,0.00,0.30,0.30,30.54
579.50,51.32,40.28,60.50,47.52,18.43,1845.81,482.49,28.00,0.30,792.91,1.77,457.34,263.41,13.00,1180.67,987.99,0.00,0.30,0.30,30.39
609.50,33.84,70.93,60.50,86.85,19.18,1793.24,422.28,28.00,0.30,792.06,5.38,470.89,269.78,11.05,1201.82,1004.00,0.00,0.30,0.30,31.80
639.50,31.52,25.02,60.50,40.50,18.96,1792.70,379.01,31.31,0.30,782.58,2.80,487.37,262.11,8.00,1179.81,993.62,0.00,0.30,0.30,33.89
669.50,44.25,35.78,60.50,44.71,19.09,1694.67,427.68,25.57,0.30,772.76,2.84,483.30,248.17,8.00,1219.81,1014.56,0.00,0.30,0.30,28.81
699.50,42.80,39.98,60.50,63.10,19.38,1740.44,366.63,25.57,0.30,757.46,2.32,513.01,274.69,5.19,1196.10,999.56,0.00,0.30,0.30,30.30
729.50,58.41,28.69,60.50,39.44,18.09,1672.82,349.57,21.64,0.30,767.27,3.01,494.97,253.99,11.78,1206.49,979.02,0.00,0.30,0.30,30.24
759.50,50.54,28.38,60.50,46.93,19.30,1657.87,330.70,21.67,0.30,750.52,2.90,492.05,285.50,11.78,1198.55,986.37,0.00,0.30,0.30,29.11
789.50,59.90,28.38,60.50,48.64,19.25,1677.76,330.89,24.44,0.30,716.21,2.90,492.66,262.48,11.78,1185.16,964.27,0.00,481.57,0.30,30.50
819.50,64.05,22.58,60.50,49.49,19.56,1668.94,316.24,20.61,0.30,714.38,2.90,483.36,256.05,11.78,1192.38,974.72,0.00,481.57,0.30,29.60
849.50,49.10,34.24,60.50,55.35,20.90,1596.97,312.66,21.71,0.30,676.06,2.90,477.78,245.29,11.78,1158.49,939.34,0.00,481.57,0.30,29.30
879.50,91.15,15.97,60.50,49.13,19.18,1602.59,248.98,22.28,0.30,693.01,2.84,483.95,247.50,14.04,1145.67,977.10,0.00,481.57,0.30,31.15
909.50,100.67,30.36,60.50,53.94,20.40,1592.78,253.49,24.19,0.30,691.84,2.84,489.10,252.52,14.04,1145.34,966.71,0.00,481.57,0.30,30.09
939.50,99.43,29.91,60.50,48.08,21.51,1546.19,215.25,23.99,0.30,669.43,2.84,489.12,285.70,14.04,1157.92,960.35,0.00,481.57,0.30,28.97
969.00,121.35,35.45,60.50,32.26,19.68,1529.41,306.28,24.84,0.30,730.34,2.84,503.65,223.39,14.04,1073.55,947.28,0.00,481.57,0.30,29.51
999.00,175.95,35.60,60.50,39.06,20.03,1539.75,384.59,24.03,0.30,737.68,4.15,490.12,257.21,14.04,1049.77,949.65,0.00,481.57,0.30,31.37
1029.50,206.68,56.61,60.50,48.11,18.84,1514.17,393.55,22.64,0.30,746.78,4.15,489.69,233.31,8.00,1038.15,935.78,0.00,481.57,0.30,31.75
1059.50,228.64,34.89,60.50,86.30,19.67,1525.90,403.70,22.93,0.30,768.70,4.15,479.80,200.81,8.00,1046.56,974.83,0.00,481.57,0.30,31.49
1089.50,260.75,42.67,60.50,52.90,20.41,1517.54,370.75,24.08,0.30,730.68,4.15,451.27,260.05,6.96,1046.33,936.35,0.00,481.57,0.30,28.90
1119.50,244.41,33.64,60.50,67.36,21.20,1521.77,382.77,23.25,0.30,758.53,4.15,468.91,221.42,6.96,1098.38,942.91,0.00,481.57,0.30,31.77
1149.50,215.88,49.13,60.50,58.62,20.35,1559.33,442.11,23.25,0.30,770.06,4.15,479.29,229.69,8.00,1025.99,944.04,0.00,128.79,0.30,30.33
1179.50,213.32,37.67,60.50,49.06,21.26,1561.33,439.53,25.51,0.30,745.05,4.15,437.69,247.59,8.00,1025.04,934.97,0.00,128.79,0.30,30.79
1209.50,208.89,67.83,60.50,39.12,20.12,1524.42,435.82,25.35,0.30,774.55,4.15,446.36,229.65,8.00,1050.40,939.65,0.00,128.79,0.30,29.83
1239.50,202.12,50.13,60.50,58.05,20.81,1526.27,411.54,23.95,0.30,754.57,4.15,432.75,214.88,8.00,1075.92,948.20,0.00,152.13,0.30,27.83
1269.50,170.99,70.56,60.50,53.10,19.73,1562.01,391.50,23.68,0.30,785.77,4.15,409.86,247.94,8.00,1027.26,934.89,0.00,152.13,0.30,28.94
1296.50,200.71,46.74,60.50,53.50,21.07,1554.28,413.96,24.60,0.30,750.59,4.15,432.24,220.64,8.00,1098.95,930.67,0.00,152.13,0.30,30.74
1325.00,158.73,52.65,60.50,71.76,21.27,1548.27,370.75,22.67,0.30,792.13,4.15,449.07,213.65,8.00,1090.29,924.16,0.00,90.33,0.30,30.82
1356.50,163.54,43.17,60.50,67.06,19.67,1575.54,415.04,21.64,0.30,730.14,4.15,449.07,210.50,8.00,1073.27,904.86,0.00,90.33,0.30,30.55
1387.00,138.68,75.07,60.50,64.28,21.78,1519.41,356.70,21.64,0.30,756.95,4.15,457.46,221.39,8.00,1112.99,916.81,0.00,90.33,0.30,31.17
1417.50,131.65,58.49,60.50,57.70,21.44,1549.54,399.92,21.64,0.30,751.88,4.15,428.07,213.86,8.00,1076.32,893.94,0.00,90.33,0.30,31.76
1446.00,112.00,66.55,60.50,73.80,20.63,1534.24,376.10,22.20,0.30,715.80,4.15,420.23,218.08,8.00,1059.23,906.08,0.00,90.33,0.30,24.90
1476.00,100.14,67.86,60.50,80.26,21.16,1519.57,349.34,24.60,0.30,719.00,4.15,424.81,188.14,8.00,1060.74,888.24,0.00,90.33,0.30,24.90
1507.00,130.15,63.06,60.50,82.95,22.98,1479.82,351.87,24.54,0.30,720.44,4.15,430.00,209.41,8.00,1041.85,923.88,0.00,90.33,0.30,29.36
1538.00,85.43,57.07,60.50,63.38,21.29,1546.21,355.40,27.41,0.30,742.95,4.15,430.49,192.32,6.53,1026.93,904.34,0.00,90.33,0.30,28.92
1568.00,89.98,50.74,60.50,94.18,23.40,1522.31,381.02,24.17,0.30,728.53,4.15,435.64,235.80,6.53,1033.52,866.03,0.00,90.33,0.30,30.02
1596.00,112.66,44.02,60.50,74.02,21.86,1525.54,387.50,22.20,0.30,728.72,4.15,445.56,194.89,6.53,1025.22,896.64,0.00,90.33,0.30,31.74
1626.00,90.25,66.18,60.50,75.76,21.40,1526.21,384.53,26.79,0.30,736.54,4.15,455.33,216.91,6.53,1083.42,892.88,0.00,90.33,0.30,30.47
1656.50,110.74,51.03,60.50,77.41,20.70,1493.53,429.04,25.79,0.30,744.33,4.15,445.56,213.49,6.53,1063.69,865.34,0.00,388.19,0.30,29.30
1687.50,109.93,77.59,60.50,77.95,22.01,1517.95,335.92,25.00,0.30,734.49,4.15,422.43,207.17,6.53,1038.83,883.78,0.00,388.19,0.30,30.60
