Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,0.11,1.30
5.50,0.20,1.40
25.50,0.19,1.69
55.50,0.35,1.43
85.50,0.24,1.57
114.50,0.39,1.58
143.00,0.35,-13.24
173.00,0.35,-71.08
204.00,0.35,-84.47
234.50,0.45,-84.65
264.50,0.35,-86.12
295.00,0.44,-86.96
325.50,0.34,-87.40
355.50,-2.48,-84.19
385.50,-5.61,-86.39
415.50,-5.19,-88.90
445.50,-5.42,-89.07
475.50,-5.37,-89.74
505.50,-4.92,-89.52
535.50,-4.89,-88.40
565.50,-4.36,-88.57
595.50,-4.82,-84.27
625.03,-4.43,-80.67
655.50,-4.51,-81.88
685.50,-4.26,-82.84
715.50,-4.15,-84.26
745.50,-4.44,-84.49
775.50,-4.26,-84.62
805.50,-3.97,-83.35
835.50,-4.11,-82.36
865.50,-4.27,-81.36
895.50,-3.99,-81.50
925.50,-4.35,-80.93
955.50,-4.66,-77.49
985.00,-4.30,-76.04
1014.00,-4.65,-75.33
1043.50,-4.60,-76.27
1074.00,-4.30,-76.37
1105.00,-4.09,-76.22
1135.50,-4.37,-77.68
1165.50,-4.69,-87.82
1195.50,-4.32,-91.21
1225.50,-4.20,-92.47
1255.50,-4.67,-94.63
1285.50,-4.89,-96.90
1315.50,-4.71,-98.67
1345.50,-4.80,-98.08
1375.50,-4.53,-95.89
1405.50,-4.84,-97.48
1435.50,-4.79,-97.06
1465.50,-4.50,-96.89
1495.50,-4.31,-98.62
1525.50,-4.00,-99.31
1555.50,-3.74,-100.12
1585.50,-3.19,-99.24
1615.50,-2.90,-99.74
1645.00,-2.55,-101.31
1675.00,-2.47,-99.88
1705.50,-2.41,-99.73
1735.00,-2.23,-99.82
1765.00,-2.24,-100.06
1795.50,-2.15,-99.49
1825.50,-2.10,-100.35
1855.50,-2.30,-101.12
1885.00,-2.01,-100.99
1915.00,-2.43,-100.69
1945.50,-1.84,-100.86
1975.00,-1.59,-100.75
2004.50,-2.18,-100.69
2034.50,-1.81,-101.57
2065.00,-1.64,-101.07
2095.50,-1.89,-101.02
2125.00,-1.82,-101.41
2152.50,-1.55,-100.37
2183.00,-1.25,-100.93
2215.00,-1.42,-101.86
2244.50,-1.40,-102.23
2274.50,-1.19,-100.88
2304.50,-1.35,-101.11
2334.50,-1.90,-102.82
2364.50,-1.46,-101.51
2394.50,-1.47,-101.70
2424.50,-1.39,-103.29
2454.50,-1.04,-101.94
2484.00,-1.08,-102.00
