Time,South Central Fans,North Central Fans
s,C,C
0.00,25.19,24.49
11.00,25.19,24.49
36.50,25.19,24.49
66.50,25.19,24.49
96.50,25.19,24.49
126.00,26.11,24.49
155.50,30.00,24.49
186.00,38.78,24.49
216.00,43.45,24.49
246.00,42.36,24.49
276.50,42.96,24.49
306.50,44.14,24.49
336.50,45.02,24.49
366.50,45.83,24.49
396.50,46.55,24.49
426.50,47.04,24.49
456.50,47.37,24.75
486.50,47.38,24.75
516.00,47.15,24.75
546.00,47.25,24.75
576.50,47.48,24.75
606.50,47.71,24.75
636.50,48.20,24.75
665.50,48.51,24.75
693.50,49.10,24.75
723.50,49.97,24.75
755.50,50.08,24.75
786.00,50.64,24.85
815.50,51.06,24.85
845.00,50.83,24.85
875.00,50.92,24.94
906.00,50.99,24.94
936.50,50.98,24.94
966.50,51.14,24.94
996.50,51.11,24.94
1026.50,51.75,24.94
1056.50,51.75,24.94
1086.50,52.05,24.94
1116.50,52.24,24.94
1146.50,52.35,24.94
1176.50,52.37,24.94
1206.50,53.15,24.94
1236.50,52.90,24.94
1266.50,53.00,24.94
1296.50,52.99,24.94
1325.50,52.93,24.94
1354.00,53.65,24.94
1384.50,53.97,24.94
1416.00,54.20,24.94
1446.50,54.08,24.94
1475.50,54.29,24.94
1504.00,54.18,24.94
1535.00,54.27,24.94
1566.00,54.34,24.94
1595.50,54.49,24.94
1625.00,54.53,24.94
1655.00,54.86,24.94
1686.00,55.32,24.94
1716.00,55.33,24.94
1745.00,55.41,24.94
1775.50,55.11,24.94
1806.50,55.37,24.94
1836.50,56.03,25.01
1866.50,53.52,25.01
1896.00,50.12,25.01
1926.00,47.17,25.01
1956.50,44.84,25.01
1986.50,43.09,25.01
2016.50,42.84,25.01
2046.00,42.60,25.01
2076.00,41.84,25.01
2106.50,41.27,25.01
2136.50,40.93,25.01
2166.50,40.27,25.01
2196.50,39.68,25.01
2226.50,39.46,25.44
2254.50,39.14,25.98
2284.50,38.69,26.70
2316.50,38.25,26.92
2345.00,38.03,27.03
2374.50,37.82,27.25
2404.50,37.59,27.69
2433.50,37.59,27.79
2463.50,37.48,28.03
2494.00,37.48,28.03
2525.00,37.38,28.03
2555.00,37.27,28.03
