Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,8.12,0.70,1.93,5.72,5.90,6.97,3.16,1.89,4.43,1.46
2.50,10.04,2.90,1.88,5.96,14.15,9.22,-1.84,-4.41,0.35,-3.65
20.00,15.59,6.51,7.55,18.06,21.51,15.09,-2.30,-1.60,4.43,2.69
50.50,25.98,18.04,25.23,33.82,31.53,24.90,8.95,7.38,11.96,12.72
80.00,36.94,29.15,41.05,43.18,47.16,45.08,15.14,18.77,18.12,22.42
109.50,41.85,37.71,48.08,48.00,51.00,45.00,22.20,23.73,23.17,23.82
138.50,27.09,29.96,40.87,40.96,40.47,35.83,17.03,16.29,17.58,4.28
168.00,-19.27,-25.69,-21.63,-45.49,-24.77,-25.51,-45.63,-43.41,-44.03,-50.94
198.50,-100.24,-64.47,-59.56,-103.33,-63.81,-59.90,-92.06,-91.66,-86.37,-110.21
228.50,-110.62,-80.28,-114.42,-98.61,-84.97,-77.18,-110.59,-104.09,-93.26,-124.10
258.50,-116.22,-87.72,-104.17,-109.65,-93.25,-86.80,-126.04,-112.14,-103.70,-128.94
289.00,-123.34,-88.27,-85.56,-108.71,-95.05,-89.69,-155.85,-121.08,-108.06,-132.26
319.00,-126.65,-90.27,-107.01,-106.57,-96.24,-93.85,-153.48,-125.27,-111.36,-139.07
349.00,-124.06,-90.58,-107.81,-113.16,-96.62,-94.60,-153.54,-130.22,-115.18,-135.52
379.50,-124.03,-86.44,-114.52,-118.09,-93.49,-90.68,-153.82,-129.85,-119.22,-135.37
409.50,-114.00,-81.98,-89.21,-111.68,-92.70,-88.58,-148.52,-126.41,-113.33,-133.43
439.50,-111.74,-80.95,-93.50,-115.69,-87.59,-88.01,-144.76,-123.55,-111.44,-130.66
469.50,-104.56,-77.30,-110.67,-90.54,-87.02,-83.70,-141.02,-120.54,-108.11,-127.86
500.00,-102.57,-71.60,-95.32,-93.34,-77.04,-76.20,-136.86,-108.33,-101.18,-122.00
530.50,-96.76,-70.17,-98.20,-112.25,-78.32,-70.49,-131.38,-106.60,-99.80,-116.09
560.00,-103.65,-77.38,-101.35,-93.79,-89.47,-82.79,-134.35,-114.74,-102.35,-123.54
589.50,-147.94,-148.53,-101.46,-124.13,-114.34,-108.68,-184.86,-150.44,-138.02,-153.39
619.50,-175.05,-129.42,-145.98,-103.66,-142.50,-133.16,-212.82,-182.76,-169.07,-194.87
649.50,-178.25,-164.85,-131.98,-146.41,-156.80,-141.49,-235.69,-196.11,-183.34,-204.23
679.50,-178.71,-125.20,-145.35,-123.92,-157.14,-141.51,-237.26,-198.53,-186.82,-211.17
709.50,-184.33,-162.98,-179.22,-141.15,-159.39,-144.13,-234.35,-206.04,-189.08,-216.84
739.50,-182.08,-148.39,-158.66,-142.73,-159.84,-145.83,-232.09,-203.98,-187.63,-220.72
769.50,-187.37,-155.54,-153.54,-116.24,-166.47,-145.29,-233.12,-202.58,-188.59,-218.44
799.50,-186.76,-142.49,-163.91,-157.46,-157.22,-142.57,-232.41,-199.05,-185.93,-215.44
829.50,-186.84,-121.67,-149.16,-124.05,-154.58,-142.41,-232.32,-200.33,-185.02,-215.48
859.50,-180.83,-176.11,-167.59,-132.03,-161.63,-142.50,-226.25,-199.97,-183.58,-215.50
889.50,-179.98,-158.06,-161.78,-142.03,-159.31,-145.35,-233.82,-202.29,-188.77,-220.26
919.50,-214.84,-184.19,-181.94,-177.39,-182.16,-161.67,-256.20,-225.27,-208.93,-248.96
949.50,-215.99,-165.10,-191.67,-183.67,-188.99,-163.92,-268.27,-230.31,-217.17,-253.38
979.50,-224.44,-203.91,-179.05,-195.68,-191.89,-168.95,-266.88,-231.33,-216.92,-257.49
1009.50,-227.00,-174.24,-187.14,-188.71,-186.25,-165.88,-263.92,-226.64,-215.90,-261.34
1039.50,-207.36,-161.75,-171.95,-165.40,-169.71,-152.12,-244.96,-216.84,-203.38,-241.22
1068.50,-194.38,-184.66,-168.93,-138.50,-162.83,-144.22,-234.69,-205.39,-186.92,-228.05
1098.50,-187.47,-149.36,-162.64,-139.80,-158.75,-143.89,-234.84,-203.20,-185.31,-225.83
1129.50,-182.93,-174.45,-142.42,-155.82,-154.56,-144.83,-238.75,-203.25,-188.99,-221.12
1159.50,-187.70,-147.21,-165.25,-148.23,-154.96,-140.88,-236.06,-202.21,-187.32,-218.69
1189.50,-182.67,-149.72,-176.41,-129.02,-150.61,-140.51,-232.02,-201.51,-189.07,-216.42
1219.50,-169.91,-107.34,-152.84,-132.85,-149.78,-138.40,-223.70,-197.41,-181.51,-217.00
1249.50,-174.45,-203.10,-158.50,-141.79,-154.12,-137.72,-226.39,-194.89,-183.23,-209.89
1279.50,-184.10,-144.38,-159.83,-145.36,-156.10,-147.67,-227.07,-201.79,-189.92,-216.01
1309.50,-181.71,-167.66,-142.45,-147.16,-156.98,-145.80,-244.99,-207.03,-190.45,-222.12
1339.50,-179.29,-145.47,-146.95,-140.79,-154.32,-141.73,-234.92,-200.08,-187.69,-213.07
1369.50,-170.21,-117.24,-120.26,-124.10,-138.64,-126.68,-209.46,-183.21,-169.74,-194.65
1399.50,-141.43,-104.36,-123.17,-127.51,-115.93,-117.43,-192.96,-161.34,-153.67,-172.70
1429.50,-134.85,-99.39,-116.10,-101.02,-110.96,-104.19,-188.62,-156.47,-142.49,-165.50
1459.50,-125.98,-95.10,-137.40,-118.25,-106.80,-96.51,-181.91,-148.24,-135.02,-156.56
1489.50,-117.17,-90.32,-107.68,-110.48,-100.52,-100.18,-167.36,-141.61,-129.81,-150.85
1519.50,-113.73,-83.12,-82.49,-91.26,-83.68,-89.75,-153.57,-130.52,-123.13,-142.72
1549.50,-108.85,-80.36,-114.55,-117.95,-85.20,-84.60,-155.96,-126.83,-116.64,-140.77
1579.50,-102.65,-76.00,-82.25,-99.34,-87.64,-81.86,-142.14,-122.50,-111.84,-129.65
1609.50,-100.00,-72.99,-75.48,-120.73,-81.07,-78.86,-138.98,-112.90,-104.99,-126.45
1639.50,-111.32,-78.01,-105.05,-95.76,-86.25,-82.22,-144.16,-121.05,-108.30,-132.04
1669.50,-117.27,-86.32,-108.21,-117.15,-92.88,-86.88,-156.76,-126.80,-117.67,-143.27
1699.50,-131.76,-110.22,-127.73,-117.56,-103.61,-98.65,-183.86,-156.43,-148.75,-160.87
1728.50,-163.65,-160.54,-146.67,-130.00,-134.78,-124.33,-220.22,-183.88,-169.32,-195.93
1758.50,-176.43,-128.54,-178.68,-108.89,-152.90,-139.05,-233.53,-199.54,-188.18,-212.66
1789.50,-184.06,-135.64,-152.35,-131.03,-157.14,-145.80,-245.76,-207.24,-191.07,-216.44
1819.50,-182.55,-153.83,-148.50,-125.95,-156.01,-143.66,-235.98,-204.52,-191.04,-220.85
1849.50,-176.61,-136.92,-146.48,-146.00,-152.21,-142.46,-230.87,-197.18,-184.50,-215.58
1879.50,-173.06,-168.63,-154.00,-156.91,-154.85,-143.17,-220.55,-183.00,-174.99,-202.79
1908.50,-180.54,-191.31,-148.35,-141.87,-158.80,-146.44,-209.18,-183.46,-176.53,-197.39
1938.50,-194.32,-163.80,-156.36,-151.01,-169.49,-148.96,-197.24,-175.80,-173.83,-191.20
1969.50,-211.67,-191.23,-182.00,-177.22,-173.29,-156.74,-179.20,-171.29,-173.94,-205.63
