Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,596.61,1259.76
12.00,1985.56,2838.06
38.50,2580.87,5287.55
68.50,4870.38,7621.08
98.50,8660.92,16360.79
128.50,14689.39,27121.32
158.50,16145.11,31600.63
188.50,10167.46,19726.79
218.50,11213.86,17189.86
248.50,12325.83,18246.95
278.50,16221.09,23469.55
308.50,17918.18,28039.34
338.50,16416.67,28902.38
366.00,16120.89,28188.36
396.00,15565.78,26592.03
428.50,14932.64,24511.32
458.50,13761.45,22079.40
488.50,13761.45,20257.27
516.00,13893.95,22051.35
545.00,14926.52,23440.21
576.50,15736.42,24469.42
606.50,16975.32,25321.14
636.50,16874.65,25576.68
666.50,17109.26,25383.67
696.50,15056.66,21849.25
726.50,14230.34,21138.96
756.00,14695.17,22031.05
785.00,14695.17,22676.55
816.00,16688.21,26787.65
848.00,16173.55,26479.75
878.50,15639.22,24691.22
908.50,11782.51,18472.08
938.50,8882.74,13189.25
968.50,8994.03,13518.26
998.50,8508.32,12224.47
1028.50,13483.37,20987.55
1058.50,11413.79,17541.03
1088.50,12243.64,19163.30
1118.50,14367.84,22366.10
1148.50,16390.58,25497.88
1177.50,15444.08,24324.87
1207.50,12174.07,19027.38
1238.00,10528.33,16200.04
1267.00,13317.15,20793.15
1297.50,15331.95,24223.38
1328.50,15240.81,24080.54
1358.50,16253.00,25525.43
1388.50,16105.93,24995.32
1418.50,15328.41,23271.59
1448.50,13740.62,20551.42
1478.50,15760.68,23581.01
1508.50,17862.93,26891.06
1538.50,10061.96,14260.10
1567.00,2508.29,3499.60
1597.00,473.64,611.75
1628.50,473.64,611.75
1658.50,473.64,611.75
1688.50,473.64,611.75
1718.50,473.64,611.75
1748.50,473.64,611.75
1778.50,473.64,611.75
1806.50,473.64,611.75
1836.50,473.64,611.75
1868.50,473.64,611.75
1898.50,473.64,611.75
1928.50,473.64,611.75
1958.50,473.64,611.75
1988.50,473.64,611.75
2017.00,473.64,611.75
2047.00,473.64,611.75
2077.50,473.64,611.75
2105.50,473.64,611.75
2135.00,473.64,611.75
2165.50,473.64,611.75
2196.00,473.64,-151.79
2226.00,473.64,-151.79
