Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.64,1.41
2.50,-1.42,1.56
19.50,-1.60,0.70
49.50,-0.81,1.01
79.50,-1.41,1.32
109.50,-0.71,1.23
138.00,-11.48,13.72
167.50,-84.95,84.79
199.00,-101.84,110.26
229.50,-103.18,113.06
259.50,-102.13,113.73
289.50,-101.69,113.53
319.50,-101.61,113.72
349.50,-101.68,113.23
379.50,-101.63,113.23
409.50,-99.92,113.32
439.50,-100.62,113.21
469.50,-101.64,113.11
499.00,-101.26,113.09
529.00,-101.69,113.06
559.50,-101.01,113.87
589.50,-101.12,113.33
619.50,-101.49,113.63
649.50,-101.06,113.39
679.50,-101.05,113.98
709.50,-101.00,113.55
739.50,-101.35,113.49
769.50,-101.32,113.80
799.50,-100.96,113.20
829.50,-101.98,113.40
858.50,-100.29,113.40
888.00,-100.81,113.28
919.00,-100.46,112.98
949.50,-99.43,113.48
979.50,-101.24,113.15
1009.50,-101.77,113.62
1039.50,-101.76,113.45
1069.00,-101.22,113.11
1099.00,-101.64,113.25
1128.50,-101.56,113.42
1158.00,-101.99,113.36
1188.50,-101.28,113.51
1219.00,-101.71,113.29
1249.50,-101.14,113.10
1279.50,-101.40,112.61
1309.50,-101.57,113.20
1339.50,-101.69,113.27
1369.50,-101.39,113.23
1399.50,-100.77,112.88
1429.50,-100.98,113.27
1459.50,-101.34,113.44
1488.00,-100.92,113.62
1516.50,-101.19,112.95
1548.00,-101.41,112.93
1578.50,-101.27,112.96
1608.50,-100.56,113.24
1638.50,-101.09,113.04
1668.00,-102.58,112.85
1699.00,-101.48,113.23
1729.00,-101.47,112.74
1759.00,-101.90,112.93
1789.50,-103.18,113.26
1819.50,-102.02,113.58
