Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.71,3.87
13.50,-0.64,3.87
41.50,-1.13,3.87
71.50,-1.48,3.87
101.50,-1.48,3.87
131.50,-14.67,-7.97
161.50,-120.40,-85.58
191.50,-194.46,-180.02
220.50,-198.55,-198.31
250.50,-198.95,-201.29
281.50,-198.55,-199.96
310.50,-198.50,-198.85
339.50,-198.77,-197.98
370.50,-198.83,-197.57
401.50,-197.16,-198.69
431.50,-198.61,-198.82
461.50,-198.23,-199.31
490.00,-198.60,-199.32
519.50,-198.77,-198.80
550.00,-198.64,-199.76
580.00,-198.33,-199.37
610.00,-198.19,-199.05
640.50,-199.06,-199.18
671.00,-199.77,-199.63
701.00,-199.36,-201.27
731.50,-199.97,-200.36
761.50,-199.51,-199.70
791.50,-198.28,-198.86
821.00,-199.52,-200.63
850.50,-198.49,-199.10
880.50,-198.94,-199.67
910.50,-198.38,-199.63
941.00,-197.68,-199.33
971.50,-196.49,-198.91
1001.50,-195.61,-200.44
1031.50,-196.83,-200.65
1061.00,-199.68,-200.59
1090.50,-198.63,-199.67
1120.50,-198.39,-200.89
1151.00,-198.67,-200.12
