Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,3611.66,3724.72
13.00,7033.05,7444.25
40.50,10398.65,10723.25
70.50,15357.17,15836.41
100.50,18949.04,19737.16
130.50,19822.71,20442.36
160.50,13525.80,15298.26
188.50,8442.07,11297.08
218.00,9358.66,13023.44
250.00,12279.63,16306.79
280.50,15554.14,20282.88
310.50,15162.00,21216.55
340.50,13303.96,18846.67
370.50,12076.26,17928.78
400.50,10597.47,16040.82
430.50,12068.73,17834.13
459.50,13730.99,20480.34
489.50,14172.68,21373.59
520.50,12805.13,19649.98
550.50,12664.73,19386.24
580.50,14099.07,20992.69
610.50,15924.76,23538.54
640.50,15222.39,22836.83
670.50,15239.09,22766.95
700.50,14223.38,21162.51
730.50,13476.59,19996.09
759.50,12724.79,18889.10
789.00,15043.11,22195.88
820.00,14309.85,20790.32
850.50,13565.06,19510.94
880.50,12050.66,17786.71
910.50,11183.58,16415.01
940.50,6105.55,9589.12
970.50,10587.68,15369.58
999.00,12477.56,18513.26
1029.00,16911.13,24575.91
1060.50,16961.21,25319.50
1090.50,13794.68,20367.10
1120.50,11219.70,16780.21
1150.50,8188.32,12287.77
1179.50,9225.38,13109.71
1209.50,8491.59,12598.80
1240.50,9070.22,13373.42
1269.50,10763.06,15794.87
1298.00,12131.94,17659.86
1329.00,12775.89,19083.54
1360.50,14481.26,21299.96
1390.50,15484.84,22535.43
1420.50,14931.86,21895.65
1450.50,14735.18,21741.58
1480.50,14670.52,21779.60
1510.50,14424.07,21280.01
1540.50,13953.82,20758.14
1570.50,14377.52,21061.60
1600.50,13819.06,20392.68
1630.00,13714.40,20304.49
1660.00,12808.81,19000.83
1690.50,13201.70,19538.00
1720.50,12041.29,17831.93
1750.50,12456.54,18255.46
1780.50,12171.96,17992.37
1810.50,11686.59,17210.41
1840.50,13587.52,19713.52
1869.00,7772.66,10233.75
1899.00,823.88,1379.14
1930.50,823.88,1379.14
1960.50,823.88,1379.14
1990.50,823.88,331.76
2018.00,823.88,331.76
2048.00,823.88,331.76
2080.50,823.88,331.76
2110.50,823.88,331.76
2140.00,823.88,331.76
2169.50,823.88,331.76
2199.50,823.88,331.76
2230.00,823.88,331.76
2260.00,823.88,331.76
2289.50,823.88,331.76
2319.50,823.88,331.76
2349.50,823.88,331.76
2378.00,823.88,331.76
2406.00,823.88,331.76
