Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,3105.72,3202.65
7.50,7940.05,8187.62
29.50,6208.44,6401.75
59.50,15884.86,16369.00
89.50,8284.78,8360.67
119.50,4134.52,4224.14
149.50,10286.36,13539.97
178.00,17837.59,21584.05
207.50,21938.20,26626.01
239.00,22534.16,27371.30
269.50,18376.14,23347.23
299.50,16440.88,20727.57
329.50,15133.96,19301.64
359.50,14389.02,18488.47
389.50,13634.52,17998.03
419.50,12323.63,16517.83
449.50,15017.84,19969.33
479.50,16686.44,21889.43
509.50,17170.33,22640.28
539.00,17894.64,23126.52
569.00,20750.45,26931.72
599.50,21611.93,28320.71
629.50,21446.18,28506.22
659.50,18218.53,24182.89
689.50,16417.31,21880.79
719.50,14061.25,19305.87
749.50,10825.03,14320.10
779.00,9952.60,13350.82
809.00,-6694.70,-8139.42
839.50,11771.78,15571.28
869.50,13596.32,17937.67
899.50,19060.82,25455.36
929.50,13811.22,19395.32
959.50,10874.56,14465.68
988.00,9519.32,12602.64
1018.00,10358.42,13760.29
1049.50,11014.73,14572.47
1079.00,14871.11,19908.80
1109.00,15609.22,20824.60
1139.00,15747.24,20982.19
1169.00,16483.92,21938.51
1199.50,15447.88,20797.98
1229.50,15074.32,19933.82
1259.50,15173.50,20150.69
1288.50,15201.55,20064.80
1318.50,15227.33,20356.85
1349.50,14599.77,19452.81
1379.50,14577.24,19411.28
1409.50,14443.47,19178.59
1438.00,14299.00,19080.04
1468.00,14763.13,19498.50
1498.50,15016.63,19675.24
1528.50,15088.11,19771.85
1559.50,15100.58,20001.69
1589.00,14267.42,18834.94
1618.50,3058.07,4259.72
1648.50,359.23,567.16
1678.50,359.23,567.16
1709.00,359.23,567.16
1739.50,359.23,567.16
1769.50,359.23,567.16
1799.50,359.23,567.16
1829.00,359.23,567.16
1859.00,359.23,567.16
1889.50,359.23,567.16
1919.50,359.23,567.16
1949.50,359.23,567.16
1979.50,359.23,567.16
2009.50,359.23,567.16
2039.00,359.23,567.16
2068.00,359.23,567.16
2098.50,359.23,567.16
2129.50,359.23,567.16
