Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TIWC301G,TIWC301F,TIWC301E,TIWC301D,TIWC301C,TIWC301B,TIWC301A,TIWC302G,TIWC302F,TIWC302E,TIWC302D,TIWC302C,TIWC302B,TIWC302A,TIWC303G,TIWC303F,TIWC303E,TIWC303D,TIWC303C,TIWC303B,TIWC303A,TIWC304G,TIWC304F,TIWC304E,TIWC304D,TIWC304C,TIWC304B,TIWC304A,TIWC205G,TIWC205F,TIWC205E,TIWC205D,TIWC205C,TIWC205B,TIWC205A,TIWC305G,TIWC305F,TIWC305E,TIWC305D,TIWC305C,TIWC305B,TIWC305A,TIWC306G,TIWC306F,TIWC306E,TIWC306D,TIWC306C,TIWC306B,TIWC306A,TIWC307G,TIWC307F,TIWC307E,TIWC307D,TIWC307C,TIWC307B,TIWC307A,TIWC207G,TIWC207F,TIWC207E,TIWC207D,TIWC207C,TIWC207B,TIWC207A,TIWC208G,TIWC208F,TIWC208E,TIWC208D,TIWC208C,TIWC208B,TIWC208A,TIWC209G,TIWC209F,TIWC209E,TIWC209D,TIWC209C,TIWC209B,TIWC209A,TIWC211G,TIWC211F,TIWC211E,TIWC211D,TIWC211C,TIWC211B,TIWC211A,TIWC213G,TIWC213F,TIWC213E,TIWC213D,TIWC213C,TIWC213B,TIWC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,17.86,16.94,16.87,16.87,16.64,16.18,16.41,18.31,18.16,18.62,18.16,18.46,18.16,17.93,18.24,18.77,19.18,18.69,18.54,18.16,17.47,18.92,19.03,19.11,18.85,18.31,17.93,18.54,38.43,28.39,21.07,20.54,18.92,18.77,19.03,114.44,54.66,42.29,47.24,47.81,56.97,23.67,44.32,39.88,26.80,20.20,20.81,19.86,20.24,24.13,22.10,20.32,19.71,18.54,18.16,18.54,19.64,19.86,19.64,18.31,19.11,18.16,18.69,19.94,17.86,17.40,17.47,17.63,23.26,17.55,17.93,17.55,17.32,17.63,17.40,17.40,17.09,16.41,16.18,16.56,16.56,16.71,16.71,16.41,17.09,16.41,16.33,15.80,15.88,16.03,15.65,17.17,16.33,16.71,16.56,16.10,15.80,16.71,16.94,16.71,16.48,16.26,16.94,15.19,15.34
1.50,17.86,16.94,16.87,16.87,16.64,16.18,16.41,18.31,18.16,18.62,18.16,18.46,18.16,17.93,18.24,18.77,19.18,18.69,18.54,18.16,17.47,42.49,24.58,20.70,20.54,19.79,19.56,18.54,136.66,107.06,30.17,26.79,23.95,23.30,19.03,473.90,276.24,193.14,168.19,189.77,207.86,46.01,150.85,134.87,68.02,30.06,25.65,27.33,26.13,64.05,57.10,39.15,22.10,21.38,19.64,19.94,24.87,31.92,26.75,21.80,19.11,19.41,18.69,19.94,17.86,17.40,17.47,17.63,23.26,17.55,17.93,17.55,17.32,17.63,17.40,17.40,17.09,16.41,16.18,16.56,16.56,16.71,16.71,16.41,17.09,16.41,16.33,15.80,15.88,16.03,15.65,17.17,16.33,16.71,16.56,16.10,15.80,16.71,16.94,16.71,16.48,16.26,16.94,15.19,15.34
18.00,17.86,16.94,16.87,16.87,16.64,16.18,16.41,18.31,18.16,18.62,18.16,18.46,18.16,17.93,18.24,18.77,19.18,18.69,18.54,18.16,17.47,101.59,38.62,23.00,22.89,21.38,21.00,20.73,244.74,231.57,83.23,33.90,28.90,27.39,19.03,868.45,612.36,393.32,309.16,357.97,335.92,93.04,262.40,246.96,149.27,54.10,35.71,37.49,37.34,156.75,132.90,80.82,25.74,25.03,21.79,22.17,66.62,77.57,53.32,41.01,23.81,19.41,20.01,33.00,35.73,29.22,24.16,17.63,23.26,17.55,17.93,17.55,17.32,17.63,17.40,17.40,17.09,16.41,16.18,16.56,16.56,16.71,16.71,16.41,17.09,16.41,16.33,15.80,15.88,16.03,15.65,18.62,16.33,16.71,18.01,17.55,15.80,16.71,16.94,16.71,16.48,16.26,16.94,16.64,15.34
48.50,17.86,16.94,16.87,16.87,16.64,16.18,16.41,18.31,18.16,18.62,18.16,18.46,18.16,17.93,22.00,20.32,19.18,18.69,18.54,18.16,17.47,140.62,73.62,26.12,22.89,21.38,21.00,20.73,295.04,285.60,168.84,37.00,30.31,27.39,19.03,1034.88,769.52,507.96,389.07,438.49,391.77,143.12,339.98,312.84,216.73,78.65,50.48,47.18,48.29,213.50,180.18,110.62,34.21,28.99,23.94,24.39,105.16,115.31,83.70,62.23,23.81,19.41,21.45,65.33,62.25,49.93,41.95,24.14,21.83,19.00,17.93,17.55,17.32,17.63,17.40,17.40,17.09,16.41,16.18,16.56,16.56,16.71,16.71,16.41,17.09,16.41,17.78,15.80,15.88,16.03,15.65,18.62,16.33,16.71,18.01,17.55,17.25,16.71,16.94,16.71,16.48,16.26,16.94,16.64,16.94
78.50,16.41,16.94,16.87,16.87,16.64,16.18,16.41,18.31,18.16,18.62,18.16,18.46,18.16,17.93,26.53,21.76,19.18,18.69,18.54,18.16,17.47,159.51,105.46,29.30,22.89,21.38,21.00,20.73,310.08,308.06,225.29,37.00,30.31,27.39,19.03,1054.39,883.34,700.97,541.00,549.93,444.81,212.16,411.26,385.43,272.36,102.99,67.38,59.81,60.22,255.94,219.42,141.02,51.21,34.65,26.08,26.57,131.74,141.16,104.63,78.74,23.94,20.85,22.89,88.47,86.28,69.98,56.49,24.62,21.83,19.00,32.99,28.82,27.35,23.27,20.53,17.40,17.09,16.41,16.18,16.56,16.56,16.71,16.71,16.41,18.54,17.86,17.78,17.25,15.88,16.03,15.65,18.62,17.78,16.71,18.01,17.55,17.25,18.16,16.94,16.71,16.48,16.26,16.94,16.64,16.94
108.50,16.41,16.94,16.87,16.87,16.64,16.18,16.41,18.31,18.16,18.62,18.16,18.46,18.16,17.93,29.49,20.24,19.18,18.69,18.54,18.16,17.47,167.54,118.28,34.50,22.89,21.38,21.00,20.73,314.06,316.96,224.69,37.11,28.75,25.26,19.03,894.66,844.42,774.96,632.72,602.19,483.73,256.20,489.90,469.10,345.05,128.74,83.16,74.34,76.46,292.72,257.91,174.28,66.92,41.97,28.93,28.83,154.47,163.56,124.38,91.67,28.09,23.00,24.31,106.12,102.70,85.70,69.24,28.59,21.83,19.00,50.52,46.09,41.55,34.70,29.51,18.92,18.54,17.86,16.18,18.01,16.56,16.71,16.71,16.41,18.54,17.86,17.78,17.25,15.88,16.03,15.65,18.62,17.78,16.71,18.01,17.55,17.25,18.16,16.94,16.71,16.48,16.26,16.94,16.64,16.94
138.48,16.41,16.94,15.72,16.87,16.64,16.18,16.41,18.08,18.16,18.16,17.28,18.46,18.16,17.93,24.91,20.24,19.18,18.69,18.54,18.16,17.47,158.93,106.01,33.83,22.89,19.86,19.41,20.73,307.32,303.31,180.00,35.65,26.46,23.11,19.03,843.80,782.00,793.69,838.35,886.87,633.72,291.66,551.48,528.97,410.85,168.05,92.44,90.86,90.23,326.21,294.91,211.72,85.49,53.06,33.00,31.25,175.64,185.85,146.15,105.96,40.49,25.30,25.90,122.23,118.87,101.58,82.50,50.32,20.24,19.00,64.50,58.99,51.68,44.48,38.43,20.32,18.54,23.88,22.40,23.43,20.63,18.16,16.71,16.41,18.54,17.86,17.78,17.25,15.88,16.03,15.65,18.62,17.78,18.16,18.01,17.55,17.25,18.16,16.94,16.71,16.48,16.26,16.94,16.64,16.94
168.50,16.41,16.94,15.72,16.87,16.64,16.18,16.41,18.08,18.16,17.86,17.28,16.48,18.16,17.93,20.43,18.69,19.18,18.69,18.54,18.16,17.47,126.23,71.22,29.19,22.06,19.86,19.41,20.01,275.37,247.91,126.92,32.52,24.16,21.60,19.03,655.53,464.75,441.15,591.42,861.64,874.23,330.78,539.87,522.07,433.59,218.74,95.21,108.80,97.61,339.41,306.52,232.41,107.29,64.57,38.11,33.83,192.30,201.78,160.90,117.39,54.53,27.47,28.11,132.31,126.23,109.69,91.48,68.70,17.89,20.47,72.86,65.28,56.35,49.95,41.86,21.91,19.94,34.71,33.58,32.29,28.15,22.86,20.10,17.86,18.54,17.86,17.78,17.25,17.32,17.47,17.09,18.62,17.78,18.16,18.01,17.55,17.25,18.16,16.94,16.71,16.48,16.26,16.94,16.64,16.94
198.50,16.41,16.94,15.72,16.87,16.64,16.18,16.41,18.08,18.16,17.86,17.28,16.48,18.16,17.93,18.24,18.69,19.18,18.69,18.54,18.16,17.47,85.64,43.58,29.19,21.19,19.86,19.41,20.01,259.13,225.19,93.87,32.52,25.75,23.56,19.03,699.52,577.05,610.92,798.27,1024.68,684.97,351.23,520.80,497.35,403.76,218.80,98.91,109.94,93.23,324.27,284.43,205.30,94.72,68.14,38.11,33.83,182.88,188.37,150.03,108.56,48.56,29.86,28.11,119.22,116.06,105.31,86.83,65.11,14.85,22.81,69.02,61.89,53.16,47.28,38.79,21.91,21.38,38.86,35.50,35.27,29.94,26.41,20.10,19.26,18.54,17.86,17.78,17.25,17.32,17.47,17.09,18.62,17.78,18.16,18.01,17.55,17.25,18.16,16.94,16.71,16.48,16.26,16.94,16.64,16.94
