Time,South Central Fans,North Central Fans
s,C,C
0.00,17.53,16.83
13.50,17.46,16.83
42.50,17.46,16.83
72.00,17.40,16.79
102.00,17.40,16.79
133.00,19.91,16.79
162.00,21.29,16.56
192.50,22.15,17.90
223.50,22.83,22.41
253.50,22.99,22.41
283.50,23.10,22.87
313.50,23.10,22.87
343.50,23.10,22.87
372.00,23.10,23.18
400.50,23.10,23.18
431.50,23.10,23.18
463.00,23.10,23.18
493.50,23.10,23.18
523.50,23.10,23.89
553.50,23.10,24.97
583.50,23.10,25.75
613.50,23.10,25.75
643.50,23.10,25.75
673.50,23.10,25.75
703.50,23.10,25.75
733.50,23.10,26.13
763.50,23.10,26.41
793.50,23.10,27.15
823.50,23.10,27.37
853.50,23.10,27.70
883.50,23.10,28.03
913.50,23.10,28.16
943.50,23.10,28.61
973.50,23.10,29.06
1003.00,23.10,29.29
1033.00,23.10,29.52
1063.50,23.10,29.63
1093.50,23.10,29.74
1123.50,23.10,29.74
1153.50,23.10,29.74
1183.50,23.10,29.74
1213.50,23.10,30.07
1243.50,23.10,30.29
1272.50,23.10,30.64
1302.50,23.10,30.64
1333.00,22.53,30.64
1362.00,22.09,30.64
1392.00,21.98,30.64
1423.00,21.76,32.75
1453.50,21.76,32.92
1482.50,21.54,33.80
1512.50,21.43,34.79
1543.50,21.43,34.79
1573.50,21.32,35.23
1603.50,21.32,35.56
1633.50,21.32,35.00
1663.50,21.32,33.46
1693.50,21.32,31.86
1723.50,21.32,30.18
1753.00,21.32,29.52
1782.50,21.32,28.23
1813.00,21.32,27.56
1843.50,21.32,27.23
1873.50,21.32,26.68
1903.50,21.32,26.12
1933.50,21.32,26.01
