Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,546.62,192.26,118.01,509.21,0.00,0.30,84.25,20.57,589.30,0.30,43.18,0.30,105.35,30.54,174.96,65.41,53.77,728.58,0.30,0.00
13.50,595.35,188.78,106.61,530.14,0.00,0.30,84.67,20.57,589.30,0.30,44.45,0.30,119.55,31.92,179.95,28.64,53.80,832.27,0.30,0.00
42.50,537.60,194.18,120.12,539.79,0.00,0.30,83.35,20.51,589.30,0.30,43.25,0.30,82.59,31.92,175.67,46.84,56.70,840.77,0.30,0.00
72.00,551.23,186.46,86.67,517.85,0.00,0.30,79.53,23.27,589.30,0.30,43.82,0.30,119.38,31.49,179.55,50.30,54.61,848.26,0.30,0.00
102.00,520.45,180.54,119.57,505.02,0.00,0.30,75.66,23.22,626.53,0.30,44.43,0.30,497.46,31.49,205.89,42.91,57.59,898.15,0.30,0.00
133.00,521.83,181.69,101.52,524.71,0.00,0.30,76.42,23.22,577.10,0.30,44.90,0.30,1915.52,40.34,219.22,73.98,61.19,845.55,0.30,0.00
162.00,486.29,166.83,121.16,537.96,0.00,0.30,60.88,21.97,633.86,0.30,43.95,108.34,2671.24,40.34,218.95,401.62,69.43,914.93,0.30,0.00
192.50,501.31,149.23,116.63,510.28,0.00,0.30,22.75,19.53,633.86,0.30,42.05,424.96,2588.34,46.29,624.91,508.33,67.44,922.29,0.30,11.29
223.50,517.97,166.98,116.88,525.12,0.00,0.30,34.82,19.53,679.64,524.07,45.90,723.76,2568.43,57.01,1411.18,452.15,80.83,1039.04,0.30,27.95
253.50,462.69,152.86,108.81,533.48,0.00,0.30,84.11,32.26,724.80,1533.48,45.90,769.56,2330.66,104.70,1817.40,339.61,93.93,848.38,0.30,33.63
283.50,476.06,177.64,118.65,504.46,0.00,283.35,367.48,68.03,803.54,1600.84,46.77,863.05,1939.69,96.69,1814.98,166.54,122.78,992.79,0.30,38.09
313.50,427.39,161.48,468.41,513.01,0.00,1460.45,2295.26,75.34,1068.70,1545.97,52.06,669.77,1389.62,99.82,1073.49,82.28,125.06,948.46,0.30,29.60
343.50,477.96,163.17,1759.32,553.15,0.00,2046.50,2426.77,62.44,1117.88,1269.65,60.49,260.32,1103.41,84.29,634.59,44.39,113.37,818.22,0.30,26.60
372.00,455.53,173.83,1654.12,818.73,0.00,1611.44,2108.32,54.44,1039.44,1203.58,65.74,161.44,944.43,68.99,551.97,0.30,97.72,923.90,0.30,23.99
