Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,0.0,0.000794,7.1e-05,0.0,0.0,0.0,0.0,0.00041,0.0,0.0,0.0,8.5e-05,0.0,0.000326,5.1e-05,6e-06,0.00042,0.002462,3e-06
7.0,0.0,0.0,0.000819,7.1e-05,0.0,0.0,0.0,0.0,0.000428,0.0,0.0,0.0,8.9e-05,0.0,0.000308,4.8e-05,8e-06,0.000423,0.002449,6e-06
27.0,0.0,0.0,0.000784,6.4e-05,0.0,0.0,0.0,0.0,0.000428,0.0,0.0,0.0,0.000103,0.0,0.000234,3.9e-05,5e-06,9.8e-05,0.002461,0.0
57.0,0.0,0.0,0.000793,8.4e-05,0.0,0.0,0.0,0.0,0.000428,2.9e-05,0.0,0.0,0.000146,0.0,0.0002,3.9e-05,3e-06,0.000248,0.002456,5e-06
88.5,0.0,0.0,0.000807,6.2e-05,0.0,0.0,0.0,0.0,0.000468,4.1e-05,0.0,0.0,0.000168,0.0,0.000113,3.9e-05,3e-06,0.000202,0.002499,1.3e-05
117.5,0.0,0.0,0.000824,9.8e-05,0.0,0.0,0.0,0.0,0.000468,4.7e-05,0.0,0.0,0.000389,0.0,6.2e-05,3.9e-05,6e-06,0.000202,0.002682,2.4e-05
147.5,0.0,0.0,0.000799,8.5e-05,0.0,0.0,0.0,0.0,0.000495,4.9e-05,0.0,0.0,0.000575,0.0,0.000163,3.9e-05,7e-06,0.000202,0.002863,2.4e-05
178.5,0.0,0.0,0.000808,8.3e-05,0.0,0.0,0.0,0.0,0.000495,5.7e-05,0.0,3.9e-05,0.000603,0.0,0.000281,3.9e-05,1.3e-05,0.000202,0.002937,2.6e-05
208.5,0.0,0.0,0.000829,0.000104,0.0,0.0,0.0,0.0,0.000551,4.9e-05,0.0,7.2e-05,0.00063,0.0,0.000237,3.9e-05,2.1e-05,0.000202,0.002965,2.8e-05
238.5,0.0,0.0,0.00083,9.1e-05,0.0,0.0,0.0,0.0,0.000551,7.4e-05,0.0,4.8e-05,0.000643,0.0,0.00021,3.9e-05,2.3e-05,0.000202,0.002965,3.1e-05
267.5,0.0,0.0,0.000815,9.4e-05,0.0,0.0,0.0,0.0,0.000595,8.3e-05,0.0,4.9e-05,0.000663,0.0,0.000184,3.9e-05,2.3e-05,0.000202,0.00296,3e-05
297.5,0.0,0.0,0.000842,0.000113,0.0,0.0,0.0,0.0,0.000595,8.8e-05,0.0,3.8e-05,0.000661,0.0,0.000166,3.9e-05,2.4e-05,0.000202,0.002982,3.4e-05
328.5,0.0,0.0,0.000826,9.6e-05,0.0,0.0,0.0,0.0,0.000595,0.000111,0.0,5.6e-05,0.000646,0.0,0.000142,3.9e-05,2.3e-05,0.000202,0.003005,3e-05
358.5,0.0,0.0,0.000841,0.000103,0.0,0.0,0.0,0.0,0.000642,0.000107,0.0,5.5e-05,0.000667,0.0,0.00014,3.9e-05,2.5e-05,0.000202,0.002995,3.4e-05
388.5,0.0,0.0,0.000823,9.6e-05,0.0,0.0,0.0,0.0,0.000639,0.00011,0.0,6.8e-05,0.000673,0.0,0.000149,0.0,2.9e-05,0.000202,0.003015,3.4e-05
418.5,0.0,0.0,0.000836,9.8e-05,0.0,0.0,0.0,0.0,0.000649,0.000114,0.0,5.6e-05,0.000652,0.0,0.000145,0.0,2.8e-05,0.000202,0.003015,3.4e-05
