Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-1137.44,-1165.82
1.00,-2299.30,-2498.08
16.50,7219.62,7525.18
46.50,13142.41,14286.49
76.50,18147.54,19382.08
105.50,11208.76,13081.32
135.50,8423.11,9643.22
166.50,5133.03,6178.04
196.50,4788.63,5429.60
226.50,6175.56,7626.92
256.50,8348.52,9876.77
286.50,10054.93,11665.52
315.00,11518.74,13623.06
343.50,12042.56,14811.12
373.50,13072.37,16006.81
405.00,13558.77,17159.02
435.50,13154.54,16926.86
465.50,13800.04,17671.83
496.50,14123.30,17130.09
526.50,14699.34,17523.71
556.50,12224.67,14611.18
586.50,9461.62,11828.70
616.50,9781.05,12417.53
646.50,10217.98,12985.50
676.50,10722.21,14680.91
706.50,10722.21,15352.34
736.50,11783.49,16176.09
766.50,11783.49,16696.75
796.50,10988.69,15088.30
826.50,11292.57,16036.45
856.50,10645.24,15372.77
886.50,10267.80,15434.02
916.50,6854.62,10543.18
946.50,6587.67,11063.94
976.50,8565.77,14311.61
1006.50,11274.86,18399.07
1036.50,14391.93,23585.76
1066.50,16333.27,26033.96
1096.50,17217.51,27663.95
1126.50,14523.48,24699.71
1156.50,15289.19,26020.04
1186.50,15550.76,25972.85
1216.50,13815.09,23042.20
1246.50,14294.07,22703.53
1276.50,13396.79,21220.02
1306.50,11281.47,17903.33
1336.50,13947.45,20612.71
1366.00,14851.30,20779.20
1396.00,13320.02,18487.35
1426.50,11573.39,16027.43
1456.50,10359.66,14529.61
1486.50,9392.94,13115.68
1516.00,7126.26,9374.89
1545.50,6563.12,8265.47
1575.50,5360.37,7053.08
1606.00,5268.57,7135.84
1636.50,1337.64,1828.98
1666.50,1337.64,425.95
1696.50,1337.64,425.95
1723.50,1337.64,425.95
1751.50,1337.64,425.95
1782.50,1337.64,425.95
1812.50,1337.64,425.95
1844.00,1337.64,425.95
