Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-168.20,-165.51,-164.09,-184.92,-166.89,-161.30,-166.52,-170.93,-167.96,-164.24
9.00,-152.93,-161.44,-158.22,-189.63,-157.67,-155.31,-194.69,-172.45,-170.44,-169.86
32.50,-143.72,-149.26,-147.41,-161.95,-147.48,-144.38,-215.90,-187.30,-173.50,-173.44
62.50,-134.07,-141.54,-141.83,-174.35,-137.94,-140.37,-235.96,-190.79,-168.38,-169.70
92.50,-132.93,-137.79,-138.97,-160.14,-135.92,-142.01,-225.74,-186.95,-173.23,-162.74
122.50,-136.24,-136.41,-136.74,-163.18,-138.87,-139.81,-235.78,-190.58,-172.39,-159.63
152.50,-135.18,-138.04,-137.79,-160.65,-140.51,-140.00,-234.51,-192.80,-174.39,-162.27
182.50,-130.70,-137.99,-137.56,-164.01,-136.34,-141.65,-239.27,-194.45,-177.67,-161.24
212.50,-125.97,-137.07,-137.41,-157.18,-135.26,-138.45,-239.68,-193.93,-178.68,-160.65
242.50,-125.43,-134.52,-134.71,-156.42,-132.43,-137.00,-231.86,-194.57,-177.45,-159.57
272.50,-130.97,-135.96,-136.55,-157.04,-137.01,-139.60,-227.39,-194.75,-177.08,-162.65
302.50,-130.05,-139.29,-140.36,-177.76,-139.36,-138.23,-237.50,-197.73,-180.87,-162.84
332.50,-133.11,-140.01,-139.51,-166.78,-139.52,-139.57,-241.95,-200.78,-183.18,-166.27
362.50,-129.86,-135.79,-135.52,-165.30,-136.64,-138.85,-238.24,-197.91,-180.99,-165.67
392.50,-125.02,-133.98,-135.11,-148.52,-135.00,-136.65,-236.62,-193.96,-176.21,-161.66
421.50,-121.69,-131.49,-133.90,-146.38,-131.76,-136.01,-234.22,-192.35,-177.62,-159.54
450.50,-114.22,-126.41,-126.32,-144.11,-127.89,-131.20,-224.58,-186.08,-168.88,-151.97
481.00,-98.61,-103.81,-104.44,-130.98,-105.89,-110.49,-210.23,-166.08,-149.75,-128.89
512.00,-89.45,-89.74,-90.10,-126.29,-95.32,-97.21,-177.78,-142.26,-126.15,-118.29
542.50,-88.59,-83.58,-84.64,-106.64,-83.37,-93.82,-156.80,-125.58,-119.61,-109.76
572.50,-93.11,-85.14,-86.64,-116.10,-90.26,-95.21,-160.47,-127.98,-120.76,-110.15
602.50,-107.61,-110.27,-111.65,-131.24,-113.13,-112.42,-197.42,-156.92,-148.24,-131.42
