Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-866.53,-900.80
7.50,1355.61,1431.08
29.50,9281.95,9494.23
59.50,21645.18,22810.40
89.50,34783.88,36485.91
119.50,46356.66,48394.71
149.50,49497.20,52441.56
179.50,56184.44,61402.29
208.50,40967.17,55360.60
238.00,29423.99,52883.04
268.50,36817.17,52583.53
299.00,38688.31,51033.70
329.50,39405.55,51454.29
359.50,37941.76,51426.38
388.00,33254.65,49071.75
418.00,30704.41,50800.85
449.50,28232.04,49610.47
479.50,29399.15,52549.42
509.50,42607.80,51799.45
539.50,48806.22,51468.24
569.50,48852.35,52583.31
599.00,47911.59,53411.25
629.00,48606.35,55949.17
659.50,46353.46,53450.98
689.50,47656.52,54522.47
719.50,49306.17,55926.99
749.50,47213.22,53699.01
779.50,37259.38,42647.71
809.50,39483.12,44787.93
839.50,55200.27,62901.26
869.50,48049.87,54831.37
898.50,64447.82,73217.79
928.50,55299.36,62737.78
959.50,52413.35,59263.39
989.50,50562.51,57332.69
1018.50,50172.42,57128.01
1048.50,39801.63,45305.01
1079.50,53791.26,60611.22
1109.50,47311.42,53217.43
1139.50,53033.74,60152.85
1169.50,51917.51,58838.69
1196.00,47491.63,53587.33
1226.00,48268.28,55320.83
1259.50,54026.99,60560.76
1289.50,51957.84,59642.25
1319.50,48842.21,56238.70
1349.50,50039.85,57294.55
1379.50,49533.39,56523.99
1409.50,-119531.27,-135859.79
1439.50,-198316.04,-225260.38
1469.50,-427675.32,-485037.72
1496.50,-125802.47,-142656.11
1526.50,-9726.52,-10750.31
1558.00,56.17,158.86
1586.50,56.17,158.86
1616.50,56.17,158.86
1647.00,56.17,158.86
1678.50,56.17,158.86
1709.50,56.17,158.86
1738.50,558.11,158.86
1768.50,558.11,158.86
1798.50,558.11,158.86
1828.50,558.11,158.86
1858.50,558.11,158.86
1888.00,558.11,158.86
1918.50,558.11,158.86
1948.50,558.11,158.86
1978.50,974278.20,1225213.50
2009.00,50757.37,63795.83
2039.50,3556.13,4415.10
2068.50,360.51,468.56
2098.00,360.51,468.56
2129.00,360.51,468.56
2159.50,360.51,468.56
2189.50,360.51,468.56
2219.50,360.51,468.56
2249.50,360.51,468.56
2279.50,360.51,468.56
