Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,36.01,36.84,38.84,42.99,36.43,36.81,27.18,30.96,28.90,31.96
8.00,46.04,46.76,46.20,53.83,47.39,45.95,20.44,9.83,10.14,14.01
30.00,52.62,51.25,54.93,53.19,61.38,53.62,18.59,6.84,9.07,15.91
59.50,61.34,58.07,62.79,68.03,76.87,78.39,32.79,35.13,34.95,34.33
90.00,73.40,64.09,81.76,86.81,94.27,110.91,47.44,48.81,41.28,45.77
120.00,82.00,74.41,94.26,100.35,115.96,177.82,54.63,63.25,50.86,53.74
149.50,86.86,81.57,104.85,110.51,125.38,211.77,68.42,74.40,60.29,65.22
179.50,94.79,88.65,111.25,120.11,135.19,226.86,75.36,77.82,59.99,70.67
209.50,92.52,94.38,111.08,129.44,141.93,225.64,81.01,78.21,66.31,77.54
239.50,99.06,97.49,114.30,137.89,146.24,236.48,76.69,84.90,66.38,77.27
269.50,103.43,101.12,122.41,140.17,151.97,232.78,87.31,86.26,66.62,80.97
298.50,101.70,98.95,124.79,147.97,155.24,237.81,81.96,90.71,80.64,79.22
328.00,67.60,73.82,86.92,108.96,137.60,218.43,50.79,48.09,39.25,60.61
359.00,-28.88,-5.96,-15.58,-22.37,-34.31,-5.04,-57.28,-67.83,-56.41,-35.35
389.50,-109.80,-137.85,-127.05,-120.16,-103.90,-92.90,-174.93,-159.64,-133.63,-117.13
419.50,-129.03,-145.26,-136.43,-163.40,-143.82,-125.50,-245.16,-197.41,-176.76,-140.54
449.00,-128.42,-189.95,-150.37,-162.15,-162.03,-141.11,-271.02,-215.86,-207.99,-164.95
479.00,-141.60,-162.16,-157.73,-179.89,-160.12,-149.12,-299.32,-232.55,-233.03,-185.53
509.50,-137.86,-168.79,-180.80,-180.45,-173.56,-156.03,-318.41,-243.48,-242.77,-200.34
537.50,-141.15,-217.75,-185.48,-184.30,-177.92,-158.01,-331.72,-252.69,-262.85,-209.62
567.50,-142.21,-180.40,-173.97,-191.50,-182.82,-157.10,-321.34,-257.58,-260.82,-219.23
599.50,-141.40,-174.45,-181.29,-182.29,-175.51,-149.73,-317.03,-261.02,-268.80,-217.88
