Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TIWC301G,TIWC301F,TIWC301E,TIWC301D,TIWC301C,TIWC301B,TIWC301A,TIWC302G,TIWC302F,TIWC302E,TIWC302D,TIWC302C,TIWC302B,TIWC302A,TIWC303G,TIWC303F,TIWC303E,TIWC303D,TIWC303C,TIWC303B,TIWC303A,TIWC304G,TIWC304F,TIWC304E,TIWC304D,TIWC304C,TIWC304B,TIWC304A,TIWC205G,TIWC205F,TIWC205E,TIWC205D,TIWC205C,TIWC205B,TIWC205A,TIWC305G,TIWC305F,TIWC305E,TIWC305D,TIWC305C,TIWC305B,TIWC305A,TIWC306G,TIWC306F,TIWC306E,TIWC306D,TIWC306C,TIWC306B,TIWC306A,TIWC307G,TIWC307F,TIWC307E,TIWC307D,TIWC307C,TIWC307B,TIWC307A,TIWC207G,TIWC207F,TIWC207E,TIWC207D,TIWC207C,TIWC207B,TIWC207A,TIWC208G,TIWC208F,TIWC208E,TIWC208D,TIWC208C,TIWC208B,TIWC208A,TIWC209G,TIWC209F,TIWC209E,TIWC209D,TIWC209C,TIWC209B,TIWC209A,TIWC211G,TIWC211F,TIWC211E,TIWC211D,TIWC211C,TIWC211B,TIWC211A,TIWC213G,TIWC213F,TIWC213E,TIWC213D,TIWC213C,TIWC213B,TIWC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1.00,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,17.78,17.55,17.93,17.09,17.02,16.79,16.71,19.82,18.85,18.92,18.62,17.93,17.63,17.93,154.96,88.57,26.38,23.45,21.53,20.62,18.85,530.03,572.09,739.07,955.01,957.66,552.56,230.07,335.49,311.96,226.86,94.87,35.62,46.02,42.23,210.86,184.71,125.48,47.09,33.75,22.74,24.16,120.60,127.84,94.66,69.64,37.89,22.44,21.83,73.80,69.41,57.12,46.94,41.78,17.63,19.64,19.48,19.03,19.00,19.48,19.33,19.26,18.77,18.31,18.24,18.77,18.77,18.92,18.08,18.24,19.00,18.69,18.77,18.01,18.01,18.31,17.86,19.18,18.69,19.00,18.85,18.62,18.24,18.92,18.85,18.54,18.01,17.70,18.46,17.86,17.70
20.00,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,17.78,17.47,17.93,17.09,16.87,16.79,16.71,54.12,21.04,20.39,20.01,17.93,17.63,17.93,191.60,152.72,40.49,25.07,22.44,20.62,18.85,628.51,690.05,829.49,929.09,860.20,560.50,262.53,393.56,372.89,283.39,111.47,44.86,53.88,50.05,246.95,221.48,152.68,64.89,39.47,25.03,26.46,141.59,151.14,115.04,84.05,36.76,22.44,23.26,94.36,92.71,78.62,62.60,49.56,17.63,19.64,38.65,35.65,29.98,25.61,24.35,19.26,18.77,18.31,18.24,18.77,18.77,18.92,18.08,18.24,19.00,18.69,18.77,18.01,18.01,18.31,17.86,19.18,18.69,19.00,18.85,18.62,18.24,18.92,18.85,18.54,18.01,17.70,18.46,17.86,17.70
52.50,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,17.78,17.47,17.93,17.09,16.87,16.79,16.71,92.77,27.61,20.39,20.01,17.93,17.63,17.93,226.13,207.51,81.72,25.07,22.44,22.21,18.85,651.08,699.91,792.00,880.43,815.04,567.38,281.69,453.08,428.68,335.88,127.85,60.35,63.02,61.63,278.83,247.76,178.46,85.80,45.08,27.39,29.42,155.43,169.30,130.79,96.46,49.55,24.31,24.69,109.15,109.14,94.15,75.47,57.71,17.63,19.64,57.17,52.58,45.01,38.35,34.27,21.42,18.77,18.31,18.24,18.77,18.77,19.26,18.08,18.24,19.00,18.69,18.77,18.01,18.01,18.31,17.86,19.18,18.69,19.00,18.85,18.62,18.24,18.92,18.85,18.54,18.01,17.70,18.46,17.86,17.70
82.50,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,17.40,17.47,17.70,17.09,16.87,16.64,16.71,115.05,45.04,21.98,20.01,17.93,17.63,17.93,243.87,235.52,124.87,27.39,23.86,22.21,18.85,728.05,777.79,847.05,826.31,745.28,569.34,288.12,484.04,458.66,356.49,139.78,72.69,70.64,72.06,293.46,257.79,192.62,92.57,48.76,29.57,31.81,165.40,177.88,142.59,106.67,60.28,25.45,24.69,115.96,115.73,101.71,84.24,48.04,17.63,19.64,67.70,63.18,54.92,49.29,43.05,21.42,18.77,26.97,24.76,25.42,22.20,20.70,18.08,18.24,19.00,18.69,18.77,18.01,18.01,18.31,17.86,19.18,18.69,19.00,18.85,18.62,18.24,18.92,18.85,18.54,18.01,18.31,18.46,17.86,17.70
112.50,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,19.56,17.47,17.70,17.09,16.87,16.64,16.71,132.13,71.68,24.20,20.01,17.93,17.63,19.33,259.41,256.55,172.99,29.94,23.86,22.21,18.85,762.18,788.39,806.80,739.36,686.74,573.94,291.04,510.09,481.77,366.82,149.37,88.10,83.41,83.70,302.85,264.68,200.63,99.77,53.05,33.43,34.09,173.43,183.23,149.31,112.72,47.84,26.86,26.11,120.60,120.33,107.04,90.25,37.73,14.92,21.83,71.47,67.80,59.20,53.75,46.63,21.42,18.77,37.75,33.89,35.48,31.70,26.49,22.18,18.24,19.00,18.69,18.77,18.01,18.01,18.31,17.86,19.18,18.69,19.00,18.85,18.62,18.24,18.92,18.85,18.54,18.01,18.31,18.46,17.86,17.70
142.50,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,18.16,17.47,17.70,17.09,16.87,16.64,16.71,126.11,69.67,23.41,20.01,17.93,17.63,19.33,255.79,252.43,141.58,27.66,22.21,20.77,18.85,731.87,630.50,657.96,810.20,958.62,729.81,313.25,561.09,530.28,413.01,190.61,88.86,111.89,102.13,332.00,293.43,220.30,110.92,61.45,38.92,37.26,186.59,196.54,157.26,116.90,56.33,29.23,28.37,128.40,125.88,113.02,96.62,58.47,11.95,24.31,74.91,71.69,62.20,55.98,47.98,23.64,20.17,43.53,40.71,42.23,39.61,32.34,27.51,18.24,19.00,18.69,18.77,18.01,18.01,18.31,17.86,19.18,18.69,19.00,18.85,18.62,18.24,18.92,18.85,18.54,18.01,18.31,18.46,17.86,17.70
172.50,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,18.16,17.47,17.70,17.09,16.87,16.64,16.71,76.74,40.01,20.70,18.62,17.93,17.63,19.33,164.74,130.25,62.32,23.61,20.70,19.33,18.85,491.25,309.61,288.08,411.81,662.28,977.63,331.70,506.25,470.02,380.25,231.14,111.07,108.17,86.66,335.50,310.15,226.23,102.33,70.44,47.13,40.57,203.60,209.59,166.79,118.33,74.14,34.86,31.40,137.37,133.90,117.80,100.28,79.75,7.62,24.31,78.50,72.64,62.20,55.98,46.98,25.14,21.60,43.53,40.71,42.23,39.61,33.56,25.85,19.64,22.77,21.07,20.17,19.41,18.01,18.31,17.86,19.18,18.69,19.00,18.85,18.62,18.24,18.92,16.52,16.26,16.48,16.14,16.94,16.18,16.18
202.50,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,18.16,17.47,17.70,17.09,16.87,16.64,16.71,36.73,22.32,20.70,18.62,17.93,17.63,17.93,64.09,52.58,33.03,23.61,19.26,19.33,18.85,453.50,214.76,203.45,284.27,502.75,1018.52,365.57,416.01,373.97,297.46,196.10,122.99,92.09,70.24,298.57,282.22,225.42,117.48,77.29,50.28,38.28,194.93,199.44,154.54,102.15,70.57,41.47,32.94,133.65,128.77,111.50,95.75,75.14,8.73,24.31,75.83,68.93,60.52,55.21,43.94,25.14,21.60,41.83,40.01,40.82,36.33,27.57,22.81,19.64,21.42,19.64,20.17,19.41,18.01,18.31,17.86,19.18,17.17,17.55,17.40,17.17,16.64,18.92,16.52,16.26,15.04,16.14,16.94,16.18,16.18
232.50,15.42,16.03,15.95,16.10,16.03,15.65,16.56,17.25,16.48,17.02,16.18,16.41,16.18,16.48,18.16,17.47,17.70,17.09,16.87,16.64,16.71,23.49,22.32,20.70,18.62,17.93,17.63,17.93,60.35,35.02,31.92,23.49,20.70,19.33,18.85,533.79,303.65,243.95,340.60,626.96,994.36,376.34,431.85,401.39,331.06,218.31,121.03,89.02,70.02,301.73,282.77,202.99,100.05,76.01,45.50,35.09,189.46,190.30,146.46,97.47,72.94,37.71,30.76,124.64,116.43,102.94,88.77,70.62,11.00,24.31,67.77,62.87,57.33,53.01,43.01,25.14,21.60,38.94,37.86,37.68,30.65,22.82,22.81,19.64,19.18,19.64,18.77,19.41,18.01,18.31,17.86,17.63,17.17,17.55,17.40,17.17,16.64,17.47,16.52,16.26,15.04,16.14,16.94,16.18,16.18
