Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,71.61,51.81,47.70,60.68,61.14,71.15,48.82,54.45,55.76,65.44
11.00,79.37,64.99,59.15,70.18,71.81,103.28,46.36,50.70,51.73,60.41
36.50,73.88,61.95,55.30,74.76,77.02,125.15,45.61,49.78,50.92,50.06
66.50,70.04,57.75,56.11,78.19,79.68,129.76,39.41,44.63,43.24,44.44
96.50,82.89,67.46,68.75,97.49,97.60,151.79,38.27,44.62,45.28,51.78
126.50,81.06,80.49,80.25,118.53,129.48,178.58,50.14,54.39,55.32,65.76
156.50,4.84,84.69,94.26,158.29,197.52,253.15,98.89,117.13,125.11,168.57
186.50,-26.67,54.65,88.20,166.63,206.97,254.69,107.40,123.74,132.86,183.87
216.50,-38.73,35.31,77.52,144.89,197.06,246.38,100.79,119.20,131.94,170.69
246.50,-52.25,21.09,68.24,132.61,184.80,234.30,94.87,110.76,121.93,167.61
276.50,-60.55,14.08,63.45,129.89,179.30,228.03,92.82,110.65,121.20,167.44
306.50,-56.66,21.73,68.64,136.94,187.03,235.39,95.16,112.73,124.34,173.14
336.50,-51.54,24.28,71.87,144.69,190.91,244.25,99.11,116.44,125.97,177.82
366.50,-47.69,29.96,74.92,165.60,197.85,245.66,101.35,117.34,130.19,170.32
396.50,-50.45,19.22,67.82,159.60,188.18,235.49,97.32,113.92,124.83,155.36
426.50,-54.29,14.44,62.41,154.78,180.93,229.15,92.14,109.47,121.97,160.76
456.50,-53.86,20.37,66.40,158.79,189.16,237.58,94.80,111.87,123.89,164.82
486.00,-51.13,20.16,67.31,159.26,186.74,240.55,93.55,110.48,123.20,175.26
516.00,-61.09,16.61,63.13,152.99,175.63,231.07,88.26,106.08,116.75,155.76
546.50,-58.97,12.33,60.12,155.85,177.17,232.14,88.68,105.85,116.64,166.95
576.50,-49.64,23.53,67.81,163.85,190.95,245.31,94.30,114.34,123.07,168.01
606.50,-37.35,35.28,80.84,174.05,205.23,255.82,104.84,120.48,135.99,174.15
636.50,-44.63,33.49,80.96,174.07,206.48,259.35,102.83,120.65,132.55,164.39
666.50,-44.85,29.38,73.27,171.33,199.05,255.57,99.59,118.84,130.77,171.22
696.50,-57.57,29.13,73.52,172.27,194.83,243.58,96.53,113.30,125.43,170.35
725.50,-60.39,9.06,55.45,151.94,176.61,233.24,88.05,105.26,115.05,156.15
755.00,-60.07,8.79,57.73,150.72,174.17,229.23,85.59,104.55,116.13,148.74
786.00,-58.25,13.82,59.08,153.34,179.15,233.46,90.46,107.27,117.88,153.58
816.50,-57.30,11.42,56.26,152.83,179.96,225.08,87.40,103.57,115.64,147.21
846.50,-59.86,13.86,60.24,154.61,182.83,231.02,87.13,104.39,115.79,162.22
876.50,-56.13,18.77,62.74,159.79,187.26,237.00,88.88,105.58,117.53,168.25
906.50,-56.61,14.82,61.04,155.42,189.58,243.15,97.62,114.58,124.57,170.37
936.50,-70.23,0.91,47.93,133.64,166.39,229.34,103.82,119.22,133.27,180.96
966.50,-78.86,-14.06,33.23,116.70,136.84,203.44,96.17,109.91,124.96,162.53
995.50,-80.11,-16.13,26.45,98.11,125.28,184.37,93.59,112.42,122.62,161.19
1025.50,-73.21,-14.65,24.81,91.70,111.67,162.24,98.96,115.19,128.45,170.17
1056.50,-76.85,-16.99,24.20,88.81,101.81,138.88,95.73,111.50,124.98,162.16
1086.50,-78.61,-19.13,15.30,74.99,93.88,120.54,90.30,109.44,119.43,152.08
1115.00,-77.36,-18.25,14.94,73.68,90.48,110.92,91.29,106.86,117.73,147.23
1145.00,-86.33,-20.51,14.62,68.44,84.56,100.36,84.10,101.52,112.35,152.34
1176.50,-82.98,-23.65,12.77,65.56,81.57,95.51,82.65,98.88,109.05,143.11
1206.50,-84.99,-29.07,11.84,61.71,74.28,89.15,79.90,95.47,107.81,135.01
1236.50,-89.11,-31.47,10.73,57.91,69.79,84.72,75.67,93.63,103.96,137.06
1266.50,-96.36,-35.38,1.44,50.14,65.58,80.42,72.67,88.09,98.81,136.26
1296.50,-92.82,-30.24,4.50,53.09,66.62,81.32,72.83,88.03,100.67,134.27
1326.50,-86.98,-23.92,9.15,57.32,71.52,84.16,79.01,95.25,106.54,136.31
1356.50,-82.44,-20.25,11.12,61.12,74.19,86.83,79.93,95.35,106.36,141.98
1386.50,-88.27,-20.28,11.04,60.57,72.77,90.72,79.42,96.60,107.01,139.50
1416.50,-87.73,-23.99,8.25,57.04,67.40,83.28,74.11,90.21,99.36,139.27
1446.50,-104.70,-38.14,-6.84,39.89,57.51,73.55,65.84,81.70,92.30,120.49
1476.50,-105.88,-48.78,-14.01,30.63,46.03,59.78,59.99,75.96,83.18,121.84
1506.50,-106.89,-43.47,-8.78,34.66,50.20,64.13,62.41,78.70,89.54,124.84
1536.50,-98.03,-33.66,-1.62,43.79,55.04,68.32,68.80,84.10,93.69,129.78
1565.00,-95.77,-27.48,1.81,49.00,65.44,75.48,71.83,87.72,98.26,142.42
1595.00,-90.10,-23.35,6.48,52.80,67.66,80.37,77.40,92.91,102.36,149.12
1626.50,-91.29,-28.60,0.45,41.06,64.48,75.25,72.71,87.35,98.22,125.83
1656.50,-90.66,-30.41,0.47,39.77,59.97,71.58,70.62,85.17,97.02,128.48
1686.50,-89.75,-26.39,3.68,42.11,62.88,74.48,72.02,87.57,99.36,143.49
1716.50,-95.12,-28.09,1.66,41.41,61.22,71.52,71.99,87.69,97.12,134.72
