Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,5.54,5.59,6.13,5.41,6.31,5.34,6.14,8.60,6.87,6.25,6.72,5.62,5.69,5.59,6.10,9.22,7.77,7.23,7.77,6.82,6.95,6.66,6.95,10.54,9.25,8.39,7.93,7.39,7.05,6.97,7.18,33.10,19.90,9.88,7.64,9.02,9.10,7.67,8.56,34.30,27.33,20.89,13.80,15.92,21.42,39.69,20.95,40.45,19.24,23.47,23.78,14.58,8.62,9.28,9.33,23.01,25.28,17.56,11.20,8.59,7.23,7.39,7.60,14.37,12.14,11.61,9.33,7.95,7.69,7.80,8.48,10.05,9.55,8.54,7.95,7.80,7.72,7.75,7.99,10.96,10.04,9.40,8.73,8.90,8.65,8.47,8.11,10.32,9.35,9.10,9.50,9.38,9.28,9.07,8.99,11.31,10.72,9.68,9.53,9.25,9.08,9.00,8.95,10.43,10.44,10.29,10.34,10.06,9.78,9.86,10.35,10.77,10.47,10.21,9.78,9.81,9.58,9.25
2.00,5.54,5.59,6.13,5.41,6.31,5.34,6.14,8.60,6.87,6.25,6.72,5.62,5.69,5.59,6.10,9.22,7.77,7.23,7.77,6.82,6.95,6.66,6.95,66.57,50.41,20.25,9.55,8.88,8.52,6.97,7.18,114.14,82.57,58.78,16.58,12.11,12.25,10.71,11.06,107.75,94.56,67.83,45.85,57.25,123.14,178.93,60.95,158.34,63.85,67.39,66.67,26.15,17.26,17.67,15.00,99.60,100.91,69.87,36.26,11.64,9.52,9.50,8.80,56.86,37.31,41.07,24.51,15.14,8.80,7.80,8.48,28.26,21.11,18.00,11.74,9.35,7.72,7.75,7.99,10.96,10.04,9.40,8.73,8.90,8.65,8.47,8.11,10.32,9.35,9.10,9.50,9.38,9.28,9.07,8.99,11.31,10.72,9.68,9.53,9.25,9.08,9.00,8.95,10.43,10.44,10.29,10.34,10.06,9.78,9.86,10.35,10.77,10.47,10.21,9.78,9.81,9.58,9.25
18.50,5.54,5.59,6.13,5.41,6.31,5.34,6.14,14.09,6.87,6.25,6.72,5.62,5.69,5.59,6.10,84.29,59.77,15.89,9.20,8.24,8.33,8.06,8.29,197.09,177.47,110.31,23.49,11.36,10.70,9.20,9.12,299.99,249.39,223.47,76.73,18.85,18.29,17.25,17.28,360.64,342.80,259.36,176.77,180.48,320.66,343.95,140.95,419.06,161.30,147.49,168.04,59.53,38.73,32.46,31.59,289.89,277.37,210.73,122.11,20.28,14.17,13.16,12.12,200.65,122.52,150.79,79.76,33.56,10.95,10.72,10.68,133.56,104.95,94.31,47.70,27.26,9.95,9.17,9.29,48.51,41.07,33.46,22.60,12.27,8.65,8.47,8.11,10.32,9.35,9.10,9.50,9.38,9.28,9.07,8.99,11.31,10.72,9.68,9.53,9.25,9.08,9.00,8.95,10.43,10.44,10.29,10.34,10.06,9.78,9.86,10.35,10.77,10.47,10.21,9.78,9.81,9.58,9.25
48.00,5.54,5.59,6.13,5.41,6.31,5.34,6.14,59.11,31.07,8.10,6.72,7.08,5.69,5.59,6.10,153.10,133.84,53.27,11.52,8.24,8.33,8.06,8.29,303.79,289.36,227.19,105.98,14.38,12.85,11.36,11.34,442.55,392.73,349.17,203.57,29.58,22.04,23.00,24.11,728.01,712.79,539.02,361.77,264.82,360.70,457.78,196.23,683.39,285.44,314.29,299.10,100.02,69.05,58.28,54.75,450.87,443.36,352.67,223.68,47.97,21.25,18.73,17.83,330.31,199.22,262.14,150.35,60.72,13.91,14.56,14.21,247.58,205.90,187.19,102.55,57.83,14.15,10.60,9.29,123.63,115.39,101.41,52.04,26.37,15.28,8.47,8.11,40.68,48.94,36.22,30.11,16.95,9.28,9.07,8.99,11.31,10.72,9.68,9.53,9.25,9.08,9.00,8.95,10.43,10.44,10.29,10.34,10.06,9.78,9.86,10.35,10.77,10.47,10.21,9.78,9.81,9.58,9.25
77.00,5.54,5.59,6.13,5.41,6.31,5.34,6.14,83.29,56.74,9.84,6.72,7.08,5.69,5.59,6.10,170.57,153.93,92.32,15.24,9.63,8.33,8.06,8.29,317.02,306.96,253.56,141.24,14.38,12.85,11.36,11.34,473.97,435.33,368.69,239.84,39.21,23.57,23.00,23.53,874.90,830.45,679.77,438.49,289.18,336.10,508.28,238.67,957.48,446.51,555.26,445.72,172.71,106.69,90.62,81.03,562.08,557.64,444.43,297.34,105.85,31.37,27.21,25.12,400.92,249.08,328.32,210.87,107.55,17.77,18.36,18.09,304.32,262.27,232.55,149.19,97.91,22.13,12.14,10.70,179.60,170.47,147.96,82.78,46.35,25.30,10.57,9.25,111.18,104.65,81.10,65.89,30.06,23.15,9.07,8.99,36.25,32.79,26.91,25.52,14.05,9.08,9.00,8.95,10.43,10.44,10.29,10.34,10.06,9.78,9.86,10.35,10.77,10.47,10.21,9.78,9.81,9.58,9.25
106.50,5.54,5.59,6.13,5.41,6.31,5.34,6.14,72.86,54.00,9.84,6.72,7.08,5.69,5.59,6.10,151.25,135.24,89.11,13.83,9.63,8.33,8.06,8.29,281.40,270.20,224.41,114.71,14.38,12.85,11.36,11.34,396.22,378.25,323.98,232.34,56.86,25.88,23.00,26.04,716.79,689.72,608.15,439.50,310.59,317.93,459.46,256.46,1068.81,610.84,751.03,572.53,274.81,124.40,108.45,100.44,626.86,595.86,513.21,380.98,179.86,44.98,36.54,33.24,441.07,280.70,378.72,265.57,140.20,23.52,23.65,22.27,342.19,305.76,280.16,189.08,133.79,29.72,13.62,12.14,209.80,204.67,178.18,114.22,65.56,35.89,12.73,10.66,146.06,136.13,105.87,81.60,42.56,37.81,11.38,9.97,86.16,82.63,68.72,57.20,35.52,18.74,11.48,8.95,20.04,27.24,21.20,20.26,15.39,9.78,9.86,10.35,10.77,10.47,10.21,9.78,9.81,9.58,9.25
136.00,5.54,5.59,6.13,5.41,6.31,5.34,6.14,55.92,39.55,9.84,6.72,7.08,5.69,5.59,6.10,136.63,122.41,77.21,14.50,9.63,8.33,8.06,8.29,267.53,255.24,217.10,119.05,17.66,12.85,11.36,9.90,389.46,366.52,329.35,264.70,111.25,30.27,26.49,30.88,643.35,628.22,584.24,502.37,418.36,419.96,418.02,243.38,1086.93,704.08,831.26,662.64,409.42,148.91,121.61,115.53,630.74,621.69,568.29,459.03,253.90,57.41,43.21,36.62,467.31,304.76,414.42,304.70,182.04,31.95,27.94,25.44,364.95,335.72,307.70,216.36,161.22,41.19,16.53,14.47,232.92,225.79,202.34,139.80,84.98,49.74,15.99,12.11,164.80,154.21,128.87,96.15,50.63,43.14,14.49,11.38,109.01,102.38,89.95,72.47,51.97,37.42,23.88,21.02,41.48,48.64,36.14,36.15,31.68,29.61,28.84,28.82,14.54,16.44,17.21,15.15,13.01,12.80,9.25
166.00,6.43,5.59,6.13,5.41,7.12,5.34,6.14,141.37,116.11,83.08,42.62,28.39,7.15,7.02,7.53,265.38,241.14,201.39,127.16,50.25,11.64,11.29,10.45,446.52,423.98,385.96,324.98,158.83,30.15,16.45,16.41,662.87,589.06,533.86,453.15,320.54,74.23,47.67,53.37,904.77,855.39,772.68,657.15,582.29,534.49,446.88,238.57,794.39,604.41,727.87,542.05,282.10,115.33,91.70,92.88,530.90,529.60,481.33,366.84,159.65,51.21,38.72,32.46,405.63,273.39,368.96,295.29,181.87,41.23,27.94,25.44,322.83,312.90,281.10,221.63,161.61,43.75,21.36,17.52,223.07,221.46,193.11,153.03,105.00,52.91,20.15,14.64,157.92,155.12,138.96,112.75,64.88,47.59,39.54,33.14,102.11,85.10,73.29,66.81,56.51,51.77,48.54,45.42,48.17,46.23,43.93,40.32,38.48,41.63,42.80,41.64,20.81,20.70,18.65,17.54,16.59,15.08,11.27
197.00,69.49,91.90,104.82,34.49,9.40,7.55,7.68,368.62,347.09,288.69,219.91,187.33,33.90,13.93,13.04,488.13,471.09,459.02,407.21,298.58,137.16,34.95,23.37,694.24,691.45,668.27,638.02,540.65,330.98,165.60,80.50,958.92,937.11,904.15,851.20,780.08,604.89,248.56,174.73,693.57,634.67,566.35,471.36,439.11,509.40,474.01,234.67,534.03,482.91,483.85,214.09,103.88,74.00,54.83,60.36,375.54,340.23,277.75,177.19,88.28,46.04,38.72,32.46,286.25,206.82,267.43,195.81,104.14,43.72,30.29,26.98,232.60,242.11,208.88,150.04,95.10,48.31,31.15,23.40,176.26,176.78,152.91,124.65,82.71,59.24,36.30,26.96,118.13,111.37,98.71,77.23,56.42,56.13,49.96,45.53,52.91,47.69,45.15,43.29,41.85,41.89,41.88,41.86,34.97,30.15,30.23,25.89,26.31,28.09,28.27,28.47,9.10,8.23,7.10,5.93,6.40,6.09,6.74
