Time,South Central Fans,North Central Fans
s,C,C
0.00,11.48,12.64
16.00,11.48,12.64
46.50,11.48,12.64
76.50,11.48,12.64
106.00,11.48,12.64
135.00,11.48,12.64
163.50,14.39,12.64
193.00,24.34,12.64
223.50,44.72,12.64
254.00,56.00,12.64
285.50,58.17,12.64
316.00,58.35,12.64
345.50,59.52,12.74
375.00,60.84,12.74
405.50,61.71,12.95
435.00,62.22,13.16
463.50,64.04,13.16
494.50,64.85,13.27
524.50,66.01,13.27
554.50,66.09,13.27
584.50,67.07,13.27
614.50,67.19,13.27
644.50,69.17,13.27
674.00,69.74,13.37
705.00,70.32,13.37
736.00,70.53,13.37
766.00,71.09,13.47
795.50,70.09,13.47
825.50,69.78,13.47
855.50,69.15,13.47
885.50,67.69,13.47
916.00,66.41,13.47
946.50,65.63,13.47
976.00,65.41,13.47
1005.50,66.28,13.47
1036.00,67.92,13.47
1066.50,69.26,13.47
1096.00,69.80,13.47
1125.50,69.17,13.47
1155.50,69.70,13.47
1186.00,71.40,13.47
1216.50,72.47,13.58
1246.00,73.15,13.58
1275.50,72.82,13.58
1305.50,71.98,13.58
1334.00,66.73,13.69
1363.50,59.10,13.69
1395.00,53.31,13.69
1425.50,48.83,13.80
1455.50,44.45,13.91
1485.50,41.17,13.91
1515.50,38.37,14.10
1545.50,36.65,14.21
1575.50,35.11,14.21
1605.50,34.08,14.21
1635.50,32.95,14.32
1665.50,31.81,14.32
1695.50,31.09,14.32
1724.50,30.39,14.32
1754.00,29.13,14.32
1785.00,28.34,14.32
1815.50,27.77,14.32
1845.50,26.88,14.32
1875.50,26.54,14.32
1905.50,26.43,14.32
1935.50,25.99,14.32
1964.50,25.64,14.32
1994.00,25.41,14.32
2025.00,25.08,14.32
2055.00,24.75,14.32
2085.00,24.53,14.32
2115.50,24.30,14.32
2145.50,23.63,14.32
2175.50,23.29,14.32
2205.50,23.18,14.32
2235.50,23.07,14.32
2265.50,23.07,14.21
2295.50,22.72,14.21
2325.50,22.50,14.10
2355.50,22.50,14.10
2385.50,22.39,14.10
2415.50,22.27,14.10
2445.50,21.71,14.10
2475.50,21.60,14.10
2505.00,21.60,14.10
2535.00,21.60,14.10
