Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,65.96,63.70,0.30,37.46,0.45,181.95,112.31,13.75,115.05,40.82,7.02,131.18,352.92,31.62,0.30,0.30,42.05,0.30,0.30,0.00
8.50,40.25,39.92,0.30,42.34,0.72,135.54,123.07,13.12,115.05,30.86,7.02,119.12,307.38,31.62,0.30,0.30,40.10,0.30,0.30,0.00
30.50,28.28,26.72,0.30,50.35,0.35,155.00,119.58,14.88,159.30,27.62,11.90,119.12,329.03,31.62,0.30,0.30,40.10,0.30,0.30,0.00
59.50,37.51,30.21,0.30,44.65,0.56,149.23,118.99,13.45,171.00,36.99,9.42,125.02,341.65,31.62,0.30,0.30,40.10,0.30,0.30,0.00
90.50,20.29,30.21,0.30,85.19,0.93,149.72,115.71,11.78,140.69,38.71,12.82,127.41,337.07,31.62,0.30,0.30,40.10,0.30,0.30,0.00
121.50,25.63,30.21,0.30,47.36,0.14,150.76,152.47,10.80,170.90,65.79,12.82,129.01,547.24,34.61,0.30,0.30,40.10,0.30,0.30,0.00
150.50,39.67,30.21,0.30,54.91,0.04,163.83,100.78,14.38,170.90,54.63,12.82,101.32,1246.60,34.61,0.30,0.30,47.91,0.30,0.30,0.00
180.00,43.13,30.21,0.30,65.31,0.07,179.19,96.38,11.78,174.87,1112.73,12.82,226.55,2132.95,40.34,0.30,105.16,50.97,0.30,0.30,0.00
211.00,34.48,30.21,0.30,51.13,0.92,139.35,422.80,17.22,175.17,1606.39,12.82,487.63,2532.01,40.34,0.30,260.81,53.89,0.30,0.30,0.00
241.50,31.48,30.21,0.30,73.16,0.08,174.07,2401.46,15.72,197.45,1680.91,12.82,615.40,2562.14,49.20,133.70,229.80,56.70,0.30,261.23,31.04
270.50,42.83,30.21,0.30,61.51,0.14,123.39,2705.14,15.63,170.90,1655.45,12.82,507.41,2443.88,58.05,133.70,94.22,75.54,0.30,691.84,36.99
299.50,32.88,30.21,0.30,62.52,1.00,216.11,2662.35,27.83,248.11,1511.03,12.85,204.01,2080.75,91.94,133.70,57.83,136.38,0.30,729.08,15.48
329.50,32.88,30.21,0.30,67.85,0.47,691.44,2279.58,91.82,382.70,1503.50,18.01,142.21,2185.13,140.23,133.70,45.78,166.76,0.30,725.90,2.50
359.50,42.11,30.21,0.30,52.85,1.64,1580.94,2404.60,142.98,334.96,1501.72,20.86,139.01,2091.91,145.97,133.70,45.78,176.88,76.90,634.88,2.50
389.50,24.57,30.21,0.30,50.29,19.45,708.09,2520.69,117.18,334.96,1614.61,34.73,185.55,2055.53,124.45,133.70,45.78,165.81,76.90,601.51,2.50
419.50,27.87,93.16,0.30,254.83,19.86,175.19,2842.99,123.08,170.60,1691.37,62.85,188.64,1888.39,109.74,133.70,45.78,148.50,76.90,593.64,2.50
450.00,43.61,232.74,0.30,274.39,37.84,207.93,2797.78,137.67,170.60,1778.85,91.93,164.34,1723.20,99.06,133.70,45.78,137.82,76.90,582.79,2.50
481.00,90.81,300.98,0.30,428.17,57.57,280.93,2832.38,169.21,170.60,1848.48,123.46,141.21,1627.53,116.67,133.70,45.78,124.15,76.90,546.33,2.50
510.00,102.87,502.53,0.30,566.72,51.31,370.39,2702.25,163.35,181.89,1775.91,153.14,148.42,1760.95,140.85,133.70,45.78,115.30,134.58,547.57,2.50
539.50,169.13,678.20,0.30,564.94,49.61,382.43,2636.54,160.34,181.89,1827.49,179.09,220.64,1892.35,137.32,133.70,45.78,130.04,93.28,509.14,2.50
570.00,94.61,664.19,0.30,509.80,52.89,265.76,2648.88,170.56,110.17,1858.51,162.60,244.75,1968.18,145.64,35.10,45.78,151.55,93.28,527.66,2.50
599.00,161.81,617.21,29.68,471.63,59.99,199.24,2768.23,190.05,153.51,1962.77,174.87,243.84,1909.18,133.39,35.10,45.78,141.85,93.28,454.54,2.50
629.50,95.32,586.63,44.16,466.74,58.82,246.69,2904.81,214.76,153.51,2023.23,177.46,174.87,1764.13,124.48,35.10,45.78,135.38,93.28,409.40,2.50
660.50,147.04,576.89,90.03,457.31,63.25,443.26,2940.47,206.88,153.51,1882.57,199.70,151.92,1689.51,124.48,35.10,45.78,147.83,93.28,375.47,2.50
691.00,154.57,592.83,50.35,487.63,66.51,551.36,2784.82,184.51,111.39,1778.79,212.06,129.70,1723.15,115.72,35.10,45.78,138.65,93.28,390.33,2.50
721.50,207.83,600.29,72.08,472.22,68.61,396.19,2686.46,165.47,111.39,1660.13,195.25,162.05,1749.29,127.38,35.10,45.78,125.19,93.28,395.21,2.50
751.00,236.94,625.80,35.71,489.27,72.95,235.75,2552.12,159.29,68.67,1620.12,178.44,152.74,1866.41,127.26,35.10,45.78,130.92,93.28,381.98,2.50
781.00,209.09,658.93,59.51,523.92,69.94,169.33,2569.92,158.33,68.67,1705.52,159.37,171.21,1913.18,127.35,35.10,45.78,132.94,93.28,386.30,2.50
811.00,237.81,646.89,81.58,464.55,63.03,268.30,2706.89,170.27,68.67,1791.60,158.06,147.81,1903.91,127.32,35.10,45.78,123.11,93.28,381.48,2.50
840.50,281.91,660.92,84.33,454.29,59.11,264.29,2799.51,162.05,68.67,1720.77,152.53,147.81,1849.62,121.64,35.10,45.78,134.83,93.28,373.24,2.50
