Time,South Central Fans,North Central Fans
s,C,C
0.00,12.39,14.24
5.50,12.39,14.24
24.50,12.39,14.24
54.50,12.39,14.21
84.50,12.39,14.21
114.00,12.39,14.21
143.50,12.39,14.21
173.00,20.82,14.21
203.50,35.67,14.94
234.00,41.26,14.94
265.00,44.68,15.12
295.50,48.03,16.30
325.50,49.66,16.58
355.50,51.12,16.58
385.00,52.06,16.58
415.00,52.89,16.58
445.50,53.75,16.58
475.50,54.62,16.81
505.50,55.44,17.15
535.50,56.40,17.37
565.50,57.13,17.48
595.50,58.24,17.48
625.50,59.44,17.48
655.50,59.93,17.48
685.50,60.76,17.48
715.00,61.06,17.48
745.00,61.90,17.48
775.50,62.39,17.48
805.50,62.76,17.48
835.50,63.13,17.48
865.50,64.01,17.59
894.50,64.26,17.92
924.50,64.76,18.58
955.50,65.21,18.69
985.50,66.43,18.69
1013.50,67.25,18.69
1043.50,64.22,18.91
1075.50,61.51,18.91
1105.50,58.59,18.69
1135.50,54.53,18.58
1164.50,50.75,18.58
1194.50,48.03,18.58
1225.50,46.35,17.93
1255.50,44.02,17.82
1285.50,42.20,17.71
1315.50,40.91,17.49
1345.50,39.80,17.26
1375.50,38.58,17.26
1404.50,37.51,17.26
1434.50,36.98,17.26
1465.50,36.30,17.04
1495.50,35.51,17.04
1525.50,35.12,16.93
1555.50,34.39,16.93
1585.50,33.82,16.93
1615.50,33.49,16.93
