Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,2102.38,0.00
5.00,7174.52,0.00
24.50,15924.50,0.00
54.50,22921.26,0.00
84.50,24993.57,0.00
114.50,24889.73,0.00
144.50,23660.33,0.00
174.50,22431.35,0.00
204.50,21801.24,0.00
234.50,20535.42,0.00
264.50,20259.59,0.00
294.50,20097.64,0.00
324.50,19131.40,0.00
354.50,20425.21,0.00
384.50,21503.27,0.00
414.50,23042.46,0.00
444.50,24093.55,0.00
474.50,24779.30,0.00
504.50,24660.87,0.00
534.50,24643.01,0.00
564.50,23910.18,0.00
594.50,24336.69,0.00
624.50,25134.69,0.00
654.50,24439.39,0.00
684.50,24766.23,0.00
714.50,25553.17,0.00
743.50,25851.43,0.00
773.50,26318.28,0.00
805.00,27709.75,0.00
835.00,27732.35,0.00
865.00,28256.51,0.00
895.00,27544.03,0.00
925.00,26925.25,0.00
955.00,26955.50,0.00
985.00,27018.48,0.00
1015.00,26753.72,0.00
1045.00,26849.71,0.00
1075.00,26393.53,0.00
1104.50,26757.66,0.00
1134.50,26556.28,0.00
1164.50,26637.60,0.00
1194.50,26449.99,0.00
1224.50,26541.25,0.00
1254.50,26176.53,0.00
1284.50,25315.91,0.00
1313.50,25719.49,0.00
1343.00,26153.83,0.00
1374.00,26758.73,0.00
1404.50,26209.99,0.00
1434.50,26024.16,0.00
1464.50,25905.71,0.00
1494.50,21330.59,0.00
1524.50,14870.15,0.00
1554.50,17977.35,0.00
1584.50,17745.02,0.00
1614.50,17519.37,0.00
1644.50,21943.00,0.00
1674.00,21003.67,0.00
1704.00,22259.67,0.00
1733.50,22053.56,0.00
1763.00,23425.78,0.00
1793.50,23417.48,0.00
1823.00,22691.22,0.00
1853.50,21743.32,0.00
1884.50,20949.19,0.00
1914.50,20942.20,0.00
1944.50,23113.37,0.00
1974.50,24189.00,0.00
2004.50,25416.41,0.00
2034.50,31346.40,0.00
2064.50,22427.12,0.00
2094.50,22427.12,0.00
2124.50,22427.12,0.00
2154.50,22427.12,0.00
2184.50,22427.12,0.00
2214.50,22427.12,0.00
2244.50,22427.12,0.00
2274.50,22427.12,0.00
2304.50,225.91,0.00
2334.50,225.91,0.00
2364.50,225.91,0.00
2394.00,225.91,0.00
2424.00,225.91,0.00
2454.50,228.66,0.00
