Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,114.68,179.80,28.99,231.21,0.00,23.50,198.37,5.80,625.31,0.30,0.00,0.30,179.00,19.84,108.91,0.30,0.00,638.49,0.30,22.77
15.00,105.82,200.83,0.92,226.06,0.00,23.50,179.29,2.01,644.24,0.30,0.00,0.30,153.93,19.84,115.34,0.30,0.00,634.62,0.30,23.87
44.50,96.66,178.25,0.92,277.01,0.00,23.50,218.77,2.99,644.24,0.30,0.00,0.30,205.52,19.84,106.27,0.30,0.00,867.44,0.30,22.38
74.00,95.35,185.97,60.12,261.92,0.00,23.50,204.98,2.75,648.51,0.30,0.00,0.30,267.56,19.84,137.84,0.30,0.00,563.16,0.30,21.38
103.50,98.34,175.12,60.12,263.87,0.00,23.50,198.47,3.52,683.91,0.30,0.00,0.30,877.58,22.77,114.66,0.30,0.00,631.21,0.30,22.86
134.00,66.06,176.75,60.12,257.38,0.00,23.50,203.36,3.52,634.47,0.30,0.00,0.30,1913.95,25.70,153.26,0.30,0.00,597.37,0.30,22.81
164.50,72.28,186.54,33.87,253.96,0.00,23.50,226.18,3.52,634.47,0.30,0.00,87.59,2419.98,25.70,132.41,0.30,0.00,645.29,0.30,25.36
194.50,69.51,204.71,33.87,249.84,0.00,23.50,225.70,3.52,675.36,0.30,0.00,277.90,1675.09,25.70,175.78,0.30,0.00,693.10,0.30,24.60
224.50,71.27,181.01,33.87,253.12,0.00,108.41,193.32,14.15,754.10,823.88,0.00,437.02,1886.46,16.91,553.77,0.30,0.00,779.90,0.30,20.57
254.50,48.39,177.49,21.36,233.59,0.00,402.03,944.72,49.29,888.50,1429.06,0.00,409.33,1098.47,16.91,465.05,0.30,0.00,858.24,0.30,22.49
284.50,32.53,198.35,21.36,260.69,0.10,1011.67,2466.86,106.89,1030.80,1288.69,0.00,308.05,480.10,16.91,296.14,0.30,0.00,777.84,0.30,22.84
314.50,61.52,200.32,452.30,941.45,0.16,2189.45,2397.47,109.70,1284.99,1316.77,0.00,140.99,213.25,16.91,221.87,0.30,0.00,723.29,0.30,23.69
344.50,54.07,138.42,1609.18,1185.83,0.00,1830.68,2431.37,86.92,1133.38,1447.42,0.00,140.99,219.95,16.91,195.91,0.30,0.00,829.14,0.30,21.26
374.50,59.87,183.60,1517.31,1139.35,0.00,1338.01,2454.22,98.35,978.10,1653.11,65.00,140.99,187.87,10.93,188.16,0.30,0.00,804.80,0.30,28.26
404.50,41.57,179.03,1277.95,1078.99,0.00,1349.51,2281.33,90.64,997.63,1498.22,65.00,140.99,194.44,18.74,188.11,0.30,0.00,762.77,0.30,21.67
434.50,45.84,178.84,1255.21,1032.06,0.00,1392.45,2095.94,92.40,993.48,1350.42,65.00,140.99,187.99,18.74,194.15,0.30,0.00,781.36,609.24,21.83
