Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,0.30,874.82,0.30,0.00,0.30,0.00,504.46,180.56,5.55,160.39,282.29,0.00,325.32,45.74,0.00,3649.13,61.95,0.00,0.00
9.50,0.00,0.30,863.49,0.30,0.00,0.30,0.00,504.46,180.62,5.55,165.61,330.10,0.00,361.43,53.41,0.00,3629.40,59.51,0.00,0.00
33.50,0.00,0.30,869.61,0.30,0.00,0.30,0.00,504.46,205.87,6.26,159.36,321.85,0.00,357.90,60.02,0.00,3607.03,43.10,0.00,0.00
63.50,0.00,0.30,867.25,0.30,0.00,0.30,0.00,504.46,189.47,6.26,172.97,297.13,0.00,375.54,31.81,0.00,3632.56,60.24,0.00,0.00
93.00,0.00,0.30,872.44,0.30,0.00,0.30,0.00,550.24,251.69,0.43,143.74,299.64,0.00,345.25,39.16,0.00,3603.63,40.79,0.00,0.00
123.00,0.00,0.30,892.33,0.30,0.00,86.37,39.37,579.33,558.28,8.24,144.04,324.75,0.00,337.48,42.83,0.00,3599.52,35.71,0.00,0.00
153.50,0.00,0.30,880.71,0.30,0.00,82.20,22.57,686.15,1607.33,4.21,167.95,284.24,0.00,361.64,45.65,0.00,3587.70,35.71,0.00,0.00
183.50,0.00,0.30,900.94,0.30,0.00,238.96,36.41,809.03,1706.53,7.32,151.17,275.84,0.00,321.41,44.86,0.00,3599.06,38.64,0.00,0.00
213.50,0.00,0.30,886.75,0.30,3.45,650.75,67.72,917.37,1794.51,11.63,151.50,322.96,0.00,339.58,31.95,0.00,3585.87,35.50,0.00,0.00
243.50,0.00,0.30,902.13,324.67,83.53,1292.34,90.83,991.53,1890.59,16.88,158.51,317.69,0.00,347.55,57.92,0.00,3530.77,50.81,0.00,0.00
273.50,0.00,0.30,957.66,400.78,104.79,1772.71,85.24,1122.55,2040.26,17.03,266.12,322.80,0.00,343.55,77.62,0.00,3569.54,50.81,0.00,0.00
302.00,302.08,0.30,1352.91,317.30,83.59,2463.91,64.11,1073.93,2157.36,23.87,340.43,291.90,0.00,345.59,24.31,0.00,3548.17,31.89,0.00,0.00
331.00,960.77,0.30,2292.34,319.33,50.98,2048.15,44.48,927.14,2267.53,14.30,209.05,305.38,0.00,328.96,31.81,0.00,3554.23,41.81,0.00,0.00
361.50,1266.47,0.30,3045.80,259.59,32.97,1720.00,14.75,927.14,2083.87,13.12,208.90,295.16,0.00,362.30,59.10,0.00,3564.58,39.20,0.00,0.00
391.50,1023.57,0.30,2835.79,228.09,22.96,1699.03,7.02,879.68,1960.23,13.12,148.52,293.96,0.00,345.22,25.50,0.00,3536.88,29.60,0.00,0.00
421.50,896.08,0.30,2568.37,179.39,17.08,1676.36,18.95,879.68,2001.11,10.19,165.96,288.62,0.00,347.37,36.86,0.00,3542.08,33.53,0.00,0.00
452.00,829.12,0.30,2535.24,112.86,8.95,1635.46,12.63,848.10,2002.75,14.07,178.84,312.63,0.00,378.47,42.42,0.00,3567.97,50.96,0.00,0.00
482.50,786.14,0.30,2531.93,118.65,4.50,1611.85,22.47,874.14,1989.30,12.46,147.31,282.24,0.00,387.24,40.50,0.00,3549.10,50.54,0.00,0.00
512.50,817.63,0.30,2539.10,86.29,3.40,1632.68,17.31,849.01,2016.69,16.97,153.66,298.92,0.00,347.60,57.78,0.00,3549.15,43.52,0.00,0.00
543.00,791.55,0.30,2529.64,66.27,2.33,1641.35,12.32,849.01,2029.50,16.97,132.24,311.68,0.00,377.71,33.37,0.00,3553.83,55.37,0.00,0.00
573.00,769.22,0.30,2528.51,96.82,1.08,1647.36,22.31,849.01,1999.24,14.71,132.24,304.80,0.00,352.48,35.44,0.00,3582.31,45.24,0.00,0.00
603.00,757.52,0.30,2512.63,73.85,0.40,1607.17,19.84,849.01,2030.70,14.71,170.80,301.67,0.00,380.62,27.16,0.00,3560.48,41.02,0.00,0.00
633.00,771.61,0.30,2565.71,76.74,0.44,1624.58,19.23,849.01,2023.76,9.22,154.27,324.32,0.00,409.78,34.97,0.00,3584.00,46.95,0.00,0.00
663.00,746.57,0.30,2555.09,91.76,0.58,1622.50,23.01,849.01,2011.16,16.78,158.18,274.36,0.00,351.57,55.36,0.00,3568.41,41.38,0.00,0.00
693.50,742.39,0.30,2530.86,95.96,0.63,1646.65,31.68,849.01,2069.02,13.06,172.43,306.50,0.00,360.42,57.27,0.00,3611.20,40.19,0.00,0.00
723.50,740.92,0.30,2512.70,105.05,0.22,1623.12,22.92,849.01,2025.92,14.10,137.03,299.16,0.00,379.34,48.83,0.00,3582.16,60.90,0.00,0.00
753.50,742.64,0.30,2548.66,85.22,0.98,1662.88,23.82,849.01,2009.18,14.10,140.95,313.30,0.00,369.61,40.83,0.00,3571.25,41.20,0.00,0.00
783.50,730.91,0.30,2549.45,120.62,0.55,1675.60,26.28,849.01,2024.01,13.79,145.57,333.82,0.00,407.47,42.19,0.00,3581.07,50.17,0.00,0.00
813.50,741.21,0.30,2557.56,129.84,0.28,1651.15,25.31,849.01,2025.87,14.07,163.18,314.47,0.00,399.39,46.79,0.00,3568.27,59.61,0.00,0.00
843.50,749.18,0.30,2534.48,96.78,0.60,1675.01,24.69,910.96,2030.85,13.61,151.88,299.80,0.00,369.29,34.94,0.00,3578.70,50.19,0.00,0.00
873.50,730.25,0.30,2530.47,117.43,1.00,1684.67,30.25,884.11,2030.69,14.91,151.33,296.79,0.00,359.06,37.92,0.00,3645.30,53.47,0.00,0.00
902.50,806.49,0.30,2562.69,88.29,1.31,1666.07,28.11,884.11,2008.12,13.49,144.15,299.20,0.00,360.79,42.18,0.00,3677.51,65.23,0.00,0.00
932.50,796.26,0.30,2574.60,122.33,0.62,1663.46,21.88,884.11,2031.63,12.24,178.63,319.64,0.00,366.60,59.08,0.00,3664.83,57.34,0.00,0.00
961.50,824.90,0.30,2579.19,122.34,0.30,1665.31,26.34,828.56,2022.06,12.82,139.77,314.90,0.00,371.96,50.60,0.00,3652.63,42.42,0.00,0.00
991.00,848.91,0.30,2576.57,115.22,0.94,1617.98,18.64,855.73,2047.54,14.95,129.70,319.89,0.00,361.84,46.01,0.00,3666.41,74.23,0.00,0.00
1023.00,884.33,0.30,2578.14,102.29,0.34,1584.10,16.05,855.73,2085.91,15.14,159.61,293.28,0.00,365.35,36.82,0.00,3677.32,70.67,0.00,0.00
1053.50,856.74,0.30,2549.35,92.60,0.71,1578.84,17.43,855.73,2091.40,13.18,151.00,312.20,0.00,360.27,58.09,0.00,3615.14,68.39,0.00,0.00
1083.50,852.32,0.30,2556.11,129.94,0.22,1592.34,15.08,876.78,2122.53,20.87,140.38,318.57,0.00,369.94,45.78,0.00,3583.37,66.65,0.00,0.00
1113.50,876.68,0.30,2583.80,170.74,0.95,1612.76,22.60,834.67,2137.92,21.00,144.96,319.47,0.00,362.25,36.45,0.00,3606.83,55.48,0.00,0.00
1142.00,884.79,0.30,2554.28,160.22,1.10,1627.76,18.58,834.67,2157.76,21.00,137.64,352.25,0.00,368.96,26.72,0.00,3612.11,64.39,0.00,0.00
1171.50,882.86,0.30,2577.66,169.92,0.88,1565.46,13.27,834.67,2138.56,20.87,155.34,319.36,0.00,369.67,47.38,0.00,3608.39,76.43,0.00,0.00
1203.00,893.64,0.30,2560.86,121.16,0.78,1535.18,14.67,834.67,2138.35,20.87,145.69,317.36,0.00,349.13,42.47,0.00,3645.12,66.07,0.00,0.00
1233.50,882.38,0.30,2559.37,157.09,0.55,1570.97,20.53,834.67,2108.29,19.53,161.03,314.34,0.00,364.69,38.55,0.00,3644.21,80.67,0.00,0.00
1263.50,875.22,0.30,2562.32,149.33,1.11,1608.48,18.01,834.67,2129.38,21.91,162.25,306.19,0.00,381.69,40.59,0.00,3626.63,91.25,0.00,0.00
1292.00,890.25,0.30,2567.79,143.29,0.66,1577.92,14.10,851.30,2107.83,15.93,159.78,325.83,0.00,364.80,37.71,0.00,3629.71,75.53,0.00,0.00
1322.00,854.25,0.30,2546.23,178.43,0.91,1557.52,15.99,823.22,2132.41,18.66,163.88,311.96,0.00,360.42,44.14,0.00,3632.51,82.64,0.00,0.00
1353.50,868.43,0.30,2548.15,158.58,1.29,1502.77,16.91,823.07,2092.21,22.83,170.90,289.62,0.00,356.00,34.48,0.00,3640.26,84.05,0.00,0.00
1383.50,829.93,0.30,2569.14,150.82,3.02,1563.20,27.77,825.82,2138.96,24.32,170.90,299.84,0.00,373.48,42.05,0.00,3643.19,101.14,0.00,0.00
1413.50,845.10,0.30,2560.62,180.24,4.76,1595.26,27.73,805.37,2161.34,24.78,140.92,307.93,0.00,371.46,46.17,0.00,3622.03,62.26,0.00,0.00
1443.50,823.81,0.30,2550.96,178.73,2.42,1640.49,29.99,852.37,2149.10,22.50,152.22,315.62,0.00,365.00,33.21,0.00,3650.26,75.45,0.00,0.00
1473.50,831.92,0.30,2547.59,184.51,4.39,1638.68,18.01,852.37,2113.98,22.95,152.22,304.70,0.00,396.71,35.91,0.00,3641.16,82.28,0.00,0.00
1503.50,834.42,0.30,2565.61,117.67,0.90,1652.09,26.67,852.37,2092.98,17.09,147.71,295.79,0.00,389.71,52.19,0.00,3679.04,94.39,0.00,0.00
1531.50,841.99,0.30,2561.07,196.15,0.56,1734.58,22.05,852.37,2051.35,16.03,153.96,334.48,0.00,337.47,43.68,0.00,3629.39,95.40,0.00,0.00
1561.50,840.84,0.30,2587.30,186.59,0.41,1684.85,21.27,852.37,2081.26,19.84,140.23,301.82,0.00,368.28,48.31,0.00,3695.92,97.30,0.00,0.00
1593.50,821.12,0.30,2583.89,198.84,0.90,1661.50,20.20,852.37,2073.70,16.97,124.82,339.33,0.00,372.17,62.10,0.00,3682.18,85.14,0.00,0.00
1623.50,836.70,0.30,2584.74,186.67,1.08,1687.59,24.23,852.37,2119.38,17.01,144.66,321.35,0.00,369.01,62.89,0.00,3651.89,83.85,0.00,0.00
1653.50,823.99,0.30,2583.96,179.75,0.73,1706.21,20.87,852.37,2126.13,16.91,154.93,298.53,0.00,369.14,57.37,0.00,3654.33,98.57,0.00,0.00
1683.50,832.51,0.30,2607.16,196.68,0.42,1686.94,27.22,852.37,2093.52,15.36,154.36,289.56,0.00,364.79,37.54,0.00,3688.78,85.06,0.00,0.00
1713.50,854.77,0.30,2599.83,217.16,0.76,1698.65,26.47,852.37,2143.14,18.86,150.61,305.92,0.00,359.97,65.00,0.00,3685.85,82.14,0.00,0.00
1742.50,834.10,0.30,2611.99,210.50,0.94,1675.85,24.60,852.37,2137.48,14.10,155.95,325.47,0.00,360.72,31.51,0.00,3653.13,121.77,0.00,0.00
1772.50,839.94,0.30,2625.36,251.13,0.86,1674.96,23.17,837.11,2127.49,19.19,154.12,291.97,0.00,346.75,50.72,0.00,3656.98,92.99,0.00,0.00
1803.50,863.26,0.30,2609.09,225.02,0.75,1626.00,20.24,841.08,2075.53,16.97,153.51,309.50,0.00,341.31,50.41,0.00,3683.63,84.40,0.00,0.00
1833.50,884.33,0.30,2591.65,249.47,0.25,1619.55,23.46,821.24,2104.87,18.89,148.32,311.79,0.00,346.16,48.22,0.00,3653.59,95.04,0.00,0.00
