Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,7.31,7.57,7.57,7.41,8.43,7.36,7.49,7.60,7.49,7.41,7.82,7.46,7.46,7.33,7.60,10.11,9.37,9.90,9.43,8.95,9.10,8.83,7.30,13.51,13.21,12.51,11.61,11.30,10.05,8.61,8.87,8.42,6.82,8.89,10.85,13.82,14.25,10.14,7.60,9.74,9.28,8.91,9.25,9.35,9.48,8.75,7.64,7.53,7.64,7.18,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
7.50,7.31,9.00,9.30,7.41,8.43,7.36,7.49,16.46,14.99,13.59,12.46,11.85,10.67,9.66,9.78,20.09,18.92,19.13,17.61,15.08,13.74,12.36,10.42,27.94,28.60,27.11,23.70,22.25,17.01,13.53,12.16,11.25,11.05,13.90,27.79,33.10,27.45,14.09,10.09,11.93,13.19,12.52,13.08,14.19,13.92,10.89,7.64,7.53,7.64,8.58,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
29.50,12.35,15.69,14.72,13.05,12.12,9.48,9.06,28.36,26.30,24.28,21.37,20.20,17.13,14.04,13.04,32.25,30.23,29.01,27.07,22.11,19.15,16.52,15.33,42.14,41.30,38.54,35.18,30.65,25.08,19.46,16.08,14.56,17.33,22.19,45.65,49.71,40.76,18.37,14.44,14.83,17.62,16.90,18.40,19.79,19.22,13.78,7.64,7.53,7.64,8.58,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
59.50,19.58,24.00,23.01,20.97,17.67,13.22,12.69,35.09,33.00,31.49,29.21,27.69,22.51,18.54,17.08,38.38,34.56,31.81,29.34,22.68,21.41,19.56,18.59,45.31,45.86,42.19,38.15,33.21,29.60,22.48,18.58,16.62,20.10,25.34,46.47,58.86,43.54,21.25,14.44,17.66,20.56,19.79,22.20,23.55,22.35,15.90,7.64,7.53,7.64,8.58,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
90.00,24.22,28.61,28.02,25.00,21.45,17.24,17.21,38.28,36.71,34.75,29.21,27.69,25.14,20.90,17.08,39.81,37.23,33.72,32.21,25.87,22.80,19.56,20.30,46.47,47.35,43.52,38.29,31.57,27.79,23.65,18.58,16.62,21.73,27.83,49.17,58.56,46.86,24.16,18.36,17.66,23.51,22.08,25.15,25.69,23.76,17.36,7.64,7.53,7.64,8.58,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
120.50,26.39,28.61,30.39,27.54,23.69,19.49,19.35,39.29,36.71,35.45,32.20,30.54,25.14,20.90,20.38,40.60,38.25,35.74,33.83,28.37,24.70,21.78,20.30,48.79,47.23,42.85,37.40,32.83,29.26,23.65,20.01,18.48,22.59,31.92,49.23,60.72,48.71,26.18,19.88,19.80,25.71,22.08,27.38,27.12,25.39,17.36,7.64,7.53,7.64,8.58,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
150.50,26.39,31.66,30.39,27.54,23.69,20.90,19.35,39.29,38.34,36.24,33.90,30.54,26.99,22.38,20.38,41.84,39.10,35.32,31.24,28.37,25.36,23.21,22.01,48.59,46.75,43.68,39.50,36.11,29.26,24.18,21.42,18.26,27.14,31.49,50.05,62.30,54.48,26.18,21.37,19.80,27.18,23.53,28.92,27.12,25.39,17.36,7.64,7.53,7.64,8.58,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
180.50,27.87,31.66,30.39,27.54,25.09,22.31,20.88,39.29,38.34,36.24,33.90,32.35,26.99,23.97,21.79,42.15,40.23,36.95,34.15,28.45,25.91,23.21,23.45,51.01,48.57,46.26,40.02,34.85,31.33,26.02,21.42,18.76,24.26,28.28,49.36,63.13,57.77,27.95,22.57,21.24,28.70,23.53,28.92,28.57,26.79,17.36,7.64,7.53,7.64,8.58,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
210.50,27.87,33.13,31.91,29.17,25.09,22.31,20.88,41.79,40.66,37.81,35.97,32.35,29.32,23.97,21.79,46.32,42.48,39.49,34.95,29.86,25.91,23.21,23.45,52.87,52.98,49.62,44.19,38.02,32.90,25.30,22.45,20.39,25.97,37.56,60.17,66.80,57.83,27.95,23.49,21.24,28.70,24.96,30.36,30.06,26.79,18.81,7.64,7.53,7.64,10.01,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
240.50,29.36,34.57,33.33,30.59,26.67,23.81,22.29,46.72,43.77,40.08,38.33,35.23,29.32,23.97,21.79,49.59,47.25,43.95,39.56,32.81,27.41,24.66,23.45,56.13,56.19,51.91,45.86,40.29,33.94,25.61,21.79,28.94,36.32,43.01,60.79,66.73,51.59,27.95,23.49,22.67,30.22,26.36,31.80,30.06,28.27,18.81,7.64,7.53,7.64,10.01,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
270.50,31.63,37.21,35.99,32.87,28.31,23.81,22.29,46.11,45.50,42.63,41.18,35.23,30.86,25.45,23.26,49.42,47.52,45.60,41.63,34.42,28.87,24.66,23.45,56.35,55.54,50.99,45.28,39.63,31.68,24.95,23.41,23.54,32.89,44.64,70.42,72.20,55.11,29.16,25.21,22.67,31.71,26.36,31.80,31.56,28.27,20.27,9.21,7.53,9.56,10.01,7.31,7.20,7.18,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
299.50,33.85,37.21,35.99,32.87,29.79,25.24,22.29,45.35,44.61,42.63,40.47,38.53,30.86,26.92,23.26,50.97,49.60,45.11,41.78,35.13,30.18,26.34,24.58,59.84,57.97,53.43,47.83,38.77,32.75,26.00,23.41,29.97,39.52,45.50,71.59,73.80,58.50,29.06,26.67,22.67,31.71,26.36,33.19,31.56,29.66,20.27,9.21,7.53,9.56,10.01,7.31,7.20,8.77,7.36,7.68,6.60,6.84,6.97,7.02,6.92,7.15,7.31,7.53,6.44,8.47,7.18,7.10,7.08,7.15,7.46,7.64,7.06,7.00,6.61,6.51,6.69,6.87,7.02,7.26,7.06,6.72,6.46,6.13,6.64,6.79,6.79,6.29,5.07,4.59,4.92,5.49,5.77,6.07,6.02,5.83,4.87,4.54,4.13,4.18,3.94,3.97,4.02,3.98,3.18,3.45,3.71,3.94,3.43,3.18,3.79,4.49,2.21,1.92,1.64,1.51,2.10,2.05,2.02
