Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,834.15,0.00
3.50,1803.68,0.00
21.50,4511.88,0.00
51.50,5606.16,0.00
81.50,6627.63,0.00
111.50,5544.58,0.00
141.50,4844.80,0.00
171.50,4018.77,0.00
201.50,5448.51,0.00
231.50,7535.15,0.00
261.50,9364.56,0.00
291.50,7725.54,0.00
321.50,3298.14,0.00
351.50,2522.52,0.00
381.50,5524.06,0.00
411.50,12426.30,0.00
441.50,8617.44,0.00
471.50,7554.80,0.00
501.50,7341.84,0.00
531.50,6786.04,0.00
561.50,7437.10,0.00
591.50,7112.96,0.00
621.50,6591.68,0.00
651.50,3643.66,0.00
681.50,3370.08,0.00
711.50,5143.59,0.00
741.50,4712.03,0.00
771.50,5255.83,0.00
801.50,5538.80,0.00
831.50,5799.18,0.00
861.50,5367.86,0.00
891.50,6389.16,0.00
921.50,4979.84,0.00
951.50,5994.63,0.00
981.50,5914.71,0.00
1011.50,6758.77,0.00
1041.50,5496.67,0.00
1071.50,5489.30,0.00
1100.50,6960.22,0.00
1130.00,6404.33,0.00
1161.00,6984.36,0.00
1191.50,6417.85,0.00
1221.50,7167.10,0.00
1251.50,6573.01,0.00
1281.50,6112.60,0.00
1311.50,6082.44,0.00
1341.50,6459.70,0.00
1371.50,5480.75,0.00
1401.50,5098.13,0.00
1431.50,3319.34,0.00
1461.50,3037.26,0.00
1491.50,3185.20,0.00
1521.50,2160.41,0.00
1551.50,1934.90,0.00
1581.50,1541.61,0.00
1611.50,1144.05,0.00
1641.50,978.96,0.00
1671.50,797.68,0.00
1701.50,697.83,0.00
1731.50,771.32,0.00
1761.50,764.17,0.00
1791.50,657.99,0.00
1820.50,934.98,0.00
1849.50,287.65,0.00
1879.50,368.70,0.00
1910.50,48.72,0.00
1941.50,-263.13,0.00
1971.50,-48.43,0.00
2001.50,-189.91,0.00
2031.50,-429.43,0.00
2061.50,18.42,0.00
2091.50,261.66,0.00
2121.00,31.58,0.00
2150.50,203.04,0.00
2180.50,54.15,0.00
2211.00,-408.30,0.00
2241.50,59.57,0.00
2271.50,26.81,0.00
2301.50,216.91,0.00
2331.50,-257.40,0.00
2361.50,156.94,0.00
2391.50,-167.46,0.00
