Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,2.4e-05,0.0,3.8e-05,7e-06,0.000249,0.000248,3e-06,0.000266,0.000175,1.7e-05,0.0,0.000322,2e-05,0.000139,0.00018,1.2e-05,0.0,0.000545,0.0
0.0,0.0,4.1e-05,0.0,3.8e-05,8e-06,0.000233,0.000251,5e-06,0.000266,0.000184,1.6e-05,0.0,0.000323,2.2e-05,0.000109,0.000161,1.5e-05,0.0,0.000556,0.0
5.5,0.0,5e-05,0.0,3.8e-05,8e-06,0.00019,0.00021,3e-06,0.000266,0.000164,1.6e-05,0.0,0.000316,2.1e-05,0.00013,0.000165,1.7e-05,0.0,0.000582,0.0
25.0,0.0,5e-05,0.0,3.8e-05,7e-06,0.00022,0.000243,3e-06,0.000266,0.000161,1.5e-05,0.0,0.00031,2.1e-05,9.4e-05,0.000185,1.1e-05,0.0,0.000552,0.0
55.5,0.0,3.8e-05,0.0,3.8e-05,7e-06,0.000212,0.000205,3e-06,0.000266,0.000181,1.6e-05,0.0,0.000322,2e-05,4.8e-05,0.000192,1.1e-05,0.0,0.000589,0.0
86.5,0.0,2.4e-05,0.0,3.8e-05,7e-06,0.00023,0.000245,3e-06,0.000306,0.000153,1.6e-05,0.0,0.000373,2.3e-05,9.5e-05,0.000171,1.7e-05,0.0,0.000616,2.8e-05
116.5,0.0,3.2e-05,0.0,3.8e-05,7e-06,0.000249,0.00024,4e-06,0.000296,0.000164,1.6e-05,0.0,0.000649,2.5e-05,0.000181,0.000206,1.7e-05,0.0,0.000939,5.9e-05
146.5,0.0,2.7e-05,0.0,3.8e-05,7e-06,0.000222,0.000193,8e-06,0.000296,0.000179,1.6e-05,0.0,0.001216,4.7e-05,0.000545,0.000249,1.7e-05,0.0,0.001599,9e-05
175.5,0.0,5.2e-05,0.0,3.8e-05,7e-06,0.00021,0.000196,5e-06,0.000296,0.000171,1.6e-05,0.0,0.001437,8.1e-05,0.00089,0.000323,1.8e-05,0.0,0.001955,0.000105
204.5,0.0,3.5e-05,0.0,3.8e-05,7e-06,0.000213,0.000228,7e-06,0.000296,0.000162,1.7e-05,0.0,0.001555,0.000102,0.00103,0.000343,4.1e-05,0.0,0.002128,0.000113
235.5,0.0,4.4e-05,0.0,3.8e-05,7e-06,0.000219,0.000234,6e-06,0.000296,0.000183,1.7e-05,0.0,0.001573,0.000111,0.001114,0.00037,7.6e-05,0.0,0.002293,0.000118
