Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
384.50,1156.33,0.30,1432.21,396.63,48.81,1733.88,45.39,476.84,1940.09,58.09,0.30,143.01,8.87,25.94,39.70,48.28,52.43,439.54,0.00,0.00
414.50,1156.04,0.30,1487.36,325.77,44.15,1775.89,52.12,476.84,1889.55,57.11,0.30,156.08,8.87,25.94,47.67,48.28,53.75,458.76,0.00,0.00
444.50,1150.22,0.30,1490.09,313.93,37.02,1815.68,57.92,476.39,1883.36,50.23,0.30,131.74,8.24,25.94,48.32,48.28,58.53,445.60,0.00,0.00
474.50,1093.72,0.30,1501.40,340.11,39.60,1829.90,57.92,470.28,1899.60,50.11,0.30,167.65,17.09,25.94,66.94,48.22,39.03,451.19,0.00,0.00
504.50,1113.60,0.30,1523.49,353.34,30.24,1841.05,57.92,469.67,1865.62,46.94,0.30,138.19,9.30,25.94,42.72,47.30,0.30,458.34,0.00,0.00
534.50,1118.49,0.30,1497.99,350.30,33.29,1831.54,59.37,453.19,1887.26,50.29,0.30,149.54,12.82,25.94,50.96,51.21,39.77,422.67,0.00,0.00
564.50,1108.28,0.30,1500.95,369.34,34.95,1824.78,59.02,477.40,1836.05,44.43,0.30,144.04,9.80,25.94,52.88,51.15,0.30,433.40,0.00,0.00
594.50,1119.49,0.30,1528.90,343.63,30.43,1867.21,55.85,477.40,1854.89,44.43,0.30,145.23,11.25,25.94,35.10,51.21,25.48,427.38,0.00,0.00
624.50,1122.05,0.30,1529.51,388.84,39.64,1866.68,56.52,477.40,1874.65,45.70,0.30,138.99,10.88,25.94,58.90,53.08,25.48,424.57,0.00,0.00
654.50,1125.84,0.30,1521.24,374.70,23.71,1863.65,53.36,477.40,1873.54,46.45,0.30,124.97,10.88,25.94,51.58,53.08,54.63,446.57,0.00,0.00
684.50,1128.40,0.30,1532.07,377.77,29.58,1877.27,64.49,477.40,1897.02,46.33,0.30,160.63,13.18,25.94,47.96,55.02,0.30,441.11,0.00,0.00
714.50,1106.18,0.30,1519.49,332.59,37.24,1853.05,59.31,477.40,1909.89,44.62,0.30,149.64,13.18,34.18,42.83,51.26,0.30,431.83,0.00,0.00
743.50,1122.35,0.30,1489.06,369.96,23.78,1868.31,59.63,477.40,1999.15,44.62,0.30,144.35,14.16,34.18,44.56,55.12,56.95,427.07,0.00,0.00
773.50,1095.56,0.30,1544.78,369.54,26.17,1865.84,62.03,477.40,1961.63,41.57,0.30,159.66,14.16,34.18,60.43,52.22,40.89,443.30,0.00,0.00
805.00,1077.35,0.30,1527.86,373.64,31.46,1838.50,68.18,477.40,1965.11,47.30,0.30,175.74,14.16,34.18,52.43,53.67,54.93,416.65,0.00,0.00
835.00,1101.28,0.30,1517.71,364.95,26.77,1825.89,59.63,477.40,1929.86,50.19,0.30,167.67,14.16,34.18,55.85,52.19,48.22,410.64,0.00,0.00
865.00,1087.22,0.30,1513.86,379.60,30.67,1839.77,52.76,477.40,1969.28,46.86,0.30,162.83,14.10,34.18,60.84,52.19,28.69,450.95,0.00,0.00
895.00,1085.77,0.30,1529.19,353.99,28.89,1891.68,59.36,477.40,1952.50,46.81,0.30,171.54,14.10,34.18,48.96,52.35,28.69,449.23,0.00,0.00
925.00,1106.67,0.30,1522.54,357.71,21.38,1875.90,63.66,477.40,1989.78,48.28,0.30,177.98,12.55,34.18,46.49,50.40,40.13,434.27,0.00,0.00
955.00,1041.17,0.30,1542.56,388.63,32.37,1826.71,60.43,462.96,2064.55,51.21,0.30,186.38,9.91,34.18,39.16,53.53,29.91,454.11,0.00,0.00
985.00,1042.35,0.30,1514.68,379.58,27.91,1851.90,61.54,462.65,1986.76,48.46,0.30,170.74,10.38,34.18,37.94,53.53,29.91,441.52,0.00,0.00
1015.00,985.51,0.30,1495.74,365.95,21.90,1797.40,59.10,462.65,2064.59,49.95,0.30,179.45,12.21,34.18,48.52,47.18,29.91,445.17,0.00,0.00
1045.00,931.88,0.30,1498.62,318.66,23.28,1791.71,54.81,457.87,2058.14,54.72,0.30,184.87,10.89,34.18,29.50,55.05,29.91,421.11,0.00,0.00
1075.00,954.86,0.30,1470.22,384.76,23.38,1719.50,55.03,457.87,2035.25,54.72,0.30,190.51,11.17,34.18,53.16,56.40,32.65,440.94,0.00,0.00
1104.50,940.64,0.30,1443.39,367.70,23.84,1766.95,41.93,457.87,2037.62,54.72,0.30,190.68,11.29,34.18,51.08,53.89,42.72,451.67,0.00,0.00
1134.50,940.96,0.30,1469.44,333.05,19.25,1789.60,44.13,457.87,2020.97,51.27,0.30,214.54,10.73,34.18,34.03,53.89,63.40,442.31,0.00,0.00
1164.50,936.89,0.30,1493.40,373.76,8.26,1790.98,52.82,492.87,1999.57,49.95,0.30,226.04,12.51,34.18,60.03,53.89,69.84,452.07,0.00,0.00
1194.50,940.22,0.30,1503.85,377.71,15.01,1804.39,52.10,459.70,1988.20,49.95,0.30,199.93,10.54,34.18,49.21,53.89,73.55,458.50,0.00,0.00
1224.50,1014.18,0.30,1512.39,377.57,13.32,1833.13,52.16,498.66,1939.42,48.04,0.30,204.17,9.31,34.18,46.57,57.92,97.19,437.93,0.00,0.00
1254.50,1007.45,0.30,1521.93,367.71,15.69,1873.75,53.16,498.66,1965.71,47.30,0.30,174.46,8.30,34.18,48.52,58.70,113.39,481.17,0.00,0.00
1284.50,1012.16,0.30,1523.34,384.96,15.06,1861.11,58.51,496.83,1939.12,47.30,0.30,191.43,11.17,34.18,55.57,59.02,127.49,470.08,0.00,0.00
1313.50,1053.82,0.30,1520.84,337.38,17.12,1874.67,54.42,501.41,2014.58,49.95,0.30,209.25,11.17,34.18,53.84,56.03,148.87,480.66,0.00,0.00
1343.00,1028.86,0.30,1517.72,381.85,24.40,1817.68,52.43,501.41,1981.62,47.36,0.30,201.27,13.95,34.18,65.99,56.19,135.14,467.23,0.00,0.00
1374.00,1027.77,0.30,1500.86,343.88,13.00,1829.89,57.07,501.41,1984.01,47.36,0.30,183.76,12.27,34.18,41.27,58.05,138.57,486.33,0.00,0.00
1404.50,1027.65,0.30,1496.71,366.11,7.18,1788.29,50.79,501.41,2014.41,48.22,0.30,183.74,12.27,34.18,55.60,58.98,125.39,482.49,0.00,0.00
1434.50,1023.73,0.30,1498.32,355.77,12.65,1846.69,48.14,501.41,1981.11,48.22,0.30,184.77,12.27,34.18,50.92,56.99,115.40,453.06,0.00,0.00
1464.50,1021.00,0.30,1491.21,344.51,9.27,1789.88,39.16,501.41,2052.54,54.14,0.30,197.38,12.24,34.18,77.41,58.82,124.99,501.61,0.00,0.00
1494.50,1017.35,0.30,1477.68,318.30,7.01,1808.71,49.68,501.41,2027.01,54.14,0.30,159.13,10.25,34.18,59.45,55.20,165.63,453.98,0.00,0.00
1524.50,962.23,0.30,1472.66,330.00,10.72,1794.68,38.51,501.41,2041.52,54.14,0.30,111.88,11.23,34.18,66.69,56.89,122.07,453.80,0.00,0.00
1554.50,1001.71,0.30,1493.72,348.17,5.35,1788.83,45.81,501.41,1991.05,54.14,0.30,167.40,9.34,34.18,57.60,58.57,130.79,442.59,0.00,0.00
1584.50,986.21,0.30,1497.45,350.49,7.37,1814.84,53.28,501.41,1982.28,54.14,0.30,158.27,9.16,34.18,48.93,57.05,86.80,470.76,0.00,0.00
1614.50,966.25,0.30,1493.45,358.54,7.77,1822.00,47.82,501.41,1959.20,55.18,0.30,153.59,8.07,34.18,45.09,55.12,50.09,463.87,0.00,0.00
1644.50,985.51,0.30,1491.55,361.71,4.42,1835.62,50.20,501.41,1975.51,52.25,0.30,173.65,7.32,34.18,48.73,54.26,50.09,457.46,0.00,0.00
1674.00,985.70,0.30,1487.66,364.21,7.29,1824.44,52.63,501.41,2000.50,52.25,0.30,166.90,6.38,34.18,57.95,54.26,37.94,443.02,0.00,0.00
1704.00,972.88,0.30,1482.03,362.67,6.34,1816.85,57.63,501.41,1955.01,43.52,0.30,175.30,7.32,34.18,56.69,58.78,23.50,451.36,0.00,0.00
1733.50,944.11,0.30,1512.67,320.19,7.73,1782.79,49.91,501.41,1958.65,52.25,0.30,176.39,6.35,34.18,55.54,56.99,23.50,440.13,0.00,0.00
1763.00,938.43,0.30,1490.42,381.88,2.81,1765.20,45.35,501.41,1981.94,51.29,0.30,165.94,5.77,34.18,64.53,58.01,23.50,440.22,0.00,0.00
1793.50,947.41,0.30,1493.07,336.90,3.94,1782.31,47.34,501.41,2058.83,53.55,0.30,177.51,8.89,34.18,54.55,57.98,36.32,433.72,0.00,0.00
1823.00,907.68,0.30,1485.43,361.07,2.13,1774.01,46.16,501.41,2061.09,53.55,0.30,154.42,9.34,34.18,46.34,59.94,36.32,453.11,0.00,0.00
1853.50,931.20,0.30,1483.15,333.36,2.59,1768.24,45.31,501.41,1997.62,53.55,0.30,185.92,9.34,34.18,62.97,57.80,36.32,430.85,0.00,0.00
1884.50,939.69,0.30,1513.08,332.38,4.41,1844.82,44.31,501.41,1955.81,53.55,0.30,187.69,8.77,34.18,54.80,57.80,36.32,438.67,0.00,0.00
1914.50,942.89,0.30,1503.62,344.10,3.13,1785.26,51.82,501.41,1999.05,53.55,0.30,186.36,8.77,34.18,58.01,59.57,36.32,438.67,0.00,0.00
1944.50,940.12,0.30,1504.80,352.58,4.72,1841.21,64.23,501.41,2027.54,53.55,0.30,210.27,6.41,34.18,54.47,59.48,36.32,431.02,0.00,0.00
1974.50,945.75,0.30,1517.44,361.57,7.65,1806.57,54.11,501.41,1998.06,53.55,0.30,202.01,0.00,34.18,45.57,58.88,36.32,451.36,0.00,0.00
2004.50,945.70,0.30,1510.43,374.18,7.52,1804.37,47.99,501.41,2091.14,53.55,0.30,204.30,8.69,34.18,57.24,56.17,36.32,449.77,0.00,0.00
2034.50,908.10,0.30,1484.63,341.10,10.09,1776.25,48.56,501.41,2135.65,54.44,0.30,181.23,7.91,34.18,51.66,61.89,36.32,433.12,0.00,0.00
2064.50,929.21,0.30,1490.32,342.67,12.06,1803.64,46.89,455.02,2161.43,54.26,0.30,230.50,6.41,34.18,57.12,61.95,36.32,433.05,0.00,0.00
2094.50,984.82,0.30,1507.37,342.79,12.57,1824.91,46.99,459.91,2179.64,56.34,0.30,215.20,3.36,34.18,58.23,61.95,43.34,441.16,0.00,0.00
2124.50,1158.63,0.30,1509.91,362.68,15.42,1842.59,48.22,502.02,2208.73,56.70,0.30,213.71,9.22,34.18,58.29,61.07,43.34,430.66,0.00,0.00
2154.50,1209.79,0.30,1572.14,352.28,17.01,2022.62,54.20,502.02,2268.71,61.10,0.30,203.45,7.51,34.18,62.83,60.32,43.34,442.48,0.00,0.00
2184.50,1117.49,0.30,1670.25,380.16,7.10,2028.00,58.19,518.20,2290.88,58.20,0.30,207.45,7.51,34.18,54.86,60.32,43.34,441.93,0.00,0.00
2214.50,719.64,0.30,1729.54,451.40,3.96,1978.95,69.72,434.27,2290.79,56.46,0.30,214.34,7.51,34.18,68.11,60.32,43.34,461.21,0.00,0.00
2244.50,448.59,0.30,1542.51,504.81,14.60,1289.88,82.12,378.42,1748.33,57.72,0.30,227.60,5.35,34.18,74.70,61.34,46.69,443.07,0.00,0.00
2274.50,150.27,0.30,1036.15,486.07,13.01,833.39,57.58,299.99,962.19,57.72,0.30,196.66,5.37,34.18,50.29,60.70,22.77,432.07,0.00,0.00
2304.50,71.56,0.30,721.94,379.86,4.36,544.50,33.97,299.99,632.13,63.90,0.30,189.24,7.34,34.18,58.82,60.70,37.90,426.60,0.00,0.00
2334.50,71.56,0.30,504.06,242.07,0.88,423.97,27.73,254.83,567.60,57.11,0.30,197.55,6.99,34.18,64.57,60.70,35.17,459.13,0.00,0.00
2364.50,71.56,0.30,403.79,166.48,0.00,356.18,27.71,274.97,391.66,49.34,0.30,177.36,10.28,34.18,55.73,62.85,52.25,456.18,0.00,0.00
2394.00,71.56,0.30,309.70,133.73,0.37,254.72,26.75,274.97,280.16,41.57,0.30,164.22,10.19,34.18,42.42,57.53,72.43,443.27,0.00,0.00
2424.00,71.56,0.30,278.16,74.06,0.39,234.28,18.01,274.97,216.78,44.43,0.30,205.45,8.73,34.18,65.61,58.29,88.87,450.14,0.00,0.00
2454.50,71.56,0.30,208.92,64.16,0.08,213.77,13.15,274.97,210.18,44.43,0.30,190.79,9.26,34.18,48.03,59.71,127.12,461.66,0.00,0.00
