Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
276.50,0.30,0.30,833.19,0.00,0.00,1095.80,0.00,77.82,1822.12,45.11,933.55,2465.61,0.00,1856.51,495.46,25.42,54.83,197.09,11.60,0.00
306.00,0.30,0.30,863.76,0.00,3.11,1220.58,9.22,140.69,1886.75,57.70,995.80,2273.33,0.00,2050.24,395.77,25.42,45.67,199.28,11.58,0.00
336.00,0.30,0.30,833.65,653.93,75.41,1530.16,13.41,207.83,1650.39,76.38,1042.19,2339.74,0.00,2145.11,258.95,25.42,71.56,199.17,13.44,0.00
366.00,0.30,0.30,1118.08,696.55,91.44,1653.59,59.20,251.77,1731.86,70.13,1061.98,2357.67,0.00,2113.84,212.20,20.90,29.60,209.05,12.25,0.00
396.50,0.30,0.30,1149.38,700.67,96.49,1919.36,97.76,325.02,1834.50,72.98,1134.02,1923.16,0.00,1801.04,215.22,20.90,146.97,184.28,12.90,0.00
426.50,0.30,0.30,1116.37,746.10,98.24,2197.86,131.51,362.45,2127.69,62.81,1182.92,1340.93,0.00,1434.22,204.71,26.00,243.53,200.50,11.60,0.00
456.50,0.30,80.26,1301.26,825.23,106.82,2458.88,120.49,442.21,2339.86,63.59,1183.97,818.42,0.00,988.67,206.15,19.96,261.32,178.77,12.63,0.00
486.50,0.30,30.82,1981.58,847.26,87.96,3103.82,82.37,466.52,2374.22,63.58,998.31,661.02,0.00,420.23,188.21,25.75,174.53,203.50,11.43,0.00
515.50,0.30,30.82,3063.13,784.01,50.21,2618.35,43.98,217.47,2328.49,49.26,606.12,548.46,0.00,318.85,189.58,23.54,79.19,200.76,12.59,0.00
545.00,0.30,30.82,2994.23,593.76,35.88,2007.41,18.98,138.25,2135.90,43.45,299.75,422.88,0.00,301.82,202.79,24.26,283.01,197.39,16.54,0.00
576.50,0.30,30.82,2506.26,512.34,20.02,2035.03,30.90,138.25,1826.00,40.04,187.38,351.75,0.00,307.21,222.61,24.26,907.91,187.19,13.55,0.00
601.50,0.30,30.82,2407.47,401.31,14.57,1937.12,25.82,138.25,1697.26,40.04,187.38,365.18,0.00,277.48,218.00,23.29,630.76,200.76,11.66,0.00
631.50,0.30,30.82,2380.10,290.77,6.97,1992.76,24.48,138.25,1646.10,31.56,202.40,358.49,0.00,245.27,223.78,22.77,116.94,207.96,12.70,0.00
667.50,0.30,30.82,2329.24,239.07,0.56,2025.64,6.97,179.75,1557.73,36.53,196.23,346.47,0.00,283.70,233.87,27.09,162.30,223.24,8.12,0.00
697.50,0.30,30.82,2324.56,180.84,0.12,2035.81,0.00,157.78,1551.28,38.76,208.19,352.96,0.00,298.99,243.90,27.08,202.13,220.31,13.90,0.00
727.50,0.30,30.82,2317.46,148.87,0.66,2053.69,0.00,157.78,1427.19,33.63,223.85,724.52,0.00,274.18,223.57,27.08,166.63,206.74,12.86,0.00
757.50,0.30,30.82,2289.95,115.30,0.64,2086.82,0.00,203.40,1448.19,30.76,211.08,1066.54,0.00,274.51,220.37,26.92,337.65,203.25,12.43,0.00
787.50,0.30,30.82,2259.32,116.14,0.22,2176.80,0.00,226.75,1323.99,30.70,208.13,1435.92,0.00,286.94,242.62,31.68,182.41,186.51,13.15,0.00
817.50,0.30,30.82,2248.26,82.92,0.11,2168.23,0.00,226.75,1275.17,36.50,256.50,1509.77,0.00,278.59,241.19,27.71,112.00,208.32,10.68,0.00
847.50,0.30,30.82,2268.06,85.29,0.24,2183.30,0.00,199.89,1381.61,37.60,273.34,1592.46,0.00,282.22,191.77,37.54,192.81,235.11,12.45,0.00
877.00,0.30,30.82,2261.33,65.16,0.16,2222.02,0.00,192.57,1483.85,37.57,308.23,1654.26,0.00,248.47,207.83,41.87,108.95,222.35,14.22,0.00
907.00,365.68,30.82,2284.33,37.23,0.24,2184.57,0.00,192.57,1558.72,39.08,317.45,1498.79,0.00,322.24,233.46,45.35,131.23,211.49,12.94,0.00
937.50,973.91,30.82,2326.15,49.34,0.00,2260.64,0.00,192.57,1501.72,41.44,322.88,1544.31,0.00,281.40,242.50,45.18,70.13,191.87,12.94,0.00
967.50,1471.32,30.82,2392.70,32.88,0.12,2275.73,6.16,192.57,1530.48,38.19,307.01,1529.49,0.00,312.20,206.12,39.49,211.72,213.63,11.93,0.00
997.50,1710.84,30.82,2389.44,32.68,0.08,2281.99,3.72,174.87,1403.66,33.75,304.26,1712.29,0.00,339.33,248.87,36.50,147.04,217.98,9.38,0.00
1027.50,1682.46,30.82,2404.73,36.87,0.17,2253.90,0.31,196.23,1533.66,38.57,278.26,1730.63,14.22,333.03,207.64,36.87,100.61,221.50,9.38,0.00
1057.50,1523.97,30.82,2386.36,69.34,0.36,2253.91,3.30,220.64,1329.50,33.63,273.05,1620.53,21.84,350.08,235.99,38.01,141.73,210.18,13.56,0.00
1087.50,1362.54,30.82,2379.06,64.55,0.35,2287.08,3.36,220.64,1386.78,34.55,282.90,1585.54,17.03,369.12,233.57,38.45,141.73,209.61,11.64,0.00
1117.50,1284.07,30.82,2412.98,52.66,0.17,2313.45,3.36,265.81,1415.16,33.88,266.35,1480.63,17.18,336.57,231.02,38.39,127.63,210.76,12.51,0.00
1147.50,1189.85,30.82,2435.77,47.03,0.39,2374.91,3.36,265.81,1363.48,35.97,297.04,1445.31,7.34,323.33,225.29,38.51,134.77,227.18,13.55,0.00
1177.50,1117.44,30.82,2466.67,72.55,0.08,2456.70,3.36,283.82,1427.56,32.41,297.96,1517.23,9.38,353.86,225.76,38.45,228.73,205.79,13.81,0.00
1207.50,1102.84,30.82,2474.71,56.28,0.21,2443.25,3.36,323.19,1467.53,35.50,332.85,1507.43,15.20,366.89,262.52,42.73,198.67,205.46,9.09,0.00
1237.50,1027.60,30.82,2510.72,73.58,0.11,2528.02,3.36,323.19,1564.05,33.26,364.38,1689.82,13.21,383.83,204.28,43.97,210.66,194.81,13.34,0.00
1267.00,1036.92,30.82,2554.36,68.30,0.15,2561.49,3.36,296.33,1425.36,37.54,370.79,1855.19,14.22,380.65,249.79,60.40,85.02,227.85,12.57,0.00
1297.00,1017.07,30.82,2590.55,47.19,0.04,2578.35,3.36,296.33,1557.08,36.93,370.08,2083.18,16.15,413.13,267.64,71.72,342.38,212.49,11.66,0.00
1327.50,1007.46,30.82,2612.94,65.34,0.25,2580.03,3.36,296.33,1631.38,39.57,423.20,2274.51,9.30,435.34,273.75,67.26,225.25,229.50,13.12,0.00
1357.50,977.98,30.82,2610.30,50.15,0.16,2544.38,24.20,307.01,1558.37,38.09,421.15,2104.91,5.53,453.60,239.64,68.74,212.17,185.61,17.64,0.00
1387.50,1010.89,30.82,2637.74,67.55,0.25,2597.49,27.28,304.57,1621.83,38.19,366.11,1658.17,3.39,418.07,219.76,56.52,286.60,201.19,12.02,0.00
1417.50,994.23,30.82,2666.06,113.61,0.30,2582.28,21.23,246.59,1593.70,38.73,328.80,1492.87,4.21,381.55,200.34,45.23,310.79,218.69,11.60,0.00
1447.50,1036.29,30.82,2693.16,111.29,0.59,2412.67,24.05,207.22,1482.41,37.84,290.63,1647.11,7.39,360.46,217.72,40.47,223.83,198.33,14.53,0.00
1477.50,1023.57,30.82,2595.25,102.69,0.21,2373.39,21.47,216.98,1531.19,37.38,279.85,1410.92,4.46,325.37,225.78,39.92,101.50,204.60,15.56,0.00
1507.50,1030.29,30.82,2600.11,112.15,0.24,2349.83,23.01,216.98,1589.29,36.59,267.54,1008.06,4.33,345.85,234.03,34.09,101.50,198.06,14.47,0.00
1537.50,1020.83,30.82,2552.56,127.00,0.26,2341.97,16.91,154.73,1557.25,34.61,258.89,849.79,4.39,347.95,244.20,38.76,294.43,222.27,11.94,0.00
1567.50,1023.75,30.82,2566.52,120.63,0.50,2302.72,13.98,192.77,1506.07,31.56,249.71,737.50,3.69,297.29,233.31,29.72,120.75,177.77,9.64,0.00
1597.50,999.55,30.82,2523.27,133.00,0.28,2281.48,7.26,146.79,1491.29,35.93,241.05,704.05,0.00,342.96,232.04,31.65,120.75,186.64,11.44,0.00
1627.50,1046.06,30.82,2508.22,179.22,0.37,2215.83,4.90,187.69,1522.82,35.93,237.53,713.41,0.00,313.14,248.65,32.25,65.74,200.20,14.59,0.00
1657.50,1030.27,30.82,2485.97,129.87,0.14,2281.68,4.90,187.69,1503.57,33.63,226.63,894.57,0.00,348.14,233.58,32.53,149.23,195.76,13.29,0.00
1687.50,1034.26,30.82,2455.69,146.95,0.26,2374.43,10.86,187.69,1529.87,34.49,209.66,1164.06,0.00,315.18,248.31,34.85,538.54,199.77,12.59,0.00
1717.50,1071.45,30.82,2484.91,134.22,0.16,2340.69,15.24,144.35,1505.70,30.70,211.18,1243.46,0.00,328.35,252.93,30.09,563.59,209.10,17.15,0.00
1747.50,1082.17,30.82,2508.68,95.42,0.34,2338.17,15.77,172.73,1575.81,30.70,223.09,1274.59,0.00,320.05,247.69,31.14,555.73,204.28,14.59,0.00
1777.50,1116.09,30.82,2504.36,167.24,0.46,2238.55,15.77,108.95,1546.15,36.56,202.94,914.22,0.00,320.58,260.47,31.14,608.43,211.79,14.59,0.00
1807.50,1134.54,30.82,2531.47,176.63,0.45,2179.42,15.77,108.95,1541.73,37.58,225.53,631.48,0.00,297.78,290.29,31.59,635.22,217.42,15.89,0.00
1837.50,1130.96,30.82,2484.47,160.97,0.31,2146.21,10.10,108.95,1511.23,35.58,198.98,481.23,0.00,287.57,271.38,31.80,567.74,187.74,10.52,0.00
1867.50,1165.48,30.82,2474.61,162.29,0.22,2114.94,10.10,108.95,1517.72,33.81,202.40,485.03,0.00,277.46,264.07,31.80,226.31,190.19,11.82,0.00
1897.50,1136.80,30.82,2475.46,193.66,0.48,2111.50,6.16,108.95,1544.76,34.58,211.25,465.40,0.00,309.70,265.24,29.07,259.22,188.99,12.60,0.00
1927.50,1138.82,30.82,2427.10,173.41,0.34,2154.88,8.24,108.95,1489.59,34.28,211.25,526.19,0.00,305.62,241.05,33.51,89.52,180.77,13.43,0.00
1957.50,1155.60,30.82,2428.14,165.37,0.42,2176.39,6.29,108.95,1498.33,39.37,187.41,561.94,0.00,277.61,262.43,30.36,105.69,208.16,13.59,0.00
1987.50,1121.68,30.82,2414.09,176.29,0.32,2120.09,8.63,108.95,1500.53,32.59,229.65,469.18,0.00,286.69,266.18,29.40,145.88,198.74,13.59,0.00
2017.50,1149.80,30.82,2417.60,166.12,0.27,2156.94,8.63,89.72,1504.41,32.59,214.95,455.92,0.00,271.16,276.31,30.95,93.38,178.27,13.59,0.00
2047.50,1088.74,30.82,2419.99,151.49,0.12,2109.64,8.63,89.72,1547.32,32.59,209.75,452.42,0.00,281.99,268.74,30.09,120.93,195.77,15.50,0.00
2077.50,1098.70,30.82,2429.63,163.15,0.04,2107.54,11.02,89.01,1527.54,32.59,212.82,395.21,0.00,291.70,243.23,32.75,196.40,185.55,15.50,0.00
2107.50,1083.18,30.82,2414.59,186.95,0.23,2058.66,17.12,33.26,1514.68,30.70,191.65,386.19,0.00,261.81,267.72,27.77,113.13,191.96,16.30,0.00
2137.50,1102.28,30.82,2376.50,218.89,0.30,2073.05,16.47,86.37,1536.14,39.37,195.62,351.17,0.00,300.49,261.79,31.92,334.92,191.55,13.98,0.00
2167.50,1128.86,30.82,2415.99,212.36,0.35,2000.03,18.29,43.64,1605.78,34.61,215.76,357.30,0.00,283.28,282.16,32.25,170.52,177.55,11.63,0.00
2197.50,1142.15,30.82,2433.20,262.29,0.19,2037.21,16.02,43.64,1634.57,32.37,225.32,368.20,0.00,248.77,252.04,30.64,284.53,175.13,11.54,0.00
2227.50,1188.42,30.82,2415.01,269.81,0.21,2038.25,20.00,43.64,1655.12,32.37,219.42,357.20,0.00,254.65,271.92,30.70,196.84,182.34,10.68,0.00
2257.50,1209.89,30.82,2418.89,311.27,0.58,2117.88,26.11,63.17,1738.92,34.75,185.85,374.67,0.00,250.47,262.93,29.75,71.34,188.66,13.15,0.00
2287.50,1183.60,30.82,2485.43,316.23,0.09,1965.06,25.18,63.17,1789.12,34.75,183.17,357.57,0.00,245.11,285.65,31.80,244.79,173.47,10.63,0.00
2317.50,1178.79,30.82,2504.97,327.76,0.59,1677.64,12.76,63.17,1873.15,32.98,196.67,350.79,0.00,249.87,266.77,31.63,112.95,179.55,15.58,0.00
2347.50,1138.67,30.82,2336.49,304.54,0.43,1350.24,12.76,63.17,1857.75,34.49,173.04,336.51,0.00,270.25,245.85,35.46,258.28,210.27,13.03,0.00
2377.50,1129.66,30.82,2112.55,292.13,0.35,1045.98,12.76,63.17,1558.10,34.49,231.43,342.86,0.00,233.46,270.65,31.38,331.17,179.52,11.68,0.00
2406.00,1099.62,30.82,1797.60,191.96,0.18,924.80,12.76,63.17,1053.63,34.24,187.48,367.40,0.00,219.79,262.96,33.11,309.86,192.26,11.68,0.00
2434.50,1116.19,30.82,1570.04,161.33,0.10,809.90,12.76,63.17,756.82,32.90,215.76,345.77,0.00,267.44,266.32,30.14,148.49,179.01,11.68,0.00
