Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,158.69,54.63,21.67,0.00,65.43,172.43,0.00,251.47,0.30,0.00,0.30,0.30,0.00,688.59,225.97,0.00,67.44,1363.39,0.00
2.50,0.30,162.43,54.63,21.67,0.00,76.65,227.27,0.00,251.47,0.30,0.00,0.30,0.30,0.00,737.76,283.21,0.00,67.44,1363.39,0.00
19.50,0.30,147.16,54.63,21.67,0.00,40.42,182.38,0.00,251.47,0.30,0.00,0.30,0.30,0.00,800.58,252.72,0.00,67.44,1134.97,0.00
49.50,0.30,164.65,54.63,21.67,0.00,74.83,182.50,0.00,251.47,0.30,0.00,0.30,0.30,0.00,865.19,285.91,0.00,43.64,0.30,0.00
79.50,23.80,152.99,54.63,21.67,0.00,68.21,201.01,0.00,251.47,0.30,0.00,0.30,0.30,0.00,881.80,277.29,0.00,67.14,588.23,0.00
109.50,30.21,156.23,54.63,21.67,0.00,39.98,159.55,0.00,251.47,0.30,0.00,0.30,0.30,0.00,934.56,306.40,0.00,67.14,588.23,0.00
139.50,30.21,152.33,54.63,27.77,0.00,55.48,161.21,0.00,251.47,262.03,0.00,0.30,0.30,0.00,943.43,315.40,0.00,67.14,344.55,0.00
169.00,30.21,150.22,54.63,0.30,0.00,55.36,894.44,0.00,295.41,515.01,0.00,271.13,0.30,0.00,1416.41,331.53,0.00,33.42,1417.05,0.00
199.00,30.21,154.73,892.19,506.54,0.00,38.76,1923.41,0.00,511.38,669.50,0.00,405.24,265.91,0.00,2610.09,321.44,0.00,32.04,600.90,0.00
229.50,30.21,165.88,1469.97,849.21,0.00,625.75,2055.01,0.00,714.43,740.20,0.00,472.24,322.51,0.00,2862.18,305.49,0.00,49.44,555.43,0.00
258.50,758.03,351.77,1549.06,842.34,0.00,2253.40,2234.49,0.00,773.22,821.65,0.00,519.60,322.51,0.00,2448.68,308.29,0.00,197.76,237.43,0.00
287.00,1785.31,1479.48,1600.02,899.56,2.60,2449.52,2417.50,0.00,849.32,885.33,0.00,501.84,322.51,0.00,1744.86,323.91,0.00,56.15,237.43,0.00
317.50,2294.00,1954.59,1636.93,919.86,6.65,2688.78,2528.01,0.00,849.32,936.90,0.00,557.79,322.51,0.00,1199.09,297.21,0.00,65.46,121.61,0.00
348.00,2506.92,2040.32,1678.37,927.65,12.97,2879.99,2580.82,0.00,921.34,909.74,0.00,592.35,322.51,0.00,1085.66,316.88,0.00,54.93,121.61,0.00
377.50,2562.37,2125.38,1664.76,977.20,19.25,2969.97,2636.41,0.00,921.34,928.97,0.00,550.55,322.51,0.00,1077.90,318.10,0.00,24.72,1450.37,0.00
407.50,2559.77,2137.95,1628.01,974.82,36.36,2974.44,2656.72,0.00,921.34,932.08,0.00,533.35,322.51,0.00,1038.63,308.74,0.00,87.69,632.64,0.00
437.50,2595.59,2151.73,1659.10,958.04,63.98,2970.65,2622.85,0.00,969.56,944.18,0.00,553.78,322.51,0.00,1007.27,305.08,0.00,51.88,1407.64,0.00
467.50,2613.02,2158.40,1667.37,987.56,94.49,3020.02,2649.68,10.07,926.22,944.61,0.00,516.36,322.51,0.00,1011.67,301.14,0.00,26.55,1407.64,0.00
498.00,2667.54,2205.75,1665.54,980.54,116.23,2987.54,2643.06,0.00,976.27,964.37,0.00,556.34,322.51,0.00,990.86,279.44,0.00,81.64,336.61,0.00
529.00,2707.31,2208.48,1704.38,1021.90,134.03,3049.36,2636.73,8.46,976.27,982.22,2.69,500.50,322.51,0.00,989.75,280.63,0.00,60.27,98.42,0.00
559.50,2740.92,2238.99,1749.82,1067.13,147.50,3055.65,2727.58,17.58,976.27,1027.91,5.92,479.96,322.51,0.00,987.26,258.95,0.00,104.78,320.44,0.00
589.50,2761.14,2287.63,1723.19,1085.80,159.61,3066.76,2753.86,27.16,1019.00,1089.71,14.77,348.21,322.51,0.00,955.06,246.22,0.00,137.64,320.44,0.00
619.50,2814.43,2328.32,1760.51,1124.83,168.39,3099.44,2772.19,41.28,1019.00,1129.81,28.50,280.84,322.51,0.00,936.37,275.93,0.00,137.64,320.44,0.00
648.00,2873.88,2384.84,1819.62,1147.10,177.61,3091.59,2751.81,62.03,1048.29,1142.99,36.50,261.62,322.51,0.00,861.71,254.66,0.00,129.74,2905.32,0.00
678.00,2904.24,2406.58,1806.06,1145.98,185.73,3164.33,2838.08,72.84,1069.05,1182.31,44.07,121.95,322.51,0.00,842.24,242.23,0.00,77.67,2905.32,0.00
709.50,2930.65,2427.33,1835.09,1209.47,199.51,3268.84,2991.38,87.10,1009.84,1267.21,57.62,0.30,322.51,0.00,813.96,238.83,0.00,107.89,320.74,0.00
739.50,2984.80,2467.32,1841.61,1281.64,208.70,3251.86,2886.96,97.15,1009.84,1198.09,70.62,230.11,322.51,0.00,757.52,237.40,0.00,104.73,966.73,0.00
769.50,3071.06,2525.06,1823.21,1271.26,218.47,3258.02,2862.18,116.18,1063.55,1124.05,70.62,271.51,322.51,0.00,715.59,238.52,0.00,81.54,1243.61,0.00
799.50,3088.05,2541.85,1843.25,1251.74,229.73,3369.83,2893.93,123.11,1027.85,1177.39,82.61,176.02,322.51,0.00,610.67,206.14,0.00,55.24,891.43,0.00
829.00,3111.52,2580.63,1846.29,1302.53,239.29,3336.62,2993.60,135.91,981.76,1397.27,86.76,26.70,322.51,0.00,608.72,208.44,0.00,105.44,252.08,0.00
859.00,3132.43,2594.70,1964.21,1408.47,248.61,3275.46,3118.99,138.37,1029.98,1249.28,91.00,26.70,322.51,0.00,551.51,194.26,0.00,98.12,588.08,0.00
889.50,3170.99,2647.34,1960.17,1407.47,259.34,3252.21,3060.04,151.49,1094.56,1221.90,91.42,26.70,322.51,0.00,486.54,197.54,0.00,118.61,670.53,0.00
919.50,3239.75,2665.34,1897.25,1359.08,267.76,3457.01,3015.44,163.21,1058.67,1227.23,96.13,26.70,322.51,0.00,471.86,200.64,0.00,53.61,333.56,0.00
949.50,3262.99,2693.73,1905.93,1360.00,277.87,3477.77,3065.28,166.90,1058.67,1314.66,111.80,26.70,322.51,0.00,394.22,198.01,0.00,78.74,202.33,0.00
978.00,3257.97,2716.97,1986.77,1437.95,282.22,3354.68,3042.85,182.76,1035.68,1241.53,108.95,26.70,322.51,0.00,349.81,166.55,0.00,171.98,202.33,0.00
1008.00,3239.16,2723.37,1919.22,1398.19,290.89,3291.01,2997.25,182.22,1095.29,1239.18,119.24,26.70,322.51,0.00,307.25,164.43,0.00,104.68,996.11,0.00
1039.50,3234.06,2739.76,1919.28,1385.73,293.16,3383.02,2986.60,191.57,1095.29,1224.38,125.06,26.70,322.51,0.00,272.53,175.66,0.00,177.14,1570.15,0.00
1069.50,3239.63,2741.40,1946.27,1403.02,300.03,3275.59,2969.88,201.64,1105.67,1403.65,142.70,215.06,322.51,0.00,229.15,157.78,0.00,157.83,549.17,0.00
1099.50,3304.42,2712.05,2072.28,1599.67,306.16,3237.53,3257.80,202.27,1061.11,1365.86,147.52,231.63,322.51,0.00,203.61,143.74,0.00,161.81,1005.87,0.00
1128.00,3342.25,2730.94,2280.26,1603.23,309.37,3239.35,3086.68,222.80,1206.99,1346.90,150.66,96.23,322.51,0.00,182.88,188.63,0.00,89.82,1005.87,0.00
1158.00,3294.77,2808.91,2084.69,1484.50,315.54,3438.37,3008.94,223.89,1205.31,1336.31,124.72,96.23,322.51,0.00,165.53,152.98,0.00,85.96,1005.87,0.00
1189.50,2926.95,2304.11,2049.20,1493.97,321.68,3440.82,3006.11,223.17,1204.85,1276.94,130.90,96.23,322.51,0.00,170.03,171.05,0.00,171.36,24.11,0.00
1219.50,2403.17,1188.30,2043.05,1482.59,324.79,3326.21,2984.75,243.05,1219.81,1278.52,163.21,225.73,322.51,0.00,156.30,181.12,0.00,124.92,937.26,0.00
1249.50,1469.79,736.12,2039.89,1516.07,326.07,3266.23,2917.87,248.78,1257.50,1264.36,152.92,478.90,322.51,0.00,178.31,159.05,0.00,80.06,663.97,0.00
1279.50,1225.18,362.17,2036.12,1477.01,320.15,3242.03,2799.18,250.06,1348.80,1152.18,103.84,551.22,322.51,0.00,214.39,182.50,0.00,84.84,1040.97,0.00
1309.50,1690.25,309.21,1988.40,1412.46,235.70,3268.08,2638.34,251.45,1317.46,1027.62,58.03,739.19,322.51,0.00,245.21,200.73,0.00,159.39,43.84,0.00
1339.50,2066.48,288.18,1874.57,1313.76,183.61,3204.21,2409.75,251.10,1288.78,801.51,100.02,895.70,138.67,0.00,691.41,226.14,0.00,90.81,253.91,0.00
1369.50,1902.15,274.86,1718.10,1234.74,166.08,3168.69,2180.31,259.42,1208.21,775.92,81.53,867.78,159.39,0.00,1585.69,203.86,0.00,122.21,403.45,0.00
1399.50,1916.44,251.08,1596.57,1179.73,165.16,2889.89,2115.77,258.00,1208.21,522.47,109.50,833.14,85.86,0.00,1470.24,226.69,0.00,64.09,1152.97,0.00
1429.50,1714.16,251.19,1538.05,1143.95,156.44,2619.32,1733.45,256.13,1208.21,533.53,36.17,848.10,92.93,0.00,1122.58,296.42,0.00,170.60,79.04,0.00
1459.50,1617.15,234.15,1486.06,1201.42,161.18,2515.55,1562.74,229.29,1114.82,542.13,0.06,594.07,79.71,0.00,737.90,264.31,0.00,55.95,588.69,0.00
1489.50,1542.12,235.21,1226.98,993.21,165.72,2345.87,1480.18,189.25,1074.54,440.74,0.06,609.31,18.62,0.00,605.42,281.21,0.00,66.83,464.03,0.00
1519.50,1468.26,232.50,1075.30,1015.67,157.75,2092.39,1203.59,163.54,1074.54,493.88,0.06,609.75,18.62,0.00,657.00,319.65,0.00,104.37,342.41,0.00
1549.50,1321.43,221.48,1057.36,977.31,156.91,2007.73,1285.68,136.13,1074.54,560.68,0.06,624.46,30.82,0.00,733.20,321.66,0.00,108.34,722.97,0.00
1579.50,1230.54,233.67,987.81,821.98,155.94,1899.94,1617.48,67.95,1074.54,522.29,0.06,557.93,30.82,0.00,819.63,355.66,0.00,108.06,433.15,0.00
1609.50,1182.81,215.48,1018.92,703.18,155.16,1826.00,1530.60,41.12,1074.54,381.41,0.06,498.56,30.82,0.00,908.86,364.80,0.00,151.06,134.28,0.00
