Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
2028.50,0.00,1703.96,1546.76,925.35,105.02,2874.55,2424.61,62.56,769.36,1149.49,63.42,192.57,298.92,12.22,47.30,114.33,32.17,497.57,301.26,3.30
2057.50,0.00,1669.64,1526.48,923.37,112.26,2634.58,2448.77,71.35,769.36,1169.15,63.70,73.85,277.21,13.86,47.30,117.41,33.83,445.93,269.05,3.30
2087.50,0.00,1631.05,1493.47,910.79,87.75,2494.54,2463.02,49.84,655.22,1028.24,51.33,48.83,266.12,13.86,47.30,118.31,30.27,455.50,346.00,3.30
2118.50,0.00,1611.81,1499.35,904.21,51.32,2350.71,2051.47,35.22,655.22,782.99,46.81,30.67,248.52,14.49,47.30,111.01,36.13,336.52,288.23,3.30
2148.50,0.00,1472.37,1494.83,890.88,27.85,2346.20,1835.78,26.97,567.94,710.36,33.79,37.38,264.67,12.85,34.48,140.60,39.00,276.68,320.69,3.30
2177.00,0.00,1209.24,1381.38,734.68,7.93,2303.97,1681.62,16.30,515.45,639.66,29.92,37.38,264.71,10.93,48.52,134.45,33.14,213.24,325.63,3.30
2207.00,0.00,1000.94,1101.13,664.65,0.46,2312.92,1569.73,16.30,467.23,517.59,30.03,45.47,271.06,13.53,41.35,121.63,37.05,354.20,319.79,3.30
2238.50,0.00,823.52,955.26,597.03,0.07,2284.23,1434.91,9.83,438.85,477.81,30.03,45.47,246.47,8.97,19.41,136.98,39.00,150.50,320.38,3.30
2267.00,0.00,603.30,898.60,534.78,0.00,2236.36,1327.69,6.36,409.86,421.76,30.03,29.75,261.28,14.49,49.64,119.39,35.18,128.01,348.82,3.30
2297.00,0.00,410.68,722.53,443.96,0.00,1794.81,1222.96,10.62,432.75,482.79,30.03,43.03,224.31,13.65,45.06,107.07,35.18,34.75,324.45,3.30
2328.50,0.00,231.71,649.96,420.32,0.00,1456.67,1307.39,5.00,432.75,443.58,21.42,20.08,252.95,13.20,77.68,118.71,39.12,450.55,317.53,3.30
2358.50,0.00,212.52,552.45,401.11,0.03,1274.86,1260.32,10.49,431.83,477.85,24.35,20.08,234.12,14.75,38.69,113.83,33.14,261.23,316.65,3.30
2388.50,0.00,179.36,517.38,405.14,0.00,995.14,1343.90,8.58,400.09,409.25,24.65,20.08,246.16,12.19,101.26,104.07,30.70,193.92,311.34,3.30
2418.50,0.00,217.82,561.84,428.12,0.00,764.65,1231.76,9.29,400.09,428.41,22.46,24.11,224.31,9.95,90.66,124.51,30.70,164.24,307.23,3.23
2448.50,0.00,156.72,505.52,415.59,0.00,551.79,1235.20,3.85,359.81,443.16,19.47,24.11,182.47,14.77,122.99,120.75,30.70,245.57,305.27,3.23
2477.00,0.00,97.59,560.12,443.59,0.00,330.27,1219.26,3.85,359.81,358.09,22.40,24.11,175.30,13.82,86.37,105.59,37.02,215.76,295.44,3.23
2507.00,0.00,111.25,509.62,386.43,0.00,358.98,1147.86,15.40,425.42,433.91,31.04,42.42,149.98,12.88,105.49,132.75,33.26,216.29,320.93,3.85
