Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,0.30,355.67,343.68,0.00,0.30,607.80,2.96,242.92,232.55,5.80,75.99,98.96,3.11,0.30,74.16,25.45,426.06,77.41,0.43
2.00,0.00,0.30,365.21,315.28,0.00,0.30,679.77,2.96,242.92,222.56,5.80,63.88,92.27,6.90,0.30,103.52,25.45,257.27,85.23,0.43
18.50,0.00,0.30,355.23,333.00,0.00,0.30,625.44,2.96,221.26,233.16,2.90,64.74,90.23,6.90,0.30,106.56,28.06,489.69,76.40,0.43
48.00,0.00,0.30,364.64,324.80,0.00,0.30,644.19,3.02,247.91,243.69,2.90,70.60,104.98,6.90,0.30,89.65,26.05,448.92,89.16,0.43
77.00,0.00,0.30,351.52,328.20,0.00,0.30,640.85,5.07,247.91,257.88,2.90,68.39,98.46,6.90,0.30,108.95,27.89,167.24,91.53,0.43
106.50,0.00,0.30,341.86,315.40,0.00,0.30,653.50,0.00,230.82,232.55,2.90,60.02,88.25,9.03,0.30,93.79,27.44,399.96,98.04,0.43
136.00,0.00,0.30,341.19,303.88,0.00,0.30,643.93,0.00,312.40,327.55,2.45,71.11,380.56,7.42,209.66,64.66,27.44,161.03,89.86,0.43
166.00,0.00,0.30,341.71,302.39,0.00,0.30,634.03,0.00,459.50,717.66,6.41,40.89,1286.68,7.42,1195.09,101.08,27.44,239.81,83.31,0.43
197.00,0.00,0.30,348.65,306.59,0.00,0.30,1153.73,0.00,592.97,1026.93,8.73,47.00,1962.08,7.29,1706.68,90.30,27.44,744.79,94.30,0.43
227.50,0.00,0.30,341.22,300.11,0.00,0.30,2028.44,0.00,592.97,1148.57,8.67,431.10,1989.71,6.29,1821.80,110.34,29.79,399.41,78.50,0.43
258.00,0.00,275.37,334.88,318.37,0.00,0.30,2320.71,2.90,655.22,1189.59,11.54,911.27,2233.37,5.33,1845.43,90.19,28.44,53.00,335.91,35.24
287.00,0.00,917.98,342.03,325.26,0.00,0.30,2486.58,2.90,697.34,1291.52,8.73,1081.56,2772.18,8.97,2370.54,262.70,30.27,244.42,3118.51,165.85
316.50,0.00,377.89,898.79,871.90,41.11,0.30,2678.09,10.19,697.34,1314.59,11.62,1083.08,2661.42,12.30,2321.39,905.93,28.81,374.59,3962.11,298.14
347.50,0.00,377.89,1760.18,984.00,63.36,20.29,2718.29,39.00,696.12,1231.63,28.26,1092.24,2930.11,153.70,2432.88,642.10,28.81,210.27,3939.27,415.31
378.00,0.00,377.89,1811.12,1041.85,66.90,974.90,2629.49,84.72,603.95,1116.99,53.97,1277.99,3205.97,385.14,2722.67,844.64,30.21,754.91,4159.04,414.96
408.50,0.00,377.89,1880.67,1058.37,36.62,2102.52,2452.61,97.19,549.63,1010.53,85.51,1240.25,3144.54,426.44,2797.39,989.22,31.02,204.54,4221.15,406.07
438.50,0.00,377.89,1895.48,963.11,0.85,2430.67,2389.82,91.13,570.38,1024.49,90.76,1219.20,3090.65,405.79,2787.33,1011.47,125.32,372.91,4236.15,362.72
468.50,0.00,377.89,1612.41,903.71,0.00,2576.12,2390.22,69.95,570.38,984.75,83.88,1473.96,2919.88,371.43,2659.74,998.70,334.26,195.55,4173.91,326.79
498.50,0.00,377.89,1447.01,810.02,0.00,2696.88,2285.19,30.82,570.38,887.77,60.46,1492.18,2849.09,321.48,2555.99,861.52,380.76,210.27,3938.15,296.75
528.50,0.00,377.89,1274.67,616.16,0.00,2782.80,2103.55,4.94,570.38,773.63,31.07,1447.85,2775.62,283.81,2562.16,783.87,358.56,262.53,3837.83,269.76
558.50,0.00,377.89,819.35,413.82,0.00,2739.42,1767.91,4.94,502.94,609.24,14.59,1377.16,2700.62,269.17,2483.18,769.27,316.42,860.71,3742.33,260.87
588.50,0.00,377.89,549.63,351.83,0.00,2523.45,1432.26,4.94,470.89,509.65,16.54,1243.00,2704.51,253.48,2458.09,668.10,273.38,176.52,3636.89,261.59
618.50,0.00,377.89,375.22,323.07,0.00,2309.83,1121.40,4.94,473.13,445.01,9.83,1255.34,2689.37,239.47,2486.37,689.95,258.15,379.34,3652.52,258.18
648.50,0.00,377.89,353.54,290.65,0.00,2201.27,879.93,4.94,384.22,356.15,9.83,1176.21,2671.06,237.76,2487.58,687.57,236.82,445.72,3615.08,257.63
678.50,0.00,377.89,347.68,305.87,0.00,2167.02,775.41,4.94,338.44,327.46,14.34,1169.55,2694.82,243.93,2518.96,672.22,228.53,158.39,3604.04,255.95
708.00,0.00,377.89,356.48,351.30,0.00,1997.66,789.26,4.94,338.44,363.84,5.80,1206.99,2681.80,241.62,2496.07,646.01,228.58,93.08,3635.36,264.13
738.00,0.00,377.89,359.14,333.65,0.00,1842.82,792.07,4.94,312.81,338.81,13.00,1147.91,2715.05,242.36,2574.38,649.51,230.84,666.28,3608.07,264.47
768.50,0.00,377.89,387.37,335.15,0.00,1440.91,757.56,4.94,293.89,338.29,13.00,1148.31,2671.51,239.24,2570.10,708.48,230.84,333.89,3622.56,255.52
798.50,0.00,377.89,368.96,351.93,0.00,794.55,748.69,4.94,312.50,329.90,13.00,1148.94,2745.40,245.30,2594.73,671.09,230.88,193.68,3620.92,278.24
828.50,0.00,377.89,381.27,338.44,0.00,303.09,759.17,4.94,327.46,345.90,13.00,1121.13,2735.26,260.48,2603.86,726.18,225.38,281.63,3680.17,262.71
858.50,0.00,377.89,389.21,339.95,0.00,141.95,783.95,4.94,327.46,329.46,13.00,1151.20,2700.54,242.31,2632.66,719.12,223.66,408.90,3681.26,263.80
888.50,0.00,377.89,386.15,350.77,0.00,76.65,793.93,4.94,301.82,348.82,13.00,1129.70,2716.68,254.06,2616.77,676.43,237.22,371.22,3630.49,264.57
917.00,0.00,377.89,392.71,325.28,0.00,74.23,775.77,4.94,301.82,349.53,13.00,1160.60,2787.75,247.40,2636.33,686.43,236.20,271.97,3683.70,286.93
945.50,0.00,377.89,358.46,323.19,0.00,26.64,774.85,4.94,301.82,366.43,13.00,1195.70,2860.15,255.04,2671.35,689.94,221.99,422.45,3669.18,308.76
976.00,0.00,377.89,382.19,352.61,0.00,45.57,790.16,4.94,301.82,403.57,13.00,1161.41,2981.20,270.42,2765.10,734.45,232.73,331.00,3755.85,339.14
1007.50,0.00,377.89,369.01,323.71,0.00,36.62,809.72,3.88,301.82,425.73,13.00,1179.77,3199.54,320.02,2851.74,818.95,236.33,373.54,3838.51,353.74
1038.50,0.00,377.89,366.56,351.36,0.00,43.14,819.29,3.88,337.53,454.80,12.70,1196.49,3124.13,303.91,2812.67,935.63,247.23,517.18,3963.12,365.74
1067.00,0.00,377.89,385.65,323.59,0.00,67.63,832.35,3.88,333.26,506.05,10.85,1236.79,3329.55,361.39,2916.07,870.75,273.84,539.17,3953.10,395.24
1096.00,0.00,377.89,380.80,349.50,0.00,108.81,850.54,3.88,364.69,501.61,10.85,1308.71,3201.26,340.31,2915.90,996.94,307.82,236.06,4074.02,386.59
1126.50,0.00,377.89,370.68,329.29,0.00,94.44,853.85,3.88,433.05,510.92,14.65,1393.76,3168.99,314.54,2890.77,947.43,294.63,493.66,4061.50,375.54
1157.50,0.00,377.89,357.52,325.38,0.00,104.56,886.45,2.96,433.05,567.02,11.78,1442.28,3188.89,342.29,2846.30,904.86,330.73,382.39,3989.85,381.05
1188.50,0.00,377.89,372.47,301.60,0.00,117.39,885.07,3.08,433.05,605.38,16.54,1505.90,3194.32,327.26,2900.04,909.34,329.64,325.30,4027.40,365.23
1218.50,0.00,377.89,360.47,331.21,0.00,143.06,897.03,3.08,433.05,583.69,16.54,1507.65,3011.05,283.54,2847.38,969.92,310.37,338.66,4073.33,349.75
1248.50,0.00,377.89,337.28,309.51,0.00,144.96,921.39,3.08,433.05,575.79,10.62,1487.93,3005.84,293.16,2792.63,829.74,322.37,569.40,3945.76,359.97
1278.00,0.00,377.89,346.45,311.22,0.00,112.46,919.73,3.08,433.05,566.37,10.62,1483.97,2913.25,278.75,2774.19,891.91,325.75,480.09,3962.83,337.12
1308.00,0.00,377.89,345.38,326.56,0.00,138.07,919.92,3.08,433.05,540.29,10.62,1464.87,2961.03,282.05,2768.72,832.70,288.50,437.97,3891.54,346.50
1338.50,0.00,377.89,335.00,311.55,0.00,89.94,926.41,2.96,433.05,523.93,16.42,1455.34,2924.85,272.73,2716.04,845.09,301.43,490.42,3918.36,341.72
1367.50,0.00,377.89,341.13,308.65,0.00,77.77,920.47,2.96,433.05,560.92,16.42,1370.56,2978.01,281.60,2725.57,819.53,281.07,479.67,3914.04,351.51
1397.50,0.00,377.89,357.61,301.11,0.00,81.91,926.83,2.96,433.05,548.53,16.42,1345.69,2983.75,287.33,2675.14,804.10,286.93,599.76,3892.77,339.18
1428.00,0.00,377.89,311.74,308.73,0.00,94.42,947.99,2.96,433.05,549.71,16.48,1290.71,2954.04,283.12,2640.05,812.58,282.80,632.24,3902.19,303.81
1456.00,0.00,377.89,314.72,325.13,0.00,97.48,957.10,2.96,484.32,546.58,15.89,1299.00,2820.43,256.35,2540.26,778.31,283.15,309.64,3865.76,280.28
1484.50,0.00,377.89,331.49,311.05,0.00,166.18,1003.74,2.56,484.32,515.04,13.15,1320.85,2771.53,248.62,2528.89,704.89,290.06,591.03,3710.64,287.30
1516.50,0.00,377.89,324.52,327.41,0.00,132.75,961.83,2.56,427.96,502.94,16.42,1325.67,2781.72,256.78,2492.10,704.86,268.76,430.76,3718.38,290.31
1548.50,0.00,377.89,314.64,331.29,0.00,78.74,967.93,2.56,366.52,439.15,12.39,1286.42,2756.35,261.89,2505.79,677.81,242.21,391.99,3736.24,290.45
1577.00,0.00,377.89,319.63,332.67,0.00,66.72,949.66,2.56,323.19,439.15,9.70,1304.65,2763.46,273.62,2496.91,714.58,243.47,287.65,3793.09,289.44
1605.50,0.00,377.89,337.76,351.26,0.00,69.05,973.63,2.56,345.77,442.51,12.68,1236.81,2775.92,297.36,2463.20,732.23,246.12,317.19,3766.96,307.82
1634.50,0.00,377.89,324.30,338.71,0.00,155.59,980.73,2.56,343.33,427.40,14.26,1151.52,2778.33,276.77,2407.61,723.58,252.81,216.58,3746.18,112.15
1666.00,0.00,377.89,341.58,340.81,0.00,144.60,985.34,2.56,343.33,419.49,12.54,1110.96,2852.19,275.30,2399.39,738.99,243.47,443.20,3670.84,112.15
1698.00,0.00,377.89,348.52,335.74,0.00,95.76,1007.68,2.56,343.33,328.98,12.57,1085.73,2634.20,307.07,2157.65,716.20,253.36,536.91,1683.30,112.15
1728.00,0.00,377.89,344.78,330.51,0.00,37.54,997.86,2.96,515.08,382.25,12.70,1063.45,2332.70,117.24,2072.34,605.73,249.93,368.07,429.32,112.15
1757.00,0.00,377.89,372.44,343.72,0.00,36.62,1023.57,3.55,708.02,991.88,12.70,1100.86,1311.00,30.82,1752.16,174.77,279.86,193.35,372.62,112.15
1787.00,0.00,258.03,363.22,352.12,13.12,36.62,1594.26,59.28,802.32,1477.68,66.42,1102.92,774.73,21.76,863.10,95.67,120.47,455.40,313.75,4.15
1818.50,0.00,1099.10,361.55,358.89,104.00,36.62,2883.09,125.19,855.12,1544.52,113.98,1127.18,655.17,20.45,265.94,110.93,42.99,470.63,317.20,3.54
1848.50,0.00,1832.71,379.27,350.48,171.52,22.89,3118.26,108.46,784.62,1386.71,100.70,1121.01,444.31,15.77,47.30,121.00,39.94,360.38,308.09,3.54
1878.00,0.00,2047.76,682.30,810.86,159.92,37.33,2811.49,84.53,763.26,1268.94,74.07,988.56,359.50,15.77,47.30,86.31,39.94,632.99,326.54,3.85
1908.00,0.00,2023.04,1714.10,1254.95,126.50,686.35,2634.74,84.53,742.50,1179.40,72.33,900.69,316.59,10.93,47.30,112.68,32.23,411.51,312.91,3.85
1938.50,0.00,1924.54,2098.57,1203.18,111.49,2402.20,2459.27,66.43,742.50,1139.03,66.74,841.18,301.33,10.93,47.30,119.39,32.94,465.87,313.05,3.85
1966.50,0.00,1775.69,1921.30,1111.89,108.94,3002.97,2413.55,64.82,782.79,1118.49,65.02,664.07,284.73,10.50,47.30,136.01,32.17,657.05,344.62,3.85
1996.50,0.00,1735.33,1725.26,958.70,108.93,3139.05,2413.64,60.96,759.90,1141.41,57.56,371.53,291.65,12.22,47.30,113.22,32.00,497.57,334.53,3.85
