Time,South Central Fans,North Central Fans
s,C,C
0.00,23.67,19.84
12.50,23.67,19.84
38.50,23.67,19.84
68.50,23.67,19.84
99.50,23.63,19.84
129.50,23.57,19.84
158.50,23.20,19.72
188.50,34.75,19.72
219.00,46.51,19.72
249.00,46.86,20.02
279.50,48.02,20.27
309.50,49.34,20.27
339.50,49.86,20.27
369.50,50.51,20.27
399.50,51.07,20.16
429.50,51.57,20.05
459.50,52.09,20.05
489.50,52.46,20.05
519.50,52.65,20.05
549.50,53.16,20.05
579.50,53.61,20.05
609.50,54.14,20.05
639.50,54.44,20.05
669.50,55.35,20.05
699.50,55.57,20.05
729.50,55.86,20.05
759.50,56.30,20.05
789.50,55.40,20.05
819.50,55.80,20.05
849.50,55.48,20.05
879.50,55.17,19.94
909.50,55.43,19.94
939.50,55.36,19.94
969.00,55.82,19.94
999.00,55.89,19.94
1029.50,56.12,19.94
1059.50,56.46,19.94
1089.50,56.84,19.94
1119.50,56.72,19.94
1149.50,56.59,19.94
1179.50,57.00,19.94
1209.50,57.28,19.94
1239.50,57.67,19.94
1269.50,57.84,19.94
1296.50,58.00,19.94
1325.00,57.91,19.94
1356.50,58.08,19.94
1387.00,58.24,19.94
1417.50,58.24,19.94
1446.00,58.29,19.94
1476.00,58.61,19.94
1507.00,58.58,19.94
1538.00,58.53,19.94
1568.00,58.97,19.94
1596.00,58.96,19.94
1626.00,58.93,19.94
1656.50,59.40,19.94
1687.50,59.69,19.94
1719.00,59.78,20.05
1749.50,60.02,20.05
1779.50,59.92,20.05
1809.50,60.30,20.05
1839.50,60.73,20.05
1869.00,60.77,20.05
1899.00,59.65,20.05
1929.50,55.88,20.05
1959.50,51.57,20.05
1989.50,49.67,20.05
2019.50,48.69,20.05
2049.50,48.69,20.05
2078.50,47.60,20.05
2108.50,45.36,20.05
2139.50,43.06,20.05
2169.00,41.28,20.05
2199.00,39.52,20.05
2229.50,38.49,20.05
2259.50,37.50,20.05
2289.50,36.84,20.05
2319.50,36.28,20.05
2349.50,35.83,20.05
2379.00,35.49,20.05
2409.00,35.04,20.05
