Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
889.5,88.7,100.7,119.8,121.4,141.3,193.5,49.5,41.2,59.1,-3.0
919.5,97.7,118.7,130.1,141.7,148.9,195.6,123.0,155.7,29.4,52.5
949.5,97.4,115.3,123.0,136.5,148.2,209.3,171.6,233.4,80.4,85.0
978.0,112.9,137.7,142.4,160.8,169.6,219.9,90.7,86.5,84.4,118.9
1008.0,116.5,128.3,137.3,158.0,153.2,183.6,79.0,57.9,67.9,75.7
1039.5,68.7,106.2,112.6,130.9,147.8,201.5,71.1,49.9,48.6,27.1
1069.5,-31.5,92.4,105.6,115.6,132.8,176.2,51.5,45.0,46.8,165.3
1099.5,-73.7,113.6,128.6,127.9,139.2,206.9,87.5,73.9,56.5,230.7
1128.0,-125.3,121.4,131.8,140.3,148.6,222.9,115.1,98.4,106.6,295.0
1158.0,-158.8,103.2,120.5,122.7,141.6,185.6,78.1,77.4,74.5,312.8
1189.5,-246.9,77.3,93.9,95.7,117.7,144.8,58.6,50.6,50.7,352.7
1219.5,-260.9,71.1,87.3,83.1,92.0,109.0,53.7,49.2,47.7,347.8
1249.5,-293.2,61.3,76.3,76.0,80.2,97.4,58.6,57.3,59.4,368.3
1279.5,-298.3,57.6,73.3,68.8,73.8,83.6,44.4,46.7,50.4,363.6
1309.5,-296.0,65.7,68.2,67.4,74.5,72.1,52.2,47.2,49.9,370.6
1339.5,-300.2,57.7,68.7,62.8,68.7,72.9,51.6,53.4,54.0,389.7
1369.5,-297.7,57.6,64.6,60.2,68.1,77.5,45.3,44.2,44.3,394.6
1399.5,-281.3,58.4,57.8,60.7,69.4,100.2,42.0,35.3,39.3,391.3
1429.5,-281.2,59.9,60.1,62.9,69.5,89.1,46.8,37.1,38.8,382.0
1459.5,-303.7,50.6,54.9,58.3,59.1,62.4,52.0,50.2,50.1,383.2
1489.5,-301.4,51.7,51.5,55.1,63.2,59.8,36.3,41.0,44.6,374.1
1519.5,-290.7,58.3,46.4,58.2,66.0,64.8,41.7,40.3,42.1,367.2
1549.5,-290.0,56.0,43.2,56.4,62.5,66.8,44.1,29.8,32.7,375.0
1579.5,-291.3,47.4,46.0,51.9,59.7,64.3,41.6,42.2,44.3,377.8
1609.5,-289.0,49.1,42.5,53.2,56.5,51.4,39.9,42.7,45.9,386.5
1639.5,-303.7,47.1,33.6,50.0,57.0,55.5,39.4,42.6,44.2,385.8
1669.5,-303.7,42.3,26.3,46.2,53.6,50.2,33.8,36.3,36.5,384.7
1699.5,-305.5,38.9,22.4,47.0,49.4,46.4,31.7,34.1,36.4,373.5
1729.5,-301.6,36.6,25.3,47.0,45.7,46.7,32.8,32.5,33.2,380.4
1758.5,-142.6,5.1,-8.6,13.8,12.0,13.7,2.7,-4.2,2.1,362.0
1787.5,-180.5,-29.1,-34.4,-20.6,-23.5,-20.2,-25.3,-28.7,-28.7,298.5
1818.5,-89.9,-49.9,-54.1,-46.7,-47.5,-53.3,-43.1,-45.6,-44.7,290.2
1849.5,-51.2,-66.7,-68.0,-60.4,-64.4,-67.8,-63.7,-65.2,-59.8,272.5
1879.0,-10.3,-83.1,-79.8,-70.1,-75.2,-79.5,-75.3,-75.4,-72.9,261.1
